"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name"
"Rana","pretiosa","max",34.8,"ct",51,51,-121.5,609.6,30,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_pretiosa","Brattstrom_1968",23.18991661,6.81008339,"Rana pretiosa"
"Rana","pretiosa","min",-1,"lt",51,51,-121.5,609.6,23,NA,NA,24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_pretiosa","Brattstrom_1968",-12.84217358,35.84217358,"Rana pretiosa"
"Rana","virgatipes","max",38,"ct",40.1,40.1,-74.8,24,25,25,0.54,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_virgatipes","Holzman_&_McManus_1973",30.00717163,-5.00717163,"Lithobates virgatipes"
"Rana","warszewitschii","max",32.8,"ct",10,10,-83.7,1554.48,26,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_warszewitschii","Brattstrom_1968",30.38962555,-4.38962555,"Lithobates warszewitschii"
"Rana","warszewitschii","min",4.8,"lt",10,10,-83.7,1554.48,23,NA,NA,24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_warszewitschii","Brattstrom_1968",18.74819756,4.25180244,"Lithobates warszewitschii"
"Rankinia","diemensis","max",44.8,"ct",-35.4,35.4,148.75,656,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Rankinia_diemensis","Spellerberg_1972a",28.33738327,NA,"Rankinia diemensis"
"Rankinia","diemensis","min",3.1,"ct",-35.4,35.4,148.75,656,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Rankinia_diemensis","Spellerberg_1972a",-0.096595027,NA,"Rankinia diemensis"
"Regina","alleni","max",41.6,"ct",27.07,27.07,-81.45,31,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Freshwater","ectotherm","Regina_alleni","Brattstrom_1965",34.46858215,NA,"Liodytes alleni"
"Reticulitermes","flavipes","max",44.3,"ct",32.61,32.61,-85.48,216,NA,25,1,NA,"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Terrestrial","ectotherm","Reticulitermes_flavipes","Hu_&_Appel_2004",33.31866455,NA,"Reticulitermes flavipes"
"Reticulitermes","flavipes","min",1.6,"ct",32.61,32.61,-85.48,216,NA,20,1,NA,"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Terrestrial","ectotherm","Reticulitermes_flavipes","Hu_&_Appel_2004",1.246443987,NA,"Reticulitermes flavipes"
"Retropinna","retropinna","max",28.5,"lt",-36.6,36.6,174.5,37,15,NA,NA,0.167,"Chordata","Actinopteri","Osmeriformes","Retropinnidae","Freshwater","ectotherm","Retropinna_retropinna","Richardson_et_al_1994",22.82798958,-7.82798958,"Retropinna retropinna"
"Rhinichthys","atratulus","max",31.9,"ct",43,43,-78.5,250,15,15,1,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Rhinichthys_atratulus","Kowalski_et_al_1978",25.87695313,-10.87695313,"Rhinichthys atratulus"
"Rhinichthys","cataractae","max",31.4,"ct",43,43,-78.5,250,15,15,1,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Rhinichthys_cataractae","Kowalski_et_al_1978",25.87695313,-10.87695313,"Rhinichthys cataractae"
"Rhinichthys","cobitis","max",35.3,"ct",33,33,-111,1000,25,25,0.3,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Rhinichthys_cobitis","Carveth_et_al_2006",37.72694778,-12.72694778,"Rhinichthys cobitis"
"Rhinichthys","osculus","max",34.4,"ct",33,33,-111,1000,25,25,0.3,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Rhinichthys_osculus","Carveth_et_al_2006",37.72694778,-12.72694778,"Rhinichthys osculus"
"Rhinichthys","osculus","min",6.7,"ct",43,43,-111,NA,24,24,1.5,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Rhinichthys_osculus","Kaya_et_al_1992",-14.43008995,38.43008995,"Rhinichthys osculus"
"Rhinocheilus","lecontei","max",41.5,"ct",31.25,31.25,-102.35,742,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Rhinocheilus_lecontei","Brattstrom_1965",35.52484131,NA,"Rhinocheilus lecontei"
"Rivulus","marmoratus","max",35.7,"lt",18,18,-64.5,0,NA,NA,NA,72,"Chordata","Actinopteri","Cyprinodontiformes","Rivulidae","Marine","ectotherm","Rivulus_marmoratus","Brett_1970",30.25,NA,"Rivulus marmoratus"
"Rivulus","marmoratus","min",14,"lt",18,18,-64.5,0,30,NA,NA,3,"Chordata","Actinopteri","Cyprinodontiformes","Rivulidae","Marine","ectotherm","Rivulus_marmoratus","Brett_1970",25.45999908,4.54000092,"Rivulus marmoratus"
"Sabellastarte","australiensis","max",28,"ct",-38,38,148.5,0,16,20,0.017,NA,"Annelida","Polychaeta","Sabellida","Sabellidae","Intertidal","ectotherm","Sabellastarte_australiensis","Bates_et_al_2013",21.44999886,-5.44999886,"Sabellastarte australiensis"
"Saiphos","equalis","max",37.3,"ct",-31.5,31.5,152.8,67,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Saiphos_equalis","Greer_1980",28.95463181,NA,"Saiphos equalis"
"Salmo","salar","max",31,"ct",54,54,-3,6,10,NA,0.017,NA,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Freshwater","ectotherm","Salmo_salar","Elliot_1991",20.42490196,-10.42490196,"Salmo salar"
"Salmo","salar","min",1,"ct",54,54,-3,6,25,NA,0.0176,NA,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Freshwater","ectotherm","Salmo_salar","Elliot_1991",-0.591073573,25.59107357,"Salmo salar"
"Salmo","trutta","max",29.8,"ct",33.9,33.9,-110.2,1550,20,20,0.02,NA,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Freshwater","ectotherm","Salmo_trutta","Lee_&_Rinne_1980",34.00300598,-14.00300598,"Salmo trutta"
"Salvelinus","fontinalis","max",29.8,"ct",33.9,33.9,-110.2,1550,20,20,0.02,NA,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Freshwater","ectotherm","Salvelinus_fontinalis","Lee_&_Rinne_1980",34.00300598,-14.00300598,"Salvelinus fontinalis"
"Saproscincus","basiliscus","max",35.5,"ct",-17.72,17.72,145.52,774,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Saproscincus_basiliscus","Greer_1980",33.91498566,NA,"Saproscincus basiliscus"
"Saproscincus","mustelina","max",37.7,"ct",-36.8,36.8,147.6,889,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Saproscincus_mustelina","Spellerberg_1972a",26.92676544,NA,"Saproscincus mustelina"
"Saproscincus","mustelina","min",6.2,"ct",-36.8,36.8,147.6,889,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Saproscincus_mustelina","Spellerberg_1972a",1.407356977,NA,"Saproscincus mustelina"
"Saproscincus","tetradactyla","max",35.3,"ct",-16.9,16.9,145.7,14,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Saproscincus_tetradactyla","Greer_1980",30.31019592,NA,"Saproscincus tetradactyla"
"Sardinops","melanosticta","max",30,"lt",34.9,34.9,138.6,0,NA,NA,NA,3,"Chordata","Actinopteri","Clupeiformes","Clupeidae","Marine","ectotherm","Sardinops_melanosticta","Suehiro1951_in_Brett_1970",29.25,NA,"Sardinops melanosticta"
"Sardinops","melanosticta","min",6,"lt",34.9,34.9,138.6,0,22,NA,NA,3,"Chordata","Actinopteri","Clupeiformes","Clupeidae","Marine","ectotherm","Sardinops_melanosticta","Suehiro1951_in_Brett_1970",15.48999977,6.51000023,"Sardinops melanosticta"
"Sauromalus","obesus","max",45.6,"ct",35.7,35.7,-116.34,47,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sauromalus_obesus","Cowles_&_Bogert_1944",39.159832,NA,"Sauromalus ater"
"Scaptodrosophila","bryani","max",35.5,"lt",24.3,24.3,123.8,28,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_bryani","Kimura_2004",NA,NA,"Scaptodrosophila bryani"
"Scaptodrosophila","bryani","min",4.2,"lt",24.3,24.3,123.8,28,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_bryani","Kimura_2004",NA,NA,"Scaptodrosophila bryani"
"Scaptodrosophila","coracina","max",34.5,"lt",24.3,24.3,123.8,28,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_coracina","Kimura_2004",NA,NA,"Scaptodrosophila coracina"
"Scaptodrosophila","coracina","min",-2.4,"lt",24.3,24.3,123.8,28,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_coracina","Kimura_2004",NA,NA,"Scaptodrosophila coracina"
"Scaptodrosophila","dorsocentralis","max",34.2,"lt",24.3,24.3,123.8,28,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_dorsocentralis","Kimura_2004",NA,NA,"Scaptodrosophila dorsocentralis"
"Scaptodrosophila","dorsocentralis","min",8.3,"lt",24.3,24.3,123.8,28,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_dorsocentralis","Kimura_2004",NA,NA,"Scaptodrosophila dorsocentralis"
"Scaptodrosophila","pallida","max",33.9,"lt",43.1,43.1,141.4,10,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_pallida","Kimura_2004",24.39656448,NA,"Scaptodrosophila pallida"
"Scaptodrosophila","pallida","min",-6.3,"lt",43.1,43.1,141.4,10,NA,NA,NA,24,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","ectotherm","Scaptodrosophila_pallida","Kimura_2004",-8.855576515,NA,"Scaptodrosophila pallida"
"Sceloporus","graciosus","max",43,"ct",44.73,44.73,-110.7,2289,NA,NA,0.9,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_graciosus","Mueller_1969",25.46013832,NA,"Sceloporus graciosus"
"Sceloporus","graciosus","min",9.1,"ct",44.73,44.73,-110.7,2289,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_graciosus","Mueller_1969",-14.88522816,NA,"Sceloporus graciosus"
"Sceloporus","grammicus","max",41.8,"ct",19.17,19.17,-98.6,3743,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_grammicus","Lemos-Espinal_&_Ballinger_1995",26.40660477,NA,"Sceloporus grammicus"
"Sceloporus","magister","max",43,"ct",33.25,33.25,-111.63,427,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_magister","Brattstrom_1965",37.72694778,NA,"Sceloporus magister"
"Sceloporus","malachiticus","max",42.8,"ct",10.3,10.3,-84.1,1400,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_malachiticus","vanBerkum_1988",30.38962555,NA,"Sceloporus malachiticus"
"Sceloporus","malachiticus","min",9.7,"ct",10.3,10.3,-84.1,1400,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_malachiticus","vanBerkum_1988",18.74819756,NA,"Sceloporus malachiticus"
"Sceloporus","merriami","max",41.5,"ct",29.2,29.2,-103,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_merriami","Huey_unpubl_data_in_Huey_et_al_2012",34.47406006,NA,"Sceloporus merriami"
"Sceloporus","merriami","min",14.1,"ct",29.2,29.2,-103,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_merriami","Huey_unpubl_data_in_Huey_et_al_2012",0.005520705,NA,"Sceloporus merriami"
"Sceloporus","occidentalis","max",44.1,"ct",33.96,33.96,-116.24,1374,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_occidentalis","vanBerkum_1988",38.66157913,NA,"Sceloporus occidentalis"
"Sceloporus","occidentalis","min",4.8,"ct",33.96,33.96,-116.24,1374,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_occidentalis","vanBerkum_1988",1.465982318,NA,"Sceloporus occidentalis"
"Sceloporus","undulatus","max",40.4,"ct",33.6,33.6,-81.7,200,33,35,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_undulatus","Angilletta_et_al_2002",34.02242661,-1.02242661,"Sceloporus undulatus"
"Sceloporus","undulatus","min",11.4,"ct",33.6,33.6,-81.7,200,20,15,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_undulatus","Angilletta_et_al_2002",1.038202524,18.96179748,"Sceloporus undulatus"
"Sceloporus","variabilis","max",43.1,"ct",10.5,10.5,-85.3,0,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_variabilis","vanBerkum_1988",33.57143784,NA,"Sceloporus variabilis"
"Sceloporus","variabilis","min",10.2,"ct",10.5,10.5,-85.3,0,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_variabilis","vanBerkum_1988",21.33792305,NA,"Sceloporus variabilis"
"Sceloporus","woodi","max",44.2,"ct",28.08,28.08,-81.79,62,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_woodi","Brattstrom_1965",34.19590759,NA,"Sceloporus woodi"
"Scelotes","gronovii","max",44.6,"ct",-33.1,33.1,18.03,30,NA,20,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Scelotes_gronovii","Withers_1981",28.90424347,NA,"Scelotes gronovii"
"Scinax","staufferi","min",7.5,"lt",15,15,NA,1219.2,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Scinax_staufferi","Brattstrom_1968",NA,NA,"Scinax staufferi"
"Scorpaena","porcus","max",31.2,"lt",45,45,13,0,NA,NA,NA,3,"Chordata","Actinopteri","Perciformes","Scorpaenidae","Marine","ectotherm","Scorpaena_porcus","Timet_1963_in_Brett_1970",NA,NA,"Scorpaena porcus"
"Scotina","gracilipes","max",41.4,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Liocranidae","Terrestrial","ectotherm","Scotina_gracilipes","Almquist_1970",20.58191681,-5.58191681,"Scotina gracilipes"
"Scotina","gracilipes","min",-6.9,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Liocranidae","Terrestrial","ectotherm","Scotina_gracilipes","Almquist_1970",-1.632228255,5.632228255,"Scotina gracilipes"
"Semele","corrugata","max",30.6,"lt",-14.25,14.25,-76.2,0,16,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Semelidae","Marine","ectotherm","Semele_corrugata","Urban_1994",25.26999855,-9.26999855,"Semele corrugata"
"Semele","solida","max",28.5,"lt",-14.25,14.25,-76.2,0,16,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Semelidae","Marine","ectotherm","Semele_solida","Urban_1994",25.26999855,-9.26999855,"Semele solida"
"Semibalanus","balanoides","max",34.9,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Arthropoda","Maxillopoda","Sessilia","Archaeobalanidae","Intertidal","ectotherm","Semibalanus_balanoides","Davenport_&_Davenport_2005",16.82999992,NA,"Semibalanus balanoides"
"Semibalanus","balanoides","min",-14.6,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Arthropoda","Maxillopoda","Sessilia","Archaeobalanidae","Intertidal","ectotherm","Semibalanus_balanoides","Davenport_&_Davenport_2005",5.670000076,NA,"Semibalanus balanoides"
"Semotilus","atromaculatus","max",35.7,"ct",39.5,39.5,-91.5,200,26,26,0.017,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Semotilus_atromaculatus","Smale_&_Rabeni_1995",31.94826889,-5.94826889,"Semotilus atromaculatus"
"Siliqua","sp.1","max",33.45,"lt",53,53,5,0,NA,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Pharidae","Intertidal","ectotherm","Siliqua_sp.1","Compton_et_al2007",20.19999886,NA,"Siliqua sp.1"
"Siliqua","sp.1","min",6.14,"lt",-17,17,5,0,NA,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Pharidae","Intertidal","ectotherm","Siliqua_sp.1","Compton_et_al2007",16.89999962,NA,"Siliqua sp.1"
"Smilisca","baudini","max",40.4,"ct",30,30,-106.9,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Smilisca_baudini","Brattstrom_1968",31.83549118,-1.83549118,"Smilisca baudini"
"Smilisca","baudini","min",5,"lt",30,30,-106.9,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Smilisca_baudini","Brattstrom_1968",-3.688765526,26.68876553,"Smilisca baudini"
"Solenopsis","invicta","max",43.25,"ct",35.77,35.77,-78.68,146,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Solenopsis_invicta","Diamond_et_al_2012",32.93321609,-7.93321609,"Solenopsis invicta"
"Solenopsis","molesta","max",41.25,"ct",35.77,35.77,-78.68,146,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Solenopsis_molesta","Diamond_et_al_2012",32.93321609,-7.93321609,"Solenopsis molesta"
"Somaticus","sp.1","min",-6.4,"lt",-32.4,32.4,NA,1550,6,0.1,NA,1,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Terrestrial","ectotherm","Somaticus_sp.1","Sinclair_&_Chown_2005",NA,NA,"Somaticus sp.1"
"Spea","hammondii","max",40.3,"ct",30,30,-110.3,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Pelobatidae","Terrestrial","ectotherm","Spea_hammondii","Brattstrom_1968",37.48022079,-7.48022079,"Spea hammondii"
"Spea","hammondii","min",0,"lt",30,30,-110.3,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Pelobatidae","Terrestrial","ectotherm","Spea_hammondii","Brattstrom_1968",2.942737341,20.05726266,"Spea hammondii"
"Spea","holbrooki","max",34,"ct",40.74,40.74,-73.95,304.8,23,23,1,NA,"Chordata","Amphibia","Anura","Pelobatidae","Terrestrial","ectotherm","Spea_holbrooki","Brattstrom_1968",28.14769554,-5.14769554,"Spea holbrooki"
"Sphaerium","novaezelandiae","max",32.8,"lt",-38.1,38.1,176.21,NA,NA,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Sphaeriidae","Freshwater","ectotherm","Sphaerium_novaezelandiae","Quinn_et_al_1994",24.56919289,NA,"Sphaerium novaezelandiae"
"Sphaerodactylus","gaigeae","max",38.2,"ct",18.04,18.04,-65.89,235,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_gaigeae","Huey_et_al_2009",31.60007858,NA,"Sphaerodactylus gaigeae"
"Sphaerodactylus","gaigeae","min",12.5,"ct",18.04,18.04,-65.89,235,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_gaigeae","Huey_et_al_2009",18.81883621,NA,"Sphaerodactylus gaigeae"
"Sphaerodactylus","klauberi","max",36.3,"ct",18.37,18.37,-65.72,1,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_klauberi","Huey_et_al_2009",31.60007858,NA,"Sphaerodactylus klauberi"
"Sphaerodactylus","klauberi","min",10.4,"ct",18.37,18.37,-65.72,1,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_klauberi","Huey_et_al_2009",18.81883621,NA,"Sphaerodactylus klauberi"
"Sphaerodactylus","macrolepis","max",39.4,"ct",18.38,18.38,-67.19,20,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_macrolepis","Huey_et_al_2009",31.83048439,NA,"Sphaerodactylus macrolepis"
"Sphaerodactylus","macrolepis","min",11.3,"ct",18.38,18.38,-67.19,20,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_macrolepis","Huey_et_al_2009",19.6760807,NA,"Sphaerodactylus macrolepis"
"Sphaerodactylus","nicholsi","max",39.5,"ct",17.97,17.97,-66.91,81,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_nicholsi","Huey_et_al_2009",31.83048439,NA,"Sphaerodactylus nicholsi"
"Sphaerodactylus","nicholsi","min",11.4,"ct",17.97,17.97,-66.91,81,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_nicholsi","Huey_et_al_2009",19.6760807,NA,"Sphaerodactylus nicholsi"
"Sphaerodactylus","roosevelti","max",39.3,"ct",17.97,17.97,-66.91,81,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_roosevelti","Huey_et_al_2009",31.83048439,NA,"Sphaerodactylus roosevelti"
"Sphaerodactylus","roosevelti","min",10.5,"ct",17.97,17.97,-66.91,81,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_roosevelti","Huey_et_al_2009",19.6760807,NA,"Sphaerodactylus roosevelti"
"Sphaerodactylus","townsendi","max",42.1,"ct",18.33,18.33,-65.65,11,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_townsendi","Huey_et_al_2009",31.60007858,NA,"Sphaerodactylus townsendi"
"Sphaerodactylus","townsendi","min",11.4,"ct",18.33,18.33,-65.65,11,NA,NA,0.75,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Sphaerodactylus_townsendi","Huey_et_al_2009",18.81883621,NA,"Sphaerodactylus townsendi"
"Sphenomorphus","incognitus","max",39.3,"ct",22.05,22.05,121.53,291,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_incognitus","Huang_et_al_2006",30.32381439,-10.32381439,"Sphenomorphus incognitus"
"Sphenomorphus","incognitus","min",12,"ct",22.05,22.05,121.53,291,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_incognitus","Huang_et_al_2006",16.66363335,3.33636665,"Sphenomorphus incognitus"
"Sphenomorphus","indicus","max",37.6,"ct",30.27,30.27,120.15,17,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_indicus","Xiang_et_al_1996",31.90628052,-3.90628052,"Sphenomorphus indicus"
"Sphenomorphus","indicus","min",3.1,"ct",30.27,30.27,120.15,17,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_indicus","Xiang_et_al_1996",-0.171070173,28.17107017,"Sphenomorphus indicus"
