"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name"
"Metacarcinus","magister","max",33.5,"lt",48.68,48.68,-122.5,0,17.5,0.5,NA,NA,"Arthropoda","Malacostraca","Decapoda","Cancridae","Marine","ectotherm","Metacarcinus_magister","Prentice_&_Schneider_1979",15.55999947,1.94000053,"Metacarcinus magister"
"Moloch","horridus","max",42.5,"ct",-28.13,28.13,123.92,489,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Moloch_horridus","Spellerberg_1972a",36.59660339,NA,"Moloch horridus"
"Moloch","horridus","min",3.5,"ct",-28.13,28.13,123.92,489,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Moloch_horridus","Spellerberg_1972a",4.794540882,NA,"Moloch horridus"
"Morethia","butleri","max",44.6,"ct",-28.87,28.87,121.38,400,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Morethia_butleri","Greer_1980",36.38116837,NA,"Morethia butleri"
"Morethia","lineoocellata","max",44.6,"ct",-32.8,32.8,116.07,257,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Morethia_lineoocellata","Greer_1980",31.82700539,NA,"Morethia lineoocellata"
"Morethia","obscura","max",42.3,"ct",-31.97,31.97,116.13,247,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Morethia_obscura","Greer_1980",33.24142075,NA,"Morethia obscura"
"Morethia","taeniopleura","max",42,"ct",-23.84,23.84,151.26,16,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Morethia_taeniopleura","Greer_1980",31.27479172,NA,"Morethia taeniopleura"
"Mulinia","lateralis","max",32,"lt",37.11,37.11,-76.13,0,25,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Mactridae","Marine","ectotherm","Mulinia_lateralis","Kennedy_&_Mihursky_1971",27.84000015,-2.84000015,"Mulinia lateralis"
"Mya","arenaria","max",32,"lt",37.11,37.11,-76.13,0,25,NA,NA,24,"Mollusca","Bivalvia","Myoida","Myidae","Marine","ectotherm","Mya_arenaria","Kennedy_&_Mihursky_1971",27.84000015,-2.84000015,"Mya arenaria"
"Myrmecocystus","mimicus","max",47.7,"ct",36.68,36.68,-108.31,1191,24,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Myrmecocystus_mimicus","Kay_1978",31.86585999,-7.86585999,"Myrmecocystus mimicus"
"Myrmecocystus","mimicus","min",11.2,"ct",36.68,36.68,-108.31,1191,24,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Myrmecocystus_mimicus","Kay_1978",-8.875670433,32.87567043,"Myrmecocystus mimicus"
"Mytilus","edulis","max",30.5,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Bivalvia","Mytiloida","Mytilidae","Intertidal","ectotherm","Mytilus_edulis","Davenport_&_Davenport_2005",16.82999992,NA,"Mytilus edulis"
"Mytilus","edulis","min",-8.2,"lt",53,53,-4.9,0,NA,NA,NA,24,"Mollusca","Bivalvia","Mytiloida","Mytilidae","Intertidal","ectotherm","Mytilus_edulis","Davenport_&_Davenport_2005",6.659999847,NA,"Mytilus edulis"
"Nacella","concinna","max",5,"ct",-67.5,67.5,-68,0,NA,NA,NA,NA,"Mollusca","Gastropoda","Patellogastropoda","Nacellidae","Intertidal","ectotherm","Nacella_concinna","Peck_et_al_2002",1.350000024,NA,"Nacella concinna"
"Nacella","concinna","min",-12.9,"lt",-54.18,54.18,-68,0,10,NA,NA,12,"Mollusca","Gastropoda","Patellogastropoda","Nacellidae","Intertidal","ectotherm","Nacella_concinna","Davenport_1997",4.329999924,5.670000076,"Nacella concinna"
"Nannoscincus","maccoyi","max",37,"ct",-37.81,37.81,145.23,125,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Nannoscincus_maccoyi","Spellerberg_1972a",24.1403904,NA,"Nannoscincus maccoyi"
"Nannoscincus","maccoyi","min",4,"ct",-37.81,37.81,145.23,125,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Nannoscincus_maccoyi","Spellerberg_1972a",5.982271671,NA,"Nannoscincus maccoyi"
"Neobatrachus","pictus","max",29.3,"ct",-31.1,31.1,150.93,609.6,5,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Neobatrachus_pictus","Brattstrom_1970",30.00385666,-25.00385666,"Neobatrachus pictus"
"Niveoscincus","coventryi","max",40.2,"ct",-36.8,36.8,146.2,558,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Niveoscincus_coventryi","Greer_1980",26.64053726,NA,"Niveoscincus coventryi"
"Niveoscincus","metallicus","max",39.6,"ct",-41.82,41.82,147.37,198,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Niveoscincus_metallicus","Spellerberg_1972a",23.77601433,NA,"Niveoscincus metallicus"
"Niveoscincus","metallicus","min",2.7,"ct",-41.82,41.82,147.37,198,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Niveoscincus_metallicus","Spellerberg_1972a",1.308891654,NA,"Niveoscincus metallicus"
"Niveoscincus","ocellatus","max",40.1,"ct",-42.58,42.58,147.87,81,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Niveoscincus_ocellatus","Spellerberg_1972a",20.76206398,NA,"Niveoscincus ocellatus"
"Niveoscincus","ocellatus","min",3,"ct",-42.58,42.58,147.87,81,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Niveoscincus_ocellatus","Spellerberg_1972a",3.405887127,NA,"Niveoscincus ocellatus"
"Notechis","scutatus","max",38,"ct",-36.2,36.2,150.1,17,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Notechis_scutatus","Spellerberg_1972a",23.86878777,NA,"Notechis scutatus"
"Notechis","scutatus","min",2.2,"ct",-36.2,36.2,150.1,17,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Notechis_scutatus","Spellerberg_1972a",4.261945248,NA,"Notechis scutatus"
"Notophthalmus","viridescens","max",37.3,"ct",37.4,37.4,-80.5,1158,21.5,25,NA,NA,"Chordata","Amphibia","Caudata","Salamandridae","Terrestrial","ectotherm","Notophthalmus_viridescens","Zweifel_1957",30.00385284,-8.50385284,"Notophthalmus viridescens"
"Nucella","lapillus","max",28.2,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Intertidal","ectotherm","Nucella_lapillus","Davenport_&_Davenport_2005",16.82999992,NA,"Nucella lapillus"
"Nucella","lapillus","min",-6.4,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Intertidal","ectotherm","Nucella_lapillus","Davenport_&_Davenport_2005",5.670000076,NA,"Nucella lapillus"
"Occidozyga","laevis","max",35.3,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Dicroglossidae","Terrestrial","ectotherm","Occidozyga_laevis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Occidozyga laevis"
"Oedothorax","apicatus","max",40.8,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Oedothorax_apicatus","Almquist_1970",20.58191681,-5.58191681,"Oedothorax apicatus"
"Oedothorax","apicatus","min",-7.5,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Oedothorax_apicatus","Almquist_1970",-1.632228255,5.632228255,"Oedothorax apicatus"
"Oligosoma","maccanni","min",3.3,"ct",-45.45,45.45,NA,523,21,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Oligosoma_maccanni","Besson_&_Cree_2007,2011",NA,NA,"Oligosoma maccanni"
"Oncorhynchus","tshawytscha","max",28,"lt",48.1,48.1,-123.1,0,NA,NA,NA,NA,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Marine","ectotherm","Oncorhynchus_tshawytscha","Brett_1952",16.44999886,NA,"Oncorhynchus tshawytscha"
"Oncorhynchus","tshawytscha","min",0,"lt",48.1,48.1,-123.1,0,NA,NA,NA,NA,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Marine","ectotherm","Oncorhynchus_tshawytscha","Brett_1952",5.889999866,NA,"Oncorhynchus tshawytscha"
"Pachycara","brachycephalum","max",10,"ct",-61.72,61.72,-59.2,0,0,0,0.000694,NA,"Chordata","Actinopteri","Perciformes","Zoarcidae","Marine","ectotherm","Pachycara_brachycephalum","Vandijk_et_al_1999",3.029999971,-3.029999971,"Pachycara brachycephalum"
"Pachygrapsus","marmoratus","max",35.7,"ct",38,38,-9,0,24,24,0.017,NA,"Arthropoda","Malacostraca","Decapoda","Grapsidae","Intertidal","ectotherm","Pachygrapsus_marmoratus","Madeira_et_al_2012",22.84000015,1.15999985,"Pachygrapsus marmoratus"
"Parablennius","marmoreus","max",36.6,"ct",-23.8,23.8,-45.4,0,NA,29,1,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Parablennius_marmoreus","Vinagre_et_al_2015",28.97999954,NA,"Parablennius marmoreus"
"Pardosa","nigriceps","max",39.7,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Lycosidae","Terrestrial","ectotherm","Pardosa_nigriceps","Almquist_1970",20.58191681,-5.58191681,"Pardosa nigriceps"
"Pardosa","nigriceps","min",-7.2,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Lycosidae","Terrestrial","ectotherm","Pardosa_nigriceps","Almquist_1970",-1.632228255,5.632228255,"Pardosa nigriceps"
"Parvoscincus","decipiens","max",32.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Parvoscincus_decipiens","Scheffers_et_al_2014",32.4418602,-10.4418602,"Parvoscincus decipiens"
"Patiriella","brevispina","max",30,"ct",-38,38,148.5,0,16,20,0.017,NA,"Echinodermata","Asteroidea","Valvatida","Asterinidae","Intertidal","ectotherm","Patiriella_brevispina","Bates_et_al_2013",21.44999886,-5.44999886,"Meridiastra gunnii"
"Pedioplanis","lineoocellata","max",45.6,"ct",-25.75,25.75,20.73,1219,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Pedioplanis_lineoocellata","Stebbins_1961",36.92285538,NA,"Pedioplanis lineoocellata"
"Pegusa","lascaris","max",32.9,"ct",38,38,-9,0,24,24,0.017,NA,"Chordata","Actinopteri","Pleuronectiformes","Soleidae","Marine","ectotherm","Pegusa_lascaris","Madeira_et_al_2012",22.84000015,1.15999985,"Pegusa lascaris"
"Periophthalmus","kalolo","max",40.7,"ct",-5.7,5.7,123.7,0,27.5,27.5,0.21,NA,"Chordata","Actinopteri","Perciformes","Gobiidae","Marine","ectotherm","Periophthalmus_kalolo","Taylor_et_al_2005",31.20999908,-3.70999908,"Periophthalmus kalolo"
"Periophthalmus","kalolo","min",12.8,"ct",-5.7,5.7,123.7,0,27.5,27.5,0.2,NA,"Chordata","Actinopteri","Perciformes","Gobiidae","Marine","ectotherm","Periophthalmus_kalolo","Taylor_et_al_2005",26.23999977,1.26000023,"Periophthalmus kalolo"
"Petrolisthes","gracilis","max",41.6,"ct",31,31,-114.34,0,35,35,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_gracilis","Stillman_2004",32.15999985,2.84000015,"Petrolisthes gracilis"
"Petrolisthes","gracilis","min",1.9,"ct",31,31,-114.34,0,15,15,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_gracilis","Stillman_2004",14.47999954,0.52000046,"Petrolisthes gracilis"
"Petrolisthes","hirtipes","max",39.3,"ct",31,31,-114.34,0,25,25,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_hirtipes","Stillman_2004",32.15999985,-7.15999985,"Petrolisthes hirtipes"
"Petrolisthes","hirtipes","min",4.5,"ct",31,31,-114.34,0,15,15,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_hirtipes","Stillman_2004",14.47999954,0.52000046,"Petrolisthes hirtipes"
"Petrosaurus","mearnsi","max",42.6,"ct",33.89,33.89,-116.68,454,15,39,0.017,NA,"Chordata","Lepidosauria","Squamata","Phrynosomatidae","Terrestrial","ectotherm","Petrosaurus_mearnsi","Murrish_&_Vance_1968",37.67389297,-22.67389297,"Petrosaurus mearnsi"
"Philautus","surdus","max",33.6,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Rhacophoridae","Terrestrial","ectotherm","Philautus_surdus","Scheffers_et_al_2014",32.4418602,-10.4418602,"Philautus surdus"
"Philodromus","aureolus","max",42.1,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Philodromidae","Terrestrial","ectotherm","Philodromus_aureolus","Almquist_1970",20.58191681,-5.58191681,"Philodromus aureolus"
"Philodromus","aureolus","min",-10.8,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Philodromidae","Terrestrial","ectotherm","Philodromus_aureolus","Almquist_1970",-1.632228255,5.632228255,"Philodromus aureolus"
"Philoria","frosti","max",28.8,"ct",-37.84,37.84,146.27,944.9,25,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Philoria_frosti","Brattstrom_1970",25.08243942,-0.08243942,"Philoria frosti"
"Philoria","loveridgei","max",30.5,"ct",-28.28,28.28,153.11,762,10,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Philoria_loveridgei","Brattstrom_1970",30.11128998,-20.11128998,"Philoria loveridgei"
"Phrurolithus","festivus","max",45.6,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Corinnidae","Terrestrial","ectotherm","Phrurolithus_festivus","Almquist_1970",20.58191681,-5.58191681,"Phrurolithus festivus"
"Phrynosoma","cornutum","max",47.9,"ct",32.28,32.28,-106.75,1208,30,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phrynosoma_cornutum","Prieto_&_Whitford_1971",34.47553635,-4.47553635,"Phrynosoma cornutum"
"Phrynosoma","cornutum","min",9.5,"ct",32.28,32.28,-106.75,1208,30,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phrynosoma_cornutum","Prieto_&_Whitford_1971",-3.620305538,33.62030554,"Phrynosoma cornutum"
"Phrynosoma","coronatum","max",46.7,"ct",35.7,35.7,-116.34,47,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phrynosoma_coronatum","Cowles_&_Bogert_1944",39.159832,NA,"Phrynosoma coronatum"
"Phrynosoma","platyrhinos","max",45.5,"ct",35.01,35.01,-115.65,650,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phrynosoma_platyrhinos","Brattstrom_1965",39.159832,NA,"Phrynosoma platyrhinos"
"Phyllorhynchus","decurtatus","max",39.3,"ct",35.7,35.7,-116.34,47,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Phyllorhynchus_decurtatus","Cowles_&_Bogert_1944",39.159832,NA,"Phyllorhynchus decurtatus"
"Phymaturus","antofagastensis","max",41.4,"ct",-27.16,27.16,-68.43,3750,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_antofagastensis","Cruz_et_al_2009",18.43801308,NA,"Phymaturus antofagastensis"
"Phymaturus","antofagastensis","min",11.8,"ct",-27.16,27.16,-68.43,3750,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_antofagastensis","Cruz_et_al_2009",-7.419939041,NA,"Phymaturus antofagastensis"
"Phymaturus","dorsimaculatus","max",41.9,"ct",-37.8,37.8,-70.7,2050,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_dorsimaculatus","Cruz_et_al_2009",25.13939476,NA,"Phymaturus dorsimaculatus"
"Phymaturus","dorsimaculatus","min",10.5,"ct",-37.8,37.8,-70.7,2050,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_dorsimaculatus","Cruz_et_al_2009",-1.857848287,NA,"Phymaturus dorsimaculatus"
"Phymaturus","indistinctus","max",44.7,"ct",-45.43,45.43,-69.6,669,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_indistinctus","Cruz_et_al_2009",21.85880089,NA,"Phymaturus indistinctus"
"Phymaturus","indistinctus","min",7,"ct",-45.43,45.43,-69.6,669,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_indistinctus","Cruz_et_al_2009",-2.466704369,NA,"Phymaturus indistinctus"
"Phymaturus","palluma","max",44.6,"ct",-30.3,30.3,-69.78,3400,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_palluma","Cruz_et_al_2009",24.34087753,NA,"Phymaturus palluma"
"Phymaturus","palluma","min",11.5,"ct",-30.3,30.3,-69.78,3400,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_palluma","Cruz_et_al_2009",-6.716280937,NA,"Phymaturus palluma"
"Phymaturus","patagonicus","max",39.9,"ct",-41.13,41.13,-70.67,900,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_patagonicus","Ibarguengoytia_2005",21.5665493,NA,"Phymaturus patagonicus"
"Phymaturus","patagonicus","min",9.8,"ct",-41.13,41.13,-70.67,900,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_patagonicus","Ibarguengoytia_2005",-2.844894886,NA,"Phymaturus patagonicus"
"Phymaturus","somuncurensis","max",42.8,"ct",-41.58,41.58,-69.37,850,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_somuncurensis","Cruz_et_al_2009",24.7057724,NA,"Phymaturus somuncurensis"
"Phymaturus","somuncurensis","min",5.7,"ct",-41.58,41.58,-69.37,850,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_somuncurensis","Cruz_et_al_2009",-5.264298439,NA,"Phymaturus somuncurensis"
"Phymaturus","tenebrosus","max",39.9,"ct",-41.08,41.08,-70.95,915,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_tenebrosus","Cruz_et_al_2009",21.5665493,NA,"Phymaturus tenebrosus"
"Phymaturus","tenebrosus","min",9.8,"ct",-41.08,41.08,-70.95,915,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_tenebrosus","Cruz_et_al_2009",-2.844894886,NA,"Phymaturus tenebrosus"
"Phymaturus","zapalensis","max",42.4,"ct",-39.67,39.67,-70.6,990,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_zapalensis","Cruz_et_al_2009",25.77830124,NA,"Phymaturus zapalensis"
"Phymaturus","zapalensis","min",8.9,"ct",-39.67,39.67,-70.6,990,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phymaturus_zapalensis","Cruz_et_al_2009",-1.999031782,NA,"Phymaturus zapalensis"
"Pinoyscincus","abdictus","max",36.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pinoyscincus_abdictus","Scheffers_et_al_2014",32.4418602,-10.4418602,"Pinoyscincus abdictus"
"Pinoyscincus","jagori","max",37,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pinoyscincus_jagori","Scheffers_et_al_2014",32.4418602,-10.4418602,"Pinoyscincus jagori"
"Pituophis","catenifer","max",40.5,"ct",33.57,33.57,-104.38,1076,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Pituophis_catenifer","Brattstrom_1965",33.21042252,NA,"Pituophis catenifer"
"Plagiotremus","azaleus","max",35.3,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Plagiotremus_azaleus","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Plagiotremus azaleus"
"Plagiotremus","azaleus","min",13.4,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Plagiotremus_azaleus","Mora_&_Ospina_2002",24.36999893,2.13000107,"Plagiotremus azaleus"
"Platymantis","banahao","max",33.8,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_banahao","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis banahao"
"Platymantis","corrugatus","max",33.7,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_corrugatus","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis corrugatus"
"Platymantis","dorsalis","max",32.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_dorsalis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis dorsalis"
"Platymantis","luzonensis","max",34.7,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_luzonensis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis luzonensis"
"Platysaurus","intermedius","max",44.8,"ct",-24.58,24.58,31.18,559,25,NA,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Platysaurus_intermedius","Lailvaux_et_al_2003",31.0124588,-6.0124588,"Platysaurus intermedius"
"Platysaurus","intermedius","min",8.8,"ct",-24.58,24.58,31.18,559,29,NA,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Platysaurus_intermedius","Lailvaux_et_al_2003",6.84480238,22.15519762,"Platysaurus intermedius"
"Plestiodon","chinensis","max",42.3,"ct",30.21,30.21,120.1,140,28,NA,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_chinensis","Ji_1995",31.90628052,-3.90628052,"Plestiodon chinensis"
"Plestiodon","chinensis","min",6.3,"ct",30.21,30.21,120.1,140,28,NA,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_chinensis","Ji_1995",-0.171070173,28.17107017,"Plestiodon chinensis"
"Plestiodon","elegans","max",41.9,"ct",30.27,30.27,120.15,15,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_elegans","Du_et_al_2000",31.90628052,-3.90628052,"Plestiodon elegans"
"Plestiodon","elegans","min",9.3,"ct",30.27,30.27,120.15,15,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_elegans","Du_et_al_2000",-0.171070173,28.17107017,"Plestiodon elegans"
"Plestiodon","gilberti","max",42.3,"ct",38.42,38.42,-120.82,300,20,NA,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_gilberti","Youssef_et_al_2008",31.3946476,-11.3946476,"Plestiodon gilberti"
"Plestiodon","gilberti","min",7.7,"ct",38.42,38.42,-120.82,300,20,NA,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_gilberti","Youssef_et_al_2008",1.814847946,18.18515205,"Plestiodon gilberti"
"Plestiodon","obsoletus","max",41.5,"lt",29.97,29.97,-101.16,464,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_obsoletus","Dawson_1960",35.8409729,NA,"Plestiodon obsoletus"
"Plestiodon","skiltonianus","max",41.3,"ct",45.67,45.67,-118.79,328,13.5,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_skiltonianus","Brattstrom_1965",30.24074936,-16.74074936,"Plestiodon skiltonianus"
"Plethodon","glutinosus","max",34.3,"ct",40.78,40.78,-75.28,1100,25,25,1,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Plethodon_glutinosus","Elwood_2003",29.23267746,-4.23267746,"Plethodon glutinosus"
"Podarcis","bocagei","max",45.4,"ct",40.87,40.87,-4.48,1015,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_bocagei","Bauwens_et_al_1995",30.46661186,4.53338814,"Podarcis bocagei"
"Podarcis","lilfordi","max",43.3,"ct",39.52,39.52,3.29,57,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_lilfordi","Bauwens_et_al_1995",30.57573318,4.42426682,"Podarcis lilfordi"
"Podarcis","muralis","max",44.2,"ct",40.41,40.41,-5.06,1603,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_muralis","Bauwens_et_al_1995",32.61578369,2.38421631,"Podarcis muralis"
"Podarcis","muralis","min",5.9,"ct",51.8,51.8,-5.06,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_muralis","Huey_unpubl_data_in_Huey_et_al_2012",4.80556345,NA,"Podarcis muralis"
"Podarcis","tiliguerta","max",42.7,"ct",42.53,42.53,8.72,70,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_tiliguerta","Vandamme_et_al_1989",27.81363678,NA,"Podarcis tiliguerta"
