Genus,Species,type,thermal_limit,metric,collection_latitude,absolute_latitude,collection_longitude,elevation,acclimation_temperature,start_temp,ramping_rate,exposure_duration,Phylum,Class,Order,Family,realm,thermy,genus_species,reference,extreme_enviro_temp,acclimation_offset
Lomatia,tinctoria,min,-11.1,LT50,-41.6,41.6,NA,500,NA,NA,NA,8,Streptophyta,Spermatophyta,Proteales,Proteaceae,Terrestrial,plant,Lomatia_tinctoria,Bannister_&_Lord_2010,NA,NA
Lonchura,cucullata,min,33.5,TNZ,-29.45,29.45,NA,NA,25,NA,NA,NA,Chordata,Aves,Passeriformes,Estrildidae,Terrestrial,endotherm,Lonchura_cucullata,Lovegrove_&_Smith_2003,NA,NA
Lonchura,fuscans,max,39,TNZ,4.53,4.53,114.56,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Estrildidae,Terrestrial,endotherm,Lonchura_fuscans,Weathers_1977,31.30045509,NA
Lonchura,fuscans,min,30,TNZ,4.53,4.53,114.56,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Estrildidae,Terrestrial,endotherm,Lonchura_fuscans,Weathers_1977,21.14580727,NA
Lonicera,hispidula,max,58.3,ct,33.5,33.5,-117.1,375,NA,NA,NA,NA,Streptophyta,Spermatophyta,Dipsacales,Caprifoliaceae,Terrestrial,plant,Lonicera_hispidula,Knight_&_Ackerly_2002,30.17784309,NA
Lophognathus,gilberti,max,41.8,ct,-16.85,16.85,130.23,254,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Agamidae,Terrestrial,ectotherm,Lophognathus_gilberti,Spellerberg_1972a,38.74327087,NA
Lophognathus,gilberti,min,2.7,ct,-16.85,16.85,130.23,254,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Agamidae,Terrestrial,ectotherm,Lophognathus_gilberti,Spellerberg_1972a,11.99677372,NA
Lophomyrtus,bullata,min,-7.5,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,Terrestrial,plant,Lophomyrtus_bullata,Bannister_&_Lord_2010,NA,NA
Lophorina,superba,min,19,TNZ,-6.66,6.66,NA,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Paradisaeidae,Terrestrial,endotherm,Lophorina_superba,McNab_2005,NA,NA
Loxodontomys,micropus,max,33,TNZ,-34.57,34.57,-70.82,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Loxodontomys_micropus,Bozinovic_&_Rosenmann_1988,27.34323311,NA
Loxodontomys,micropus,min,22,TNZ,-34.57,34.57,-70.82,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Loxodontomys_micropus,Bozinovic_&_Rosenmann_1988,2.438434124,NA
Lucania,parva,max,37.1,LT50,42,42,-76,0,NA,NA,NA,72,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Marine,ectotherm,Lucania_parva,Brett_1970,NA,NA
Lullula,arborea,max,37.5,TNZ,52.52,52.52,6.2,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Alaudidae,Terrestrial,endotherm,Lullula_arborea,Tieleman_2002,23.1270237,NA
Lullula,arborea,min,27.6,TNZ,52.52,52.52,6.2,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Alaudidae,Terrestrial,endotherm,Lullula_arborea,Tieleman_2002,-0.572172523,NA
Luma,apiculata,min,-8.6,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,Terrestrial,plant,Luma_apiculata,Bannister_&_Lord_2010,NA,NA
Lumbriculus,variegatus,max,30.1,LT50,-38.1,38.1,175.49,NA,NA,NA,NA,24,Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,Freshwater,ectotherm,Lumbriculus_variegatus,Quinn_et_al_1994,23.47511101,NA
Lutjanus,guttatus,max,37.4,ct,2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,Chordata,Actinopteri,Perciformes,Lutjanidae,Marine,ectotherm,Lutjanus_guttatus,Mora_&_Ospina_2001,29.89999962,-3.39999962
Lutjanus,guttatus,min,12,ct,2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,Chordata,Actinopteri,Perciformes,Lutjanidae,Marine,ectotherm,Lutjanus_guttatus,Mora_&_Ospina_2002,24.36999893,2.13000107
Lutreolina,crassicaudata,max,35,TNZ,-41.24,41.24,-63.37,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Freshwater,endotherm,Lutreolina_crassicaudata,McNab_1978,29.51899338,NA
Lutreolina,crassicaudata,min,27,TNZ,-41.24,41.24,-63.37,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Freshwater,endotherm,Lutreolina_crassicaudata,McNab_1978,2.191307068,NA
Luxilus,chrysocephalus,max,30.8,ct,39.3,39.3,-84.6,191,NA,11,1,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Luxilus_chrysocephalus,Hockett_&_Mundahl_1989,30.63005829,NA
Luxilus,chrysocephalus,min,4.5,ct,39.3,39.3,-84.6,191,22,22,0.5,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Luxilus_chrysocephalus,Hockett_&_Mundahl_1989,-6.806132317,28.80613232
Luxilus,cornutus,max,35.7,ct,39,39,-93,200,26,26,0.017,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Luxilus_cornutus,Smale_&_Rabeni_1995,32.08802795,-6.08802795
Luxilus,zonatus,max,35.3,ct,38,38,-92,200,26,26,0.017,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Luxilus_zonatus,Smale_&_Rabeni_1995,32.37836838,-6.37836838
Lycopodium,fastigiatum,min,-12.6,LT50,-45.4,45.4,NA,1240,NA,0.083,NA,8,Streptophyta,Tracheophyta,Lycopodiales,Lycopodiaceae,Terrestrial,plant,Lycopodium_fastigiatum,Bannister_et_al_2005,NA,NA
Lynx,rufus,min,19,TNZ,29.7,29.7,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Carnivora,Felidae,Terrestrial,endotherm,Lynx_rufus,McNab_2000b,NA,NA
Lythrurus,umbratilis,max,36.2,ct,39,39,-93,200,26,26,0.017,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Lythrurus_umbratilis,Smale_&_Rabeni_1995,32.08802795,-6.08802795
Mackaya,bella,min,1,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Lamiales,Acanthaceae,Terrestrial,plant,Mackaya_bella,Bannister_&_Lord_2010,NA,NA
Macoma,balthica,max,30.97,LT50,53,53,5,0,10,NA,NA,24,Mollusca,Bivalvia,Veneroida,Tellinidae,Intertidal,ectotherm,Macoma_balthica,Compton_et_al2007,20.19999886,-10.19999886
Macoma,balthica,min,-7.01,LT50,53,53,5,0,5,NA,NA,24,Mollusca,Bivalvia,Veneroida,Tellinidae,Intertidal,ectotherm,Macoma_balthica,Compton_et_al2007,1.279999971,3.720000029
Macrobrachium,acanthurus,max,38.1,ct,18,18,-92.9,0,29,29,1,NA,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Freshwater,ectotherm,Macrobrachium_acanthurus,Diaz_et_al_2002,33.59244919,-4.59244919
Macrobrachium,acanthurus,min,14.8,ct,18,18,-92.9,0,29,29,1,NA,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Freshwater,ectotherm,Macrobrachium_acanthurus,Diaz_et_al_2002,18.84317589,10.15682411
Macrocystis,pyrifera,min,-5.6,LT50,-45.95,45.95,-73.414287,0,NA,NA,NA,10,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Marine,plant,Macrocystis_pyrifera,Frazer_et_al_1988,8.090000153,NA
Macroderma,gigas,max,35,TNZ,-13.8,13.8,131.8,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Megadermatidae,Terrestrial,endotherm,Macroderma_gigas,Baudinette_et_al_2000,36.92861176,NA
Macroderma,gigas,min,30,TNZ,-13.8,13.8,131.8,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Megadermatidae,Terrestrial,endotherm,Macroderma_gigas,Baudinette_et_al_2000,14.71220779,NA
Macroglossus,minimus,min,30.9,TNZ,-16.55,16.55,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Macroglossus_minimus,Bartels_et_al_1998,NA,NA
Macromia,taeniolata,max,44.8,ct,29.6,29.6,-82.3,55,25,NA,NA,NA,Arthropoda,Insecta,Odonata,Macromiidae,Terrestrial,ectotherm,Macromia_taeniolata,May_1976,34.67346191,-9.67346191
Macropus,giganteus,max,35,TNZ,-35.15,35.15,145.35,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Macropodidae,Terrestrial,endotherm,Macropus_giganteus,Dawson_et_al_2000,32.34208679,NA
Macropus,giganteus,min,15,TNZ,-35.15,35.15,145.35,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Macropodidae,Terrestrial,endotherm,Macropus_giganteus,Dawson_et_al_2000,3.72213006,NA
Macropus,rufus,max,35,TNZ,-35.11,35.11,145.34,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Macropodidae,Terrestrial,endotherm,Macropus_rufus,Dawson_et_al_2000,32.34208679,NA
Macropus,rufus,min,25,TNZ,-35.11,35.11,145.34,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Macropodidae,Terrestrial,endotherm,Macropus_rufus,Dawson_et_al_2000,3.72213006,NA
Macroscelides,proboscideus,max,38,TNZ,-32.29,32.29,26.41,NA,25,NA,NA,NA,Chordata,Mammalia,Macroscelidea,Macroscelididae,Terrestrial,endotherm,Macroscelides_proboscideus,Roxburg_&_Perrin_1994,30.42291832,-5.42291832
Macroscelides,proboscideus,min,35,TNZ,-32.29,32.29,26.41,NA,25,NA,NA,NA,Chordata,Mammalia,Macroscelidea,Macroscelididae,Terrestrial,endotherm,Macroscelides_proboscideus,Roxburg_&_Perrin_1994,2.506817579,22.49318242
Macrotis,lagotis,max,35,TNZ,-26.08,26.08,126.34,NA,25,NA,NA,NA,Chordata,Mammalia,Peramelemorphia,Peramelidae,Terrestrial,endotherm,Macrotis_lagotis,Kinnear_&_Shield_1975,37.94149017,-12.94149017
Macrotis,lagotis,min,27,TNZ,-26.08,26.08,126.34,NA,25,NA,NA,NA,Chordata,Mammalia,Peramelemorphia,Peramelidae,Terrestrial,endotherm,Macrotis_lagotis,Kinnear_&_Shield_1975,5.761893749,19.23810625
Madoqua,kirkii,max,35,TNZ,-29.52,29.52,30.54,NA,NA,NA,NA,NA,Chordata,Mammalia,Ruminantia,Bovidae,Terrestrial,endotherm,Madoqua_kirkii,Maskrey_&_Hoppe_1979,27.98199272,NA
Madoqua,kirkii,min,25,TNZ,-29.52,29.52,30.54,NA,NA,NA,NA,NA,Chordata,Mammalia,Ruminantia,Bovidae,Terrestrial,endotherm,Madoqua_kirkii,Maskrey_&_Hoppe_1979,1.835724473,NA
Malacoctenus,zonifer,max,38.2,ct,2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,Chordata,Actinopteri,Perciformes,Labrisomidae,Marine,ectotherm,Malacoctenus_zonifer,Mora_&_Ospina_2001,29.89999962,-3.39999962
Malacoctenus,zonifer,min,12.5,ct,2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,Chordata,Actinopteri,Perciformes,Labrisomidae,Marine,ectotherm,Malacoctenus_zonifer,Mora_&_Ospina_2002,24.36999893,2.13000107
Malurus,cyaneus,max,35,TNZ,-37.48,37.48,145,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Maluridae,Terrestrial,endotherm,Malurus_cyaneus,Lill_et_al_2006,27.79928589,NA
Malurus,cyaneus,min,26,TNZ,-37.48,37.48,145,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Maluridae,Terrestrial,endotherm,Malurus_cyaneus,Lill_et_al_2006,3.381584644,NA
Manacus,vitellinus,min,25,TNZ,9.15,9.15,NA,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pipridae,Terrestrial,endotherm,Manacus_vitellinus,Bartholomew_et_al_1983,NA,NA
Manucodia,chalybatus,max,30,TNZ,-6.66,6.66,146.99,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Paradisaeidae,Terrestrial,endotherm,Manucodia_chalybatus,McNab_2005,29.26748276,NA
Manucodia,chalybatus,min,20,TNZ,-6.66,6.66,146.99,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Paradisaeidae,Terrestrial,endotherm,Manucodia_chalybatus,McNab_2005,20.98802757,NA
Manucodia,keraudrenii,min,25,TNZ,-6.66,6.66,NA,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Paradisaeidae,Terrestrial,endotherm,Manucodia_keraudrenii,McNab_2005,NA,NA
Marah,fabaceus,max,53.1,ct,33.5,33.5,-117.1,375,NA,NA,NA,NA,Streptophyta,Spermatophyta,Cucurbitales,Cucurbitaceae,Terrestrial,plant,Marah_fabaceus,Knight_&_Ackerly_2002,30.17784309,NA
Marmosa,lepida,max,35,TNZ,35.4,35.4,-115.2,1500,21,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Marmosa_lepida,Nelson_&_Yousaf_1979,38.97433853,-17.97433853
Marmosa,lepida,min,31,TNZ,35.4,35.4,-115.2,1500,21,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Marmosa_lepida,Nelson_&_Yousaf_1979,1.220720172,19.77927983
Marmosa,robinsoni,max,36,TNZ,8.53,8.53,-80.78,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Marmosa_robinsoni,McNab_1978,33.1076355,NA
Marmosa,robinsoni,min,26,TNZ,8.53,8.53,-80.78,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Marmosa_robinsoni,McNab_1978,20.76888657,NA
Martes,americana,min,29,TNZ,38.96,38.96,NA,NA,20,NA,NA,NA,Chordata,Mammalia,Carnivora,Mustelidae,Terrestrial,endotherm,Martes_americana,Worthen_&_Kilgore_1981,NA,NA
Masticophis,anthonyi,max,40.5,ct,18.37,18.37,-114.74,NA,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Colubridae,Terrestrial,ectotherm,Masticophis_anthonyi,"Brattstrom_1955,1965",NA,NA
Masticophis,lateralis,max,44,ct,33.61,33.61,-116.63,1386,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Colubridae,Terrestrial,ectotherm,Masticophis_lateralis,Brattstrom_1965,37.67389297,NA
Meda,fulgida,max,34.7,ct,33,33,-111,1.00E+03,25,25,0.3,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Meda_fulgida,Carveth_et_al_2006,37.72694778,-12.72694778
Megacrex,inepta,min,18,TNZ,-6.7,6.7,NA,NA,NA,NA,NA,NA,Chordata,Aves,Gruiformes,Rallidae,Terrestrial,endotherm,Megacrex_inepta,McNab_&_Ellis_2006,NA,NA
Megadontomys,thomasi,max,35,TNZ,20.5,20.5,-98.4,NA,23,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Megadontomys_thomasi,Musser_&_Shoemaker_1965,28.05722427,-5.05722427
Megadontomys,thomasi,min,28.3,TNZ,20.5,20.5,-98.4,NA,23,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Megadontomys_thomasi,Musser_&_Shoemaker_1965,4.817746639,18.18225336
Megascops,asio,max,34,TNZ,42.28,42.28,-83.74,NA,23,NA,NA,NA,Chordata,Aves,Strigiformes,Strigidae,Terrestrial,endotherm,Megascops_asio,Ligon_1969,28.81782341,-5.81782341
Megascops,asio,min,19,TNZ,31.93,31.93,-83.74,NA,23,NA,NA,NA,Chordata,Aves,Strigiformes,Strigidae,Terrestrial,endotherm,Megascops_asio,Ligon_1969,2.903280497,20.0967195
Megascops,trichopsis,min,28,TNZ,31.93,31.93,NA,NA,23,NA,NA,NA,Chordata,Aves,Strigiformes,Strigidae,Terrestrial,endotherm,Megascops_trichopsis,Ligon_1969,NA,NA
Melanocharis,versteri,max,30,TNZ,-5.96,5.96,143.07,2100,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Terrestrial,endotherm,Melanocharis_versteri,McNab_2013,28.48185158,NA
Melanotus,sp.1,min,-16,LT50,42.5,42.5,NA,400,NA,0.2,NA,24,Arthropoda,Insecta,Coleoptera,Elateridae,Terrestrial,ectotherm,Melanotus_sp.1,Duman_1979,NA,NA
Melasoma,collaris,min,-5.1,LT50,61.4,61.4,NA,1450,0,1,NA,480,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Terrestrial,ectotherm,Melasoma_collaris,Gehrken_&_Southon_1997,NA,NA
Melicytus,chathamicus,min,-5.4,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Malpighiales,Violaceae,Terrestrial,plant,Melicytus_chathamicus,Bannister_&_Lord_2010,NA,NA
Melidectes,belfordi,min,19,TNZ,-5.31,5.31,NA,2860,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Meliphagidae,Terrestrial,endotherm,Melidectes_belfordi,McNab_2013,NA,NA
Melonycteris,melanops,max,33,TNZ,-4.9,4.9,152.1,150,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Melonycteris_melanops,Bonaccorso_&_McNab_1997,NA,NA
Melonycteris,melanops,min,28,TNZ,-4.9,4.9,152.1,150,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Melonycteris_melanops,Bonaccorso_&_McNab_1997,NA,NA
Melophorus,bagoti,max,56.7,ct,-23.7,23.7,133.88,608,NA,NA,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Melophorus_bagoti,Christian_&_Morton_1992,36.87516785,NA
Melophorus,bagoti,min,13.8,ct,-23.7,23.7,133.88,608,NA,NA,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Melophorus_bagoti,Christian_&_Morton_1992,3.896814585,NA
Menidia,beryllina,max,29.24,ct,34.2,34.2,-96.6,0,10,10,1,NA,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Marine,ectotherm,Menidia_beryllina,Lutterschmidt_&_Hutchison_1997,26.1099987,-16.1099987
Menidia,menidia,max,32.5,LT50,40,40,-74,0,NA,NA,NA,72,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Marine,ectotherm,Menidia_menidia,Hoff&Westman1966_in_Brett_1970,26.31999969,NA
Menidia,menidia,min,1.5,LT50,40,40,-74,0,7,NA,NA,72,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Marine,ectotherm,Menidia_menidia,Hoff&Westman1966_in_Brett_1970,2.629999876,4.370000124
Menippe,nodifrons,max,39,ct,-23.8,23.8,-45.4,0,NA,29,1,NA,Arthropoda,Malacostraca,Decapoda,Eriphiidae,Intertidal,ectotherm,Menippe_nodifrons,Vinagre_et_al_2015,28.97999954,NA
Meriones,unguiculatus,max,38,TNZ,43.93,43.93,116.09,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Muridae,Terrestrial,endotherm,Meriones_unguiculatus,Wang_et_al_2000,26.37765312,NA
Meriones,unguiculatus,min,26,TNZ,46.51,46.51,116.09,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Muridae,Terrestrial,endotherm,Meriones_unguiculatus,Robinson_1959,-26.64628029,NA
Meroles,suborbitalis,max,46,ct,-25.75,25.75,20.73,1219,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Meroles_suborbitalis,Stebbins_1961,36.92285538,NA
Messor,arenarius,max,46.5,ct,-24,24,15.94,10,NA,NA,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Messor_arenarius,Wehner_&_Wehner_2011,30.56512642,NA
Messor,bouvieri,max,44,ct,41.3,41.3,2.09,50,20,20,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Messor_bouvieri,Cerda_et_al_1998,NA,NA
Messor,capitatus,max,44,ct,41.3,41.3,2.09,50,20,20,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Messor_capitatus,Cerda_et_al_1998,NA,NA
Messor,denticornis,max,47.5,ct,-23.08,23.08,15.37,10,NA,NA,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Messor_denticornis,Marsh_1985,28.94936752,NA
Messor,denticornis,min,8.6,ct,-23.08,23.08,15.37,10,NA,NA,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Messor_denticornis,Marsh_1985,10.09410763,NA
Metacarcinus,magister,max,33.5,LT50,48.68,48.68,-122.5,0,17.5,0.5,NA,NA,Arthropoda,Malacostraca,Decapoda,Cancridae,Marine,ectotherm,Metacarcinus_magister,Prentice_&_Schneider_1979,15.55999947,1.94000053
Metachirus,nudicaudatus,max,36,TNZ,9.33,9.33,-79.39,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Metachirus_nudicaudatus,McNab_1978,31.81584358,NA
Metachirus,nudicaudatus,min,27.5,TNZ,9.33,9.33,-79.39,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Metachirus_nudicaudatus,McNab_1978,22.73921585,NA
Metrosideros,robusta,min,-7.45,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,Terrestrial,plant,Metrosideros_robusta,Bannister_&_Lord_2010,NA,NA
Metrosideros,umbellata,min,-7.55,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,Terrestrial,plant,Metrosideros_umbellata,Bannister_&_Lord_2010,NA,NA
Miathyria,marcella,max,47,ct,9.16,9.16,-79.83,0,25,NA,NA,NA,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,ectotherm,Miathyria_marcella,May_1976,31.81584358,-6.81584358
Micrathene,whitneyi,max,38,TNZ,31.93,31.93,-109.38,NA,23,NA,NA,NA,Chordata,Aves,Strigiformes,Strigidae,Terrestrial,endotherm,Micrathene_whitneyi,Ligon_1968,34.41754913,-11.41754913
Micrathene,whitneyi,min,33,TNZ,31.93,31.93,-109.38,NA,23,NA,NA,NA,Chordata,Aves,Strigiformes,Strigidae,Terrestrial,endotherm,Micrathene_whitneyi,Ligon_1968,-1.267099142,24.26709914
Micrathyria,aequalis,max,45.4,ct,9.16,9.16,-79.83,0,25,NA,NA,NA,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,ectotherm,Micrathyria_aequalis,May_1976,31.81584358,-6.81584358
Micrathyria,eximia,max,44.7,ct,9.16,9.16,-79.83,0,25,NA,NA,NA,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,ectotherm,Micrathyria_eximia,May_1976,31.81584358,-6.81584358
Micrathyria,ocellata,max,44.3,ct,9.16,9.16,-79.83,0,25,NA,NA,NA,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,ectotherm,Micrathyria_ocellata,May_1976,31.81584358,-6.81584358
Microcebus,murinus,min,25,TNZ,48.7,48.7,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Primates,Cheirogaleidae,Terrestrial,endotherm,Microcebus_murinus,Aujard_et_al_1998,NA,NA
Micropterus,dolomieu,max,28.3,ct,34.2,34.2,-96.6,200,10,10,1,NA,Chordata,Actinopteri,Perciformes,Centrarchidae,Freshwater,ectotherm,Micropterus_dolomieu,Lutterschmidt_&_Hutchison_1997,35.35910416,-25.35910416
Micropterus,punctulatus,max,30.76,ct,34.2,34.2,-96.6,200,10,10,1,NA,Chordata,Actinopteri,Perciformes,Centrarchidae,Freshwater,ectotherm,Micropterus_punctulatus,Lutterschmidt_&_Hutchison_1997,35.35910416,-25.35910416
Micropterus,salmoides,max,30.69,ct,34.2,34.2,-96.6,200,10,10,1,NA,Chordata,Actinopteri,Perciformes,Centrarchidae,Freshwater,ectotherm,Micropterus_salmoides,Lutterschmidt_&_Hutchison_1997,35.35910416,-25.35910416
Microtus,californicus,max,40,TNZ,33.3,33.3,-116.03,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_californicus,Bell_et_al_1986,37.67389297,NA
Microtus,californicus,min,33,TNZ,33.3,33.3,-116.03,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_californicus,Bell_et_al_1986,2.77726984,NA
Microtus,guentheri,min,30,TNZ,31.9,31.9,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_guentheri,Banin_et_al_1994,NA,NA
Microtus,longicaudus,max,30,TNZ,46.73,46.73,-117.18,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_longicaudus,Beck_&_Anthony_1971,29.68506622,NA
Microtus,longicaudus,min,25,TNZ,46.73,46.73,-117.18,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_longicaudus,Beck_&_Anthony_1971,-5.241905689,NA
Microtus,montanus,max,31,TNZ,46.43,46.43,-117.1,NA,6,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_montanus,Packard_1968,29.68506622,-23.68506622
Microtus,montanus,min,26,TNZ,46.43,46.43,-117.1,NA,6,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_montanus,Packard_1968,-5.241905689,11.24190569
Microtus,ochrogaster,max,36,TNZ,40.6,40.6,-105.05,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_ochrogaster,Wunder_et_al_1977,28.63018799,NA
Microtus,ochrogaster,min,25,TNZ,40.6,40.6,-105.05,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_ochrogaster,Wunder_et_al_1977,-11.50941658,NA
Microtus,oeconomus,min,22.5,TNZ,64.8,64.8,NA,NA,20,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_oeconomus,McNab_1992,NA,NA
Microtus,pennsylvanicus,max,29,TNZ,42.7,42.7,-84.48,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_pennsylvanicus,Wiegert_1961,29.03859329,NA
Microtus,pennsylvanicus,min,25,TNZ,42.7,42.7,-84.48,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_pennsylvanicus,Wiegert_1961,-10.11780834,NA
Microtus,pinetorum,max,35,TNZ,42.44,42.44,-76.47,NA,20,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Microtus_pinetorum,McNab_1992,26.70065689,-6.70065689
