"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","limit_type","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Basiliscus_vittatus_GBIF","Te","none","Terrestrial",43.7730979919434,43.0857086181641,43.1,NA,NA,NA,"tmax",0,0.687389373779304,0.673097991943401,0,NA,NA,NA,NA,"Basiliscus vittatus","GBIF",1175291,15.3322394793986
"Basiliscus_vittatus_IUCN","Te","none","Terrestrial",43.7730979919434,43.0857086181641,43.1,NA,NA,NA,"tmax",0,0.687389373779304,0.673097991943401,0,NA,NA,NA,NA,"Basiliscus vittatus","IUCN",712065,18.0682853915
"Bassiana_platynota_GBIF","Te","none","Terrestrial",35.5519256591797,41.3928337097168,43.6,NA,NA,NA,"tmax",-5.8409080505371,0,0,8.0480743408203,NA,NA,NA,NA,"Bassiana platynota","GBIF",239811,-32.7206823748252
"Bassiana_platynota_GARD","Te","none","Terrestrial",35.5519256591797,41.3928337097168,43.6,NA,NA,NA,"tmax",-5.8409080505371,0,0,8.0480743408203,NA,NA,NA,NA,"Bassiana platynota","GARD",328284,-33.075394834218
"Calyptotis_temporalis_GBIF","Te","none","Terrestrial",22.7960433959961,34.4953002929688,34.5,NA,NA,NA,"tmax",-11.6992568969727,0,0,11.7039566040039,NA,NA,NA,NA,"Calyptotis temporalis","GBIF",32492,-22.7526449533218
"Calyptotis_temporalis_IUCN","Te","none","Terrestrial",18.7977046966553,34.4953002929688,34.5,NA,NA,NA,"tmax",-15.6975955963135,0,0,15.7022953033447,NA,NA,NA,NA,"Calyptotis temporalis","IUCN",19704,-22.6552668229999
"Camponotus_americanus_GBIF","Te","none","Terrestrial",36.4609336853027,42.5309638977051,42.8,NA,NA,NA,"tmax",-6.0700302124024,0,0,6.3390663146973,NA,NA,NA,NA,"Camponotus americanus","GBIF",2255983,37.6724839315284
"Camponotus_castaneus_GBIF","Te","none","Terrestrial",35.4929847717285,40.2585983276367,40.5,NA,NA,NA,"tmax",-4.7656135559082,0,0,5.0070152282715,NA,NA,NA,NA,"Camponotus castaneus","GBIF",2230632,34.5889605467564
"Camponotus_chromaiodes_GBIF","Te","none","Terrestrial",34.6157150268555,43.3871154785156,44,NA,NA,NA,"tmax",-8.7714004516601,0,0,9.3842849731445,NA,NA,NA,NA,"Camponotus chromaiodes","GBIF",1496873,38.7569126921941
"Camponotus_novaeboracensis_GBIF","Te","none","Terrestrial",36.0681457519531,39.8686676025391,40,NA,NA,NA,"tmax",-3.800521850586,0,0,3.9318542480469,NA,NA,NA,NA,"Camponotus novaeboracensis","GBIF",7020834,45.0565535519507
"Camponotus_pennsylvanicus_GBIF","Te","none","Terrestrial",37.839225769043,39.8697700500488,40,NA,NA,NA,"tmax",-2.0305442810058,0,0,2.160774230957,NA,NA,NA,NA,"Camponotus pennsylvanicus","GBIF",5500284,38.103998607173
"Carlia_longipes_GBIF","Te","none","Terrestrial",35.1388282775879,40.2958183288574,40.3,NA,NA,NA,"tmax",-5.1569900512695,0,0,5.1611717224121,NA,NA,NA,NA,"Carlia longipes","GBIF",325225,-14.6189279580248
"Carlia_longipes_IUCN","Te","none","Terrestrial",19.2056941986084,40.2958183288574,40.3,NA,NA,NA,"tmax",-21.090124130249,0,0,21.0943058013916,NA,NA,NA,NA,"Carlia longipes","IUCN",22642,-15.8228223039999
"Carlia_munda_IUCN","Te","none","Terrestrial",41.3809852600098,41.3809852600098,42.4,NA,NA,NA,"tmax",0,0,0,1.0190147399902,NA,NA,NA,NA,"Carlia munda","IUCN",2697805,-19.6888496965
"Carlia_munda_GBIF","Te","none","Terrestrial",41.3809852600098,41.3809852600098,42.4,NA,NA,NA,"tmax",0,0,0,1.0190147399902,NA,NA,NA,NA,"Carlia munda","GBIF",6964434,-23.2684232848272
"Carlia_pectoralis_GBIF","Te","none","Terrestrial",36.3749771118164,41.242015838623,41.3,NA,NA,NA,"tmax",-4.8670387268066,0,0,4.9250228881836,NA,NA,NA,NA,"Carlia pectoralis","GBIF",763918,-22.1284700376254
"Carlia_pectoralis_IUCN","Te","none","Terrestrial",35.5408096313477,41.242015838623,41.3,NA,NA,NA,"tmax",-5.7012062072753,0,0,5.7591903686523,NA,NA,NA,NA,"Carlia pectoralis","IUCN",218220,-25.068747862
"Carlia_rhomboidalis_GBIF","Te","none","Terrestrial",32.3148536682129,41.0669021606445,41.2,NA,NA,NA,"tmax",-8.7520484924316,0,0,8.8851463317871,NA,NA,NA,NA,"Carlia rhomboidalis","GBIF",130537,-19.4383115423527
"Carlia_rhomboidalis_IUCN","Te","none","Terrestrial",18.7866725921631,41.0669021606445,41.2,NA,NA,NA,"tmax",-22.2802295684814,0,0,22.4133274078369,NA,NA,NA,NA,"Carlia rhomboidalis","IUCN",10993,-20.740629127
"Carlia_schmeltzi_GBIF","Te","none","Terrestrial",36.3755378723145,41.3901023864746,42.3,NA,NA,NA,"tmax",-5.0145645141601,0,0,5.92446212768549,NA,NA,NA,NA,"Carlia schmeltzi","GBIF",700737,-20.7669045955083
"Carlia_vivax_GBIF","Te","none","Terrestrial",37.4794731140137,41.2376976013184,41.3,NA,NA,NA,"tmax",-3.7582244873047,0,0,3.8205268859863,NA,NA,NA,NA,"Carlia vivax","GBIF",1294483,-21.7825156281299
"Carlia_vivax_IUCN","Te","none","Terrestrial",35.5464477539062,41.2376976013184,41.3,NA,NA,NA,"tmax",-5.6912498474122,0,0,5.7535522460938,NA,NA,NA,NA,"Carlia vivax","IUCN",812224,-21.8256279164999
"Charina_bottae_IUCN","Te","cold","Terrestrial",41.4434852600098,37.9950218200684,38,NA,NA,NA,"tmax",0,3.4484634399414,3.4434852600098,0,NA,NA,NA,NA,"Charina bottae","IUCN",1112535,44.205414014
"Chionactis_occipitalis_IUCN","Te","cold","Terrestrial",43.4287490844727,37.9991035461426,38,NA,NA,NA,"tmax",0,5.4296455383301,5.4287490844727,0,NA,NA,NA,NA,"Chionactis occipitalis","IUCN",267659,34.5871156975
"Chondrodactylus_angulifer_IUCN","Te","cold","Terrestrial",38.9336738586426,42.8934860229492,42.9,NA,NA,NA,"tmax",-3.9598121643066,0,0,3.9663261413574,NA,NA,NA,NA,"Chondrodactylus angulifer","IUCN",868176,-25.6993587599999
"Chondrodactylus_bibronii_GBIF","Te","cold","Terrestrial",40.2476654052734,42.6945724487305,42.7,NA,NA,NA,"tmax",-2.4469070434571,0,0,2.4523345947266,NA,NA,NA,NA,"Chondrodactylus bibronii","GBIF",4770874,-22.0314609445671
"Chondrodactylus_bibronii_GARD","Te","cold","Terrestrial",38.9315910339355,42.6945724487305,42.7,NA,NA,NA,"tmax",-3.762981414795,0,0,3.76840896606451,NA,NA,NA,NA,"Chondrodactylus bibronii","GARD",809985,-21.64244158967
"Cnemidophorus_sexlineatus_IUCN","Te","cold","Terrestrial",38.136058807373,43.4366111755371,51,NA,NA,NA,"tmax",-5.3005523681641,0,0,12.863941192627,NA,NA,NA,NA,"Cnemidophorus sexlineatus","IUCN",2757712,34.8227326705001
"Cnemidophorus_sexlineatus_GARD","Te","cold","Terrestrial",38.136058807373,43.4366111755371,51,NA,NA,NA,"tmax",-5.3005523681641,0,0,12.863941192627,NA,NA,NA,NA,"Cnemidophorus sexlineatus","GARD",2857716,34.8227326703764
"Coluber_constrictor_GBIF","Te","cold","Terrestrial",43.7822723388672,42.0921325683594,42.4,NA,NA,NA,"tmax",0,1.6901397705078,1.3822723388672,0,NA,NA,NA,NA,"Coluber constrictor","GBIF",10234776,33.6701144958617
"Coluber_constrictor_IUCN","Te","cold","Terrestrial",43.7822723388672,42.0921325683594,42.4,NA,NA,NA,"tmax",0,1.6901397705078,1.3822723388672,0,NA,NA,NA,NA,"Coluber constrictor","IUCN",270182,22.9685902375001
"Cophixalus_aenigma_IUCN","Te","none","Terrestrial",-Inf,28.0832328796387,28.09,NA,NA,NA,"tmax",-Inf,0,0,Inf,NA,NA,NA,NA,"Cophixalus aenigma","IUCN",368,-16.4915025424999
"Cophixalus_bombiens_IUCN","Te","none","Terrestrial",9.29517936706543,31.6431770324707,32.04,NA,NA,NA,"tmax",-22.3479976654053,0,0,22.7448206329346,NA,NA,NA,NA,"Cophixalus bombiens","IUCN",490,-16.0466580959999
"Cophixalus_exiguus_IUCN","Te","none","Terrestrial",-Inf,35.923397064209,35.93,NA,NA,NA,"tmax",-Inf,0,0,Inf,NA,NA,NA,NA,"Cophixalus exiguus","IUCN",71,-15.7323098705
"Cophixalus_hosmeri_IUCN","Te","none","Terrestrial",-Inf,31.6618919372559,31.73,NA,NA,NA,"tmax",-Inf,0,0,Inf,NA,NA,NA,NA,"Cophixalus hosmeri","IUCN",347,-16.5035634029999
"Cophixalus_mcdonaldi_IUCN","Te","none","Terrestrial",17.3893623352051,32.7056007385254,32.77,NA,NA,NA,"tmax",-15.3162384033203,0,0,15.3806376647949,NA,NA,NA,NA,"Cophixalus mcdonaldi","IUCN",344,-19.5118984999999
"Cophixalus_neglectus_IUCN","Te","none","Terrestrial",17.9872951507568,30.5209293365479,30.7,NA,NA,NA,"tmax",-12.5336341857911,0,0,12.7127048492432,NA,NA,NA,NA,"Cophixalus neglectus","IUCN",560,-17.3275734999999
"Crinia_signifera_IUCN","Te","none","Terrestrial",32.3576240539551,35.6874618530273,35.7,NA,NA,NA,"tmax",-3.3298377990722,0,0,3.3423759460449,NA,NA,NA,NA,"Crinia signifera","IUCN",877612,-33.5854220289999
"Crotalus_atrox_IUCN","Te","cold","Terrestrial",43.2554206848145,38.894718170166,39,NA,NA,NA,"tmax",0,4.3607025146485,4.2554206848145,0,NA,NA,NA,NA,"Crotalus atrox","IUCN",1775293,28.860776051
"Crotalus_cerastes_IUCN","Te","cold","Terrestrial",43.4346694946289,41.5648612976074,41.6,NA,NA,NA,"tmax",0,1.8698081970215,1.8346694946289,0,NA,NA,NA,NA,"Crotalus cerastes","IUCN",320350,32.641679609
"Crotalus_scutulatus_IUCN","Te","cold","Terrestrial",43.4373092651367,41.8096733093262,42,NA,NA,NA,"tmax",0,1.6276359558105,1.4373092651367,0,NA,NA,NA,NA,"Crotalus scutulatus","IUCN",935408,28.1478626670001
"Crotalus_viridis_IUCN","Te","cold","Terrestrial",40.2682113647461,37.9918022155762,38,NA,NA,NA,"tmax",0,2.2764091491699,2.2682113647461,0,NA,NA,NA,NA,"Crotalus viridis","IUCN",1903871,40.2509980185
"Crotaphytus_collaris_IUCN","Te","cold","Terrestrial",40.2652320861816,43.4231834411621,46.5,NA,NA,NA,"tmax",-3.1579513549805,0,0,6.2347679138184,NA,NA,NA,NA,"Crotaphytus collaris","IUCN",1884583,31.2118391200001
"Cryptoblepharus_litoralis_IUCN","Te","none","Terrestrial",34.419017791748,41.3856582641602,41.4,NA,NA,NA,"tmax",-6.9666404724122,0,0,6.980982208252,NA,NA,NA,NA,"Cryptoblepharus litoralis","IUCN",15539,-16.4416709929999
"Cryptoblepharus_litoralis_GBIF","Te","none","Terrestrial",31.2885074615479,41.3856582641602,41.4,NA,NA,NA,"tmax",-10.0971508026123,0,0,10.1114925384521,NA,NA,NA,NA,"Cryptoblepharus litoralis","GBIF",102971,-16.4450529969712
"Cryptoblepharus_plagiocephalus_GBIF","Te","none","Terrestrial",41.382396697998,41.382396697998,43.1,NA,NA,NA,"tmax",0,0,0,1.717603302002,NA,NA,NA,NA,"Cryptoblepharus plagiocephalus","GBIF",7196950,-20.449994813129
"Cryptoblepharus_plagiocephalus_IUCN","Te","none","Terrestrial",41.382396697998,41.382396697998,43.1,NA,NA,NA,"tmax",0,0,0,1.717603302002,NA,NA,NA,NA,"Cryptoblepharus plagiocephalus","IUCN",508626,-25.676621734
"Cryptoblepharus_virgatus_GBIF","Te","none","Terrestrial",41.2356376647949,41.0610580444336,41.1,NA,NA,NA,"tmax",0,0.1745796203613,0.135637664794899,0,NA,NA,NA,NA,"Cryptoblepharus virgatus","GBIF",7069453,-23.1619720415808
"Cryptoblepharus_virgatus_IUCN","Te","none","Terrestrial",34.5878486633301,41.0610580444336,41.1,NA,NA,NA,"tmax",-6.4732093811035,0,0,6.5121513366699,NA,NA,NA,NA,"Cryptoblepharus virgatus","IUCN",188199,-14.6663369784999
"Ctenophorus_cristatus_IUCN","Te","cold","Terrestrial",38.8690872192383,41.345588684082,43,NA,NA,NA,"tmax",-2.4765014648437,0,0,4.1309127807617,NA,NA,NA,NA,"Ctenophorus cristatus","IUCN",793895,-30.4389677245
"Ctenophorus_cristatus_GBIF","Te","cold","Terrestrial",39.2758369445801,41.345588684082,43,NA,NA,NA,"tmax",-2.0697517395019,0,0,3.7241630554199,NA,NA,NA,NA,"Ctenophorus cristatus","GBIF",1094983,-30.683784060604
"Ctenophorus_fordi_GBIF","Te","cold","Terrestrial",40.0939712524414,41.3849601745605,45.5,NA,NA,NA,"tmax",-1.2909889221191,0,0,5.4060287475586,NA,NA,NA,NA,"Ctenophorus fordi","GBIF",1817747,-31.8014700157872
"Ctenophorus_fordi_IUCN","Te","cold","Terrestrial",38.8398895263672,41.3849601745605,45.5,NA,NA,NA,"tmax",-2.5450706481933,0,0,6.6601104736328,NA,NA,NA,NA,"Ctenophorus fordi","IUCN",710054,-31.9351364075
"Ctenophorus_maculosus_IUCN","Te","cold","Terrestrial",39.3945388793945,41.388843536377,48.9,NA,NA,NA,"tmax",-1.9943046569825,0,0,9.5054611206055,NA,NA,NA,NA,"Ctenophorus maculosus","IUCN",79994,-29.4942529235
"Ctenophorus_nuchalis_IUCN","Te","cold","Terrestrial",41.3958930969238,41.3958930969238,48.5,NA,NA,NA,"tmax",0,0,0,7.1041069030762,NA,NA,NA,NA,"Ctenophorus nuchalis","IUCN",4628992,-25.287527641
"Ctenophorus_pictus_GBIF","Te","cold","Terrestrial",40.5091133117676,41.3882026672363,45,NA,NA,NA,"tmax",-0.8790893554687,0,0,4.4908866882324,NA,NA,NA,NA,"Ctenophorus pictus","GBIF",2976192,-30.2506650654212
"Ctenophorus_pictus_IUCN","Te","cold","Terrestrial",40.5091133117676,41.3882026672363,45,NA,NA,NA,"tmax",-0.8790893554687,0,0,4.4908866882324,NA,NA,NA,NA,"Ctenophorus pictus","IUCN",3030555,-29.505785375
"Ctenophorus_reticulatus_GBIF","Te","cold","Terrestrial",41.3946304321289,41.3946304321289,46.5,NA,NA,NA,"tmax",0,0,0,5.1053695678711,NA,NA,NA,NA,"Ctenophorus reticulatus","GBIF",2838513,-27.3648061050529
"Ctenophorus_reticulatus_IUCN","Te","cold","Terrestrial",41.3946304321289,41.3946304321289,46.5,NA,NA,NA,"tmax",0,0,0,5.1053695678711,NA,NA,NA,NA,"Ctenophorus reticulatus","IUCN",2321021,-26.8134524374999
"Ctenotus_essingtoni_GBIF","Te","none","Terrestrial",41.0536460876465,41.3903732299805,45,NA,NA,NA,"tmax",-0.336727142333999,0,0,3.9463539123535,NA,NA,NA,NA,"Ctenotus essingtoni","GBIF",485862,-14.6347780266601
"Ctenotus_pantherinus_IUCN","Te","none","Terrestrial",41.4004325866699,36.891487121582,36.9,NA,NA,NA,"tmax",0,4.5089454650879,4.5004325866699,0,NA,NA,NA,NA,"Ctenotus pantherinus","IUCN",5215697,-22.9945456974999
"Ctenotus_pantherinus_GBIF","Te","none","Terrestrial",41.4004325866699,36.891487121582,36.9,NA,NA,NA,"tmax",0,4.5089454650879,4.5004325866699,0,NA,NA,NA,NA,"Ctenotus pantherinus","GBIF",5655808,-24.1460846109455
"Ctenotus_spaldingi_IUCN","Te","none","Terrestrial",40.1073989868164,41.3967132568359,45.5,NA,NA,NA,"tmax",-1.2893142700195,0,0,5.3926010131836,NA,NA,NA,NA,"Ctenotus spaldingi","IUCN",2843142,-24.7663833015
"Ctenotus_spaldingi_GBIF","Te","none","Terrestrial",41.0577812194824,41.3967132568359,45.5,NA,NA,NA,"tmax",-0.338932037353501,0,0,4.4422187805176,NA,NA,NA,NA,"Ctenotus spaldingi","GBIF",1203114,-14.5106711851811
"Cyclodomorphus_branchialis_IUCN","Te","none","Terrestrial",39.6276779174805,41.3967132568359,43.6,NA,NA,NA,"tmax",-1.7690353393554,0,0,3.9723220825195,NA,NA,NA,NA,"Cyclodomorphus branchialis","IUCN",26714,-28.345278406
"Cyclodomorphus_branchialis_GBIF","Te","none","Terrestrial",40.2750511169434,41.3967132568359,43.6,NA,NA,NA,"tmax",-1.1216621398925,0,0,3.3249488830566,NA,NA,NA,NA,"Cyclodomorphus branchialis","GBIF",154074,-29.7159418828676
"Cyclodomorphus_melanops_IUCN","Te","none","Terrestrial",41.4011459350586,41.4011459350586,41.5,NA,NA,NA,"tmax",0,0,0,0.0988540649413991,NA,NA,NA,NA,"Cyclodomorphus melanops","IUCN",1984639,-24.805579563
"Cyclorana_alboguttatus_IUCN","Te","hot","Terrestrial",31.9872798919678,33.5121231079102,33.8,NA,NA,NA,"tmax",-1.5248432159424,0,0,1.8127201080322,NA,NA,NA,NA,"Cyclorana alboguttatus","IUCN",1248202,-20.8974047975
"Cyclorana_brevipes_IUCN","Te","hot","Terrestrial",30.0399494171143,33.5987319946289,40,NA,NA,NA,"tmax",-3.5587825775146,0,0,9.9600505828857,NA,NA,NA,NA,"Cyclorana brevipes","IUCN",851090,-25.3588555745
"Cyrtodactylus_philippinicus_IUCN","Te","none","Terrestrial",37.5437126159668,34.565242767334,34.6,NA,NA,NA,"tmax",0,2.9784698486328,2.9437126159668,0,NA,NA,NA,NA,"Cyrtodactylus philippinicus","IUCN",144256,14.2270970345
"Desmognathus_ochrophaeus_IUCN","Te","cold","Terrestrial",30.0389766693115,31.4794368743896,31.5,NA,NA,NA,"tmax",-1.4404602050781,0,0,1.4610233306885,NA,NA,NA,NA,"Desmognathus ochrophaeus","IUCN",292260,40.5409443395
"Desmognathus_quadramaculatus_IUCN","Te","none","Terrestrial",31.2070236206055,31.8878688812256,31.9,NA,NA,NA,"tmax",-0.680845260620099,0,0,0.692976379394498,NA,NA,NA,NA,"Desmognathus quadramaculatus","IUCN",84423,36.0416709820001
"Elgaria_coerulea_IUCN","Te","cold","Terrestrial",41.4284858703613,39.1046752929688,39.2,NA,NA,NA,"tmax",0,2.3238105773925,2.2284858703613,0,NA,NA,NA,NA,"Elgaria coerulea","IUCN",538753,44.329404445
"Eulamprus_murrayi_GBIF","Te","cold","Terrestrial",35.5545959472656,36.3951263427734,36.4,NA,NA,NA,"tmax",-0.840530395507805,0,0,0.845404052734402,NA,NA,NA,NA,"Eulamprus murrayi","GBIF",185931,-29.3259845515565
"Eulamprus_murrayi_IUCN","Te","cold","Terrestrial",35.5545959472656,36.3951263427734,36.4,NA,NA,NA,"tmax",-0.840530395507805,0,0,0.845404052734402,NA,NA,NA,NA,"Eulamprus murrayi","IUCN",71439,-29.194342695
"Eulamprus_tenuis_GBIF","Te","cold","Terrestrial",36.6735458374023,39.1987380981445,39.2,NA,NA,NA,"tmax",-2.5251922607422,0,0,2.5264541625977,NA,NA,NA,NA,"Eulamprus tenuis","GBIF",1159232,-26.489229881919
"Eurycea_longicauda_IUCN","Te","cold","Terrestrial",32.4242553710938,37.5083770751953,37.6,NA,NA,NA,"tmax",-5.0841217041015,0,0,5.1757446289062,NA,NA,NA,NA,"Eurycea longicauda","IUCN",848917,38.2685400540001
"Eurycea_lucifuga_IUCN","Te","none","Terrestrial",31.9063892364502,36.9975547790527,37.2,NA,NA,NA,"tmax",-5.0911655426025,0,0,5.2936107635498,NA,NA,NA,NA,"Eurycea lucifuga","IUCN",449642,36.7496354580001
"Eurycea_multiplicata_IUCN","Te","none","Terrestrial",32.2108306884766,37.0430488586426,37.5,NA,NA,NA,"tmax",-4.832218170166,0,0,5.2891693115234,NA,NA,NA,NA,"Eurycea multiplicata","IUCN",136465,35.950012838
"Eurycea_nana_IUCN","Te","none","Terrestrial",33.6084632873535,35.7231636047363,35.8,NA,NA,NA,"tmax",-2.1147003173828,0,0,2.1915367126465,NA,NA,NA,NA,"Eurycea nana","IUCN",50,29.8522428615001
"Formica_neogagates_GBIF","Te","none","Terrestrial",43.3681488037109,39.9418792724609,40,NA,NA,NA,"tmax",0,3.42626953125,3.3681488037109,0,NA,NA,NA,NA,"Formica neogagates","GBIF",11439438,47.1510487270031
"Formica_obscuripes_GBIF","Te","none","Terrestrial",43.0234909057617,40.7855491638184,40.93,NA,NA,NA,"tmax",0,2.2379417419433,2.0934909057617,0,NA,NA,NA,NA,"Formica obscuripes","GBIF",5819318,41.9109390806925
"Glaphyromorphus_punctulatus_IUCN","Te","none","Terrestrial",34.752815246582,38.5831527709961,38.6,NA,NA,NA,"tmax",-3.8303375244141,0,0,3.847184753418,NA,NA,NA,NA,"Glaphyromorphus punctulatus","IUCN",198556,-21.676059613
"Glaphyromorphus_punctulatus_GBIF","Te","none","Terrestrial",35.3558692932129,38.5831527709961,38.6,NA,NA,NA,"tmax",-3.2272834777832,0,0,3.2441307067871,NA,NA,NA,NA,"Glaphyromorphus punctulatus","GBIF",262447,-22.0191574575655
"Gopherus_agassizii_GARD","Te","cold","Terrestrial",43.4314422607422,39.4045372009277,39.5,NA,NA,NA,"tmax",0,4.0269050598145,3.9314422607422,0,NA,NA,NA,NA,"Gopherus agassizii","GARD",180029,34.9606379911027
"Heloderma_suspectum_IUCN","Te","cold","Terrestrial",43.2465515136719,43.4291152954102,44,NA,NA,NA,"tmax",-0.182563781738295,0,0,0.753448486328097,NA,NA,NA,NA,"Heloderma suspectum","IUCN",330088,31.6517683480001
"Hemiergis_quadrilineatum_GBIF","Te","cold","Terrestrial",-Inf,38.0893974304199,38.1,NA,NA,NA,"tmax",-Inf,0,0,Inf,NA,NA,NA,NA,"Hemiergis quadrilineatum","GBIF",4694,-32.9065375713901
"Hemiergis_quadrilineatum_IUCN","Te","cold","Terrestrial",37.8314247131348,38.0893974304199,38.1,NA,NA,NA,"tmax",-0.257972717285099,0,0,0.2685752868652,NA,NA,NA,NA,"Hemiergis quadrilineatum","IUCN",22616,-31.8747195145
"Holbrookia_maculata_IUCN","Te","none","Terrestrial",40.2633361816406,43.4132308959961,46.5,NA,NA,NA,"tmax",-3.1498947143555,0,0,6.2366638183594,NA,NA,NA,NA,"Holbrookia maculata","IUCN",1609142,32.9500417150001
"Hyla_aurea_IUCN","Te","cold","Terrestrial",32.0072822570801,36.1723213195801,36.2,NA,NA,NA,"tmax",-4.1650390625,0,0,4.1927177429199,NA,NA,NA,NA,"Hyla aurea","IUCN",178185,-33.8870393509999
"Hyla_caerulea_IUCN","Te","none","Terrestrial",36.1740112304688,36.2556838989258,39.3,NA,NA,NA,"tmax",-0.0816726684570028,0,0,3.1259887695312,NA,NA,NA,NA,"Hyla caerulea","IUCN",4102175,-18.0399255314999
"Hyla_chloris_IUCN","Te","none","Terrestrial",32.1168785095215,36.4819717407227,38.9,NA,NA,NA,"tmax",-4.3650932312012,0,0,6.7831214904785,NA,NA,NA,NA,"Hyla chloris","IUCN",212859,-26.683161245
"Hyla_citropa_IUCN","Te","none","Terrestrial",27.8761901855469,30.6417407989502,30.7,NA,NA,NA,"tmax",-2.7655506134033,0,0,2.8238098144531,NA,NA,NA,NA,"Hyla citropa","IUCN",63401,-35.4045620575
"Hyla_lesueuri_IUCN","Te","none","Terrestrial",27.8348522186279,33.0874938964844,33.1,NA,NA,NA,"tmax",-5.2526416778565,0,0,5.2651477813721,NA,NA,NA,NA,"Hyla lesueuri","IUCN",105017,-35.7645558885
"Hyla_phyllochroa_IUCN","Te","none","Terrestrial",32.2659072875977,29.6054401397705,29.7,NA,NA,NA,"tmax",0,2.6604671478272,2.5659072875977,0,NA,NA,NA,NA,"Hyla phyllochroa","IUCN",102043,-29.323091492
"Hylarana_erythraea_IUCN","Te","none","Terrestrial",36.9130935668945,34.791877746582,34.8,NA,NA,NA,"tmax",0,2.1212158203125,2.11309356689451,0,NA,NA,NA,NA,"Hylarana erythraea","IUCN",2274801,8.35114219500002
"Kaloula_kalingensis_IUCN","Te","none","Terrestrial",34.5023765563965,34.2105293273926,34.3,NA,NA,NA,"tmax",0,0.291847229003899,0.202376556396501,0,NA,NA,NA,NA,"Kaloula kalingensis","IUCN",14438,15.9350529295
"Lacerta_schreiberi_IUCN","Te","cold","Terrestrial",34.6285858154297,41.2919731140137,43,NA,NA,NA,"tmax",-6.663387298584,0,0,8.3714141845703,NA,NA,NA,NA,"Lacerta schreiberi","IUCN",140416,40.4914355930001
"Lampropeltis_zonata_IUCN","Te","cold","Terrestrial",43.4378814697266,42.4345893859863,42.5,NA,NA,NA,"tmax",0,1.0032920837403,0.937881469726598,0,NA,NA,NA,NA,"Lampropeltis zonata","IUCN",168038,37.129289964
"Lerista_bougainvilli_GBIF","Te","none","Terrestrial",38.7376861572266,41.3914108276367,43.8,NA,NA,NA,"tmax",-2.6537246704101,0,0,5.0623138427734,NA,NA,NA,NA,"Lerista bougainvilli","GBIF",1425284,-34.0511757780832
"Lerista_frosti_GBIF","Te","none","Terrestrial",40.5102233886719,41.3898239135742,42.9,NA,NA,NA,"tmax",-0.879600524902294,0,0,2.3897766113281,NA,NA,NA,NA,"Lerista frosti","GBIF",112292,-23.9295704268014
"Lerista_frosti_IUCN","Te","none","Terrestrial",40.0842781066895,41.3898239135742,42.9,NA,NA,NA,"tmax",-1.30554580688469,0,0,2.8157218933105,NA,NA,NA,NA,"Lerista frosti","IUCN",65011,-23.316685256
"Lerista_neander_GBIF","Te","none","Terrestrial",40.402946472168,41.3945274353027,43.1,NA,NA,NA,"tmax",-0.991580963134702,0,0,2.697053527832,NA,NA,NA,NA,"Lerista neander","GBIF",60046,-24.2977679421065
"Lerista_neander_IUCN","Te","none","Terrestrial",40.402946472168,41.3945274353027,43.1,NA,NA,NA,"tmax",-0.991580963134702,0,0,2.697053527832,NA,NA,NA,NA,"Lerista neander","IUCN",51174,-24.363475936
"Lerista_orientalis_GBIF","Te","none","Terrestrial",41.0489463806152,40.8443336486816,40.9,NA,NA,NA,"tmax",0,0.204612731933601,0.1489463806152,0,NA,NA,NA,NA,"Lerista orientalis","GBIF",824614,-16.4656528729403
"Lerista_orientalis_IUCN","Te","none","Terrestrial",41.0489463806152,40.8443336486816,40.9,NA,NA,NA,"tmax",0,0.204612731933601,0.1489463806152,0,NA,NA,NA,NA,"Lerista orientalis","IUCN",613001,-15.3534819315
"Lerista_terdigitata_IUCN","Te","none","Terrestrial",36.4263801574707,41.3903732299805,45.1,NA,NA,NA,"tmax",-4.96399307250979,0,0,8.6736198425293,NA,NA,NA,NA,"Lerista terdigitata","IUCN",94200,-33.1201471665
"Limnodynastes_dorsalis_IUCN","Te","cold","Terrestrial",34.6381721496582,36.4398498535156,36.5,NA,NA,NA,"tmax",-1.80167770385739,0,0,1.8618278503418,NA,NA,NA,NA,"Limnodynastes dorsalis","IUCN",324033,-31.202936271
"Limnodynastes_fletcheri_IUCN","Te","none","Terrestrial",34.9622383117676,28.2303504943848,28.3,NA,NA,NA,"tmax",0,6.7318878173828,6.6622383117676,0,NA,NA,NA,NA,"Limnodynastes fletcheri","IUCN",1342856,-29.75582816
"Limnodynastes_tasmaniensis_IUCN","Te","hot","Terrestrial",30.0446662902832,33.6220703125,34.9,NA,NA,NA,"tmax",-3.5774040222168,0,0,4.8553337097168,NA,NA,NA,NA,"Limnodynastes tasmaniensis","IUCN",2427931,-30.540607745
"Limnonectes_woodworthi_IUCN","Te","none","Terrestrial",34.2672805786133,35.8850479125977,35.9,NA,NA,NA,"tmax",-1.6177673339844,0,0,1.6327194213867,NA,NA,NA,NA,"Limnonectes woodworthi","IUCN",25845,15.602261145
