"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","limit_type","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Pseudocordylus_melanotus_IUCN","Te_tpreftb","cold","Terrestrial",NA,NA,NA,7.36952257156372,10.2630243301392,10.2,"tmin",NA,NA,NA,NA,0,2.89350175857548,NA,0,"Pseudocordylus melanotus","IUCN",222703,-28.4600679174999
"Teratoscincus_przewalskii_IUCN","Te_tpreftb","cold","Terrestrial",NA,NA,NA,-14.9386711120605,8.90582942962646,8.9,"tmin",NA,NA,NA,NA,0,23.844500541687,NA,0,"Teratoscincus przewalskii","IUCN",810296,41.6899770080001
"Agroeca_proxima_GBIF","acclimatized","cold","Terrestrial",25.76578,41.2718238830566,43.0876220743403,-12.56108,-9.85755157470703,-10.9892336055211,"tmax, tmin",-15.5060438830566,0,0,17.3218420743403,0,2.70352842529297,36.7550136055211,0,"Agroeca proxima","GBIF",1939661,58.2217643426921
"Anolis_gundlachi_GBIF","acclimatized","none","Terrestrial",-Inf,38.7767448425293,39.6283721033732,Inf,7.52172565460205,6.3,"tmax, tmin",-Inf,0,0,Inf,-Inf,0,0,-Inf,"Anolis gundlachi","GBIF",7283,18.191452980121
"Anolis_gundlachi_GARD","acclimatized","none","Terrestrial",-Inf,38.7767448425293,39.6283721033732,Inf,7.52172565460205,6.3,"tmax, tmin",-Inf,0,0,Inf,-Inf,0,0,-Inf,"Anolis gundlachi","GARD",6382,18.2442308321046
"Clubiona_diversa_GBIF","acclimatized","cold","Terrestrial",26.19233,44.1479759216309,47.08762,-11.53312,-14.02041,-14.48923,"tmax, tmin",-17.9556459216309,0,0,20.89529,-2.48729,0,0,-2.95611,"Clubiona diversa","GBIF",1476519,54.1010577453007
"Clubiona_trivialis_GBIF","acclimatized","none","Terrestrial",37.76924,44.14629,47.78762,-29.98755,-8.451097,-12.07253,"tmax, tmin",-6.37705,0,0,10.01838,0,21.536453,49.84177,0,"Clubiona trivialis","GBIF",10420135,54.5491274584246
"Cordylus_cordylus_IUCN","acclimatized","none","Terrestrial",36.87112,44.74333,45.06408,-1.190623,3.958594,-0.739048,"tmax, tmin",-7.87221,0,0,8.19296,0,5.149217,37.610168,0,"Cordylus cordylus","IUCN",234620,-32.207730151
"Cordylus_niger_IUCN","acclimatized","none","Terrestrial",30.43198,43.75704,44.46408,2.964104,3.963309,-0.839048,"tmax, tmin",-13.32506,0,0,14.0321,0,0.999205,0,-3.803152,"Cordylus niger","IUCN",503,-33.6500683035
"Cordylus_niger_GBIF","acclimatized","none","Terrestrial",30.43198,43.75704,44.46408,2.964104,3.963309,-0.839048,"tmax, tmin",-13.32506,0,0,14.0321,0,0.999205,0,-3.803152,"Cordylus niger","GBIF",615,-33.6658816861293
"Cordylus_oelofseni_IUCN","acclimatized","none","Terrestrial",34.0865,43.72843,44.26408,1.676078,2.549764,-1.939048,"tmax, tmin",-9.64193,0,0,10.17758,0,0.873686,0,-3.615126,"Cordylus oelofseni","IUCN",3873,-33.251806207
"Crustulina_guttata_GBIF","acclimatized","hot","Terrestrial",19.06147,37.74598,46.48686,-22.99672,-9.904881,-13.47396,"tmax, tmin",-18.68451,0,0,27.42539,0,13.091839,32.53543,0,"Crustulina guttata","GBIF",2095099,56.0548917330794
"Ctenotus_regius_IUCN","acclimatized","none","Terrestrial",40.51114,41.39116,47.3492,0.1136001,7.179361,2.194948,"tmax, tmin",-0.880020000000002,0,0,6.83806000000001,0,7.0657609,38.316192,0,"Ctenotus regius","IUCN",1712767,-29.2979374344999
"Ctenotus_regius_GBIF","acclimatized","none","Terrestrial",40.51114,41.39116,47.3492,-0.05472028,7.179361,2.194948,"tmax, tmin",-0.880020000000002,0,0,6.83806000000001,0,7.23408128,38.316192,0,"Ctenotus regius","GBIF",1896835,-28.9478066393496
"Ctenotus_taeniolatus_IUCN","acclimatized","none","Terrestrial",36.62491,41.24486,46.9492,-11.63506,10.3488,4.894948,"tmax, tmin",-4.61995,0,0,10.32429,0,21.98386,31.729962,0,"Ctenotus taeniolatus","IUCN",1154602,-26.6773791914999
"Ctenotus_taeniolatus_GBIF","acclimatized","none","Terrestrial",37.55025,41.24486,46.9492,-11.63506,10.3488,4.894948,"tmax, tmin",-3.69461,0,0,9.39895,0,21.98386,32.655302,0,"Ctenotus taeniolatus","GBIF",1663936,-27.15907098229
"Ctenotus_uber_IUCN","acclimatized","none","Terrestrial",41.39328,41.39328,47.7492,3.433342,7.763535,2.594948,"tmax, tmin",0,0,0,6.35592,0,4.330193,0,-0.838394,"Ctenotus uber","IUCN",1060968,-26.1676794195
"Ctenotus_uber_GBIF","acclimatized","none","Terrestrial",41.39328,41.39328,47.7492,-8.379742,7.763535,2.594948,"tmax, tmin",0,0,0,6.35592,0,16.143277,38.798332,0,"Ctenotus uber","GBIF",4315705,-28.4349359637454
"Dendrobates_auratus_IUCN","acclimatized","none","Terrestrial",33.95211,38.08574,40.07685,17.77579,8.275162,4.258594,"tmax, tmin",-4.13363,0,0,6.12474,-9.500628,0,0,-13.517196,"Dendrobates auratus","IUCN",116892,13.5207421030001
"Desmognathus_fuscus_IUCN","acclimatized","none","Terrestrial",32.25918,37.93458,39.29181,-20.8865,-3.004364,-6.229977,"tmax, tmin",-5.6754,0,0,7.03263,0,17.882136,38.489157,0,"Desmognathus fuscus","IUCN",1548642,38.5751565195
"Egernia_striolata_GBIF","acclimatized","cold","Terrestrial",40.27098,41.39954,46.4492,-6.00886,4.107323,-0.4050518,"tmax, tmin",-1.12856,0,0,6.17822,0,10.116183,40.6760318,0,"Egernia striolata","GBIF",2727822,-27.9509371417412
"Egernia_striolata_IUCN","acclimatized","cold","Terrestrial",37.75581,41.39954,46.4492,-6.00886,4.107323,-0.4050518,"tmax, tmin",-3.64373,0,0,8.69339,0,10.116183,38.1608618,0,"Egernia striolata","IUCN",1830012,-27.2808403529999
"Eleutherodactylus_coqui_IUCN","acclimatized","cold","Terrestrial",33.05848,37.13297,37.2,14.45402,5.6478,2.582767,"tmax, tmin",-4.07449,0,0,4.14152,-8.80622,0,0,-11.871253,"Eleutherodactylus coqui","IUCN",12364,21.954099141
"Elgaria_multicarinata_IUCN","acclimatized","cold","Terrestrial",43.42272,43.42272,44.51744,-5.898026,-3.538049,-6.755886,"tmax, tmin",0,0,0,1.09472,0,2.359977,0,-0.85786,"Elgaria multicarinata","IUCN",332751,38.615441149
"Eremias_argus_IUCN","acclimatized","cold","Terrestrial",35.45778,44.16691,47.52411,-16.99648,-7.234806,-9.773338,"tmax, tmin",-8.70913,0,0,12.06633,0,9.761674,45.231118,0,"Eremias argus","IUCN",4172221,41.4884031755001
"Eremias_brenchleyi_IUCN","acclimatized","cold","Terrestrial",35.30025,44.16707,46.22411,-2.338259,-3.521414,-7.373338,"tmax, tmin",-8.86682,0,0,10.92386,-1.183155,0,0,-5.035079,"Eremias brenchleyi","IUCN",927318,35.5924158100001
"Eremias_multiocellata_GBIF","acclimatized","cold","Terrestrial",38.67362,44.28749,44.78283,-17.00181,2.557522,-1.773338,"tmax, tmin",-5.61387,0,0,6.10921,0,19.559332,40.446958,0,"Eremias multiocellata","GBIF",3628178,42.2027268315594
"Eremias_multiocellata_IUCN","acclimatized","cold","Terrestrial",35.07988,41.29008,43.72411,-16.17391,2.557522,-1.773338,"tmax, tmin",-6.2102,0,0,8.64423,0,18.731432,36.853218,0,"Eremias multiocellata","IUCN",907461,47.168057483
"Eremiascincus_fasciolatus_IUCN","acclimatized","none","Terrestrial",36.37796,41.39637,43.4492,-11.47072,7.567281,2.494948,"tmax, tmin",-5.01841,0,0,7.07124,0,19.038001,33.883012,0,"Eremiascincus fasciolatus","IUCN",434768,-23.202842195
"Eremiascincus_fasciolatus_GBIF","acclimatized","none","Terrestrial",41.39637,41.39637,43.4492,-11.63995,7.567281,2.494948,"tmax, tmin",0,0,0,2.05283,0,19.207231,38.901422,0,"Eremiascincus fasciolatus","GBIF",6010004,-24.5922414491592
"Eremiascincus_richardsoni_GBIF","acclimatized","none","Terrestrial",41.40055,41.40055,44.2492,-11.64558,5.687562,0.7949482,"tmax, tmin",0,0,0,2.84865,0,17.333142,40.6056018,0,"Eremiascincus richardsoni","GBIF",6214056,-25.3522748898709
"Eurycea_bislineata_IUCN","acclimatized","cold","Terrestrial",29.81193,37.62991,39.39181,-10.64821,-3.838556,-5.824376,"tmax, tmin",-7.81798,0,0,9.57988,0,6.809654,35.636306,0,"Eurycea bislineata","IUCN",1198568,44.3903927350001
"Hemachatus_haemachatus_IUCN","acclimatized","none","Terrestrial",39.33178,46.04841,46.76075,-3.340948,-0.003943139,-4.279048,"tmax, tmin",-6.71663,0,0,7.42897,0,3.337004861,0,-0.9381,"Hemachatus haemachatus","IUCN",392531,-29.7209011155
"Hemiergis_peroni_GBIF","acclimatized","none","Terrestrial",35.48152,38.58341,38.6,1.272478,8.206272,3.094948,"tmax, tmin",-3.10189,0,0,3.11848,0,6.933794,32.386572,0,"Hemiergis peroni","GBIF",583638,-34.5230391405754
"Lacerta_agilis_IUCN","acclimatized","cold","Terrestrial",36.12822,44.16959,45.83578,-16.1849,5.914145,5.9,"tmax, tmin",-8.04137,0,0,9.70756,0,22.099045,30.22822,0,"Lacerta agilis","IUCN",10035379,50.589335593
"Linepithema_humile_GBIF","acclimatized","none","Terrestrial",37.804,38.9292,43.33337,-6.356112,-1.250541,-2.925008,"tmax, tmin",-1.1252,0,0,5.52937,0,5.105571,40.729008,0,"Linepithema humile","GBIF",4310254,-29.7497418597388
"Liolaemus_abaucan_IUCN","acclimatized","cold","Terrestrial",35.20493,38.59567,49.91744,14.53165,12.34918,6.894979,"tmax, tmin",-3.39074,0,0,14.71251,-2.18247,0,0,-7.636671,"Liolaemus abaucan","IUCN",1409,-27.5177749944999
"Liolaemus_albiceps_IUCN","acclimatized","cold","Terrestrial",36.34674,37.09481,46.94744,17.17959,4.085976,-1.465021,"tmax, tmin",-0.748070000000006,0,0,10.6007,-13.093614,0,0,-18.644611,"Liolaemus albiceps","IUCN",686,-24.248600387
"Liolaemus_bibronii_IUCN","acclimatized","cold","Terrestrial",31.38471,38.59644,47.14744,-7.016536,4.71241,-0.02502083,"tmax, tmin",-7.21173,0,0,15.76273,0,11.728946,31.40973083,0,"Liolaemus bibronii","IUCN",295599,-44.6722253445
"Liolaemus_bibronii_GBIF","acclimatized","cold","Terrestrial",35.49939,38.59644,47.14744,-3.672919,4.71241,-0.02502083,"tmax, tmin",-3.09705,0,0,11.64805,0,8.385329,35.52441083,0,"Liolaemus bibronii","GBIF",722673,-39.9166231665576
"Liolaemus_boulengeri_GBIF","acclimatized","cold","Terrestrial",35.17126,38.59754,46.60744,-7.021297,5.720202,0.8849792,"tmax, tmin",-3.42628000000001,0,0,11.43618,0,12.741499,34.2862808,0,"Liolaemus boulengeri","GBIF",813939,-41.396187524773
"Liolaemus_boulengeri_IUCN","acclimatized","cold","Terrestrial",29.6829,38.59754,46.60744,-0.4105291,5.720202,0.8849792,"tmax, tmin",-8.91464,0,0,16.92454,0,6.1307311,28.7979208,0,"Liolaemus boulengeri","IUCN",84512,-43.5916641994999
"Liolaemus_canqueli_IUCN","acclimatized","cold","Terrestrial",28.2419,38.59989,47.21744,-0.4235364,2.859681,-1.525021,"tmax, tmin",-10.35799,0,0,18.97554,0,3.2832174,0,-1.1014846,"Liolaemus canqueli","IUCN",14866,-43.9997479225
"Liolaemus_capillitas_IUCN","acclimatized","cold","Terrestrial",36.25552,37.09474,46.31744,15.04701,4.771513,-1.045021,"tmax, tmin",-0.839220000000005,0,0,10.06192,-10.275497,0,0,-16.092031,"Liolaemus capillitas","IUCN",5851,-27.1254681725
"Liolaemus_chacoensis_IUCN","acclimatized","cold","Terrestrial",36.39947,38.59385,46.71744,10.3673,11.82889,6.384979,"tmax, tmin",-2.19438,0,0,10.31797,0,1.46159,0,-3.982321,"Liolaemus chacoensis","IUCN",375206,-27.0893977199999
"Liolaemus_cuyanus_IUCN","acclimatized","cold","Terrestrial",36.34876,38.60007,48.31744,7.434741,8.314434,3.484979,"tmax, tmin",-2.25131,0,0,11.96868,0,0.879693,0,-3.949762,"Liolaemus cuyanus","IUCN",63024,-32.8253007105
"Liolaemus_darwinii_GBIF","acclimatized","cold","Terrestrial",36.3466,38.59629,47.29744,1.024805,6.445199,1.594979,"tmax, tmin",-2.24969,0,0,10.95084,0,5.420394,34.751621,0,"Liolaemus darwinii","GBIF",596832,-33.8661772285365
"Liolaemus_darwinii_IUCN","acclimatized","cold","Terrestrial",35.73564,38.59629,47.29744,-0.1708698,6.445199,1.594979,"tmax, tmin",-2.86065000000001,0,0,11.5618,0,6.6160688,34.140661,0,"Liolaemus darwinii","IUCN",396964,-36.6733767835
"Liolaemus_dorbignyi_IUCN","acclimatized","cold","Terrestrial",35.20709,37.09513,46.52744,14.51736,5.422005,0.3149792,"tmax, tmin",-1.88804,0,0,11.32035,-9.095355,0,0,-14.2023808,"Liolaemus dorbignyi","IUCN",595,-27.4920304795
"Liolaemus_elongatus_IUCN","acclimatized","cold","Terrestrial",33.69504,38.59903,47.71744,-0.41875,3.658388,-0.8350208,"tmax, tmin",-4.90399,0,0,14.0224,0,4.077138,0,-0.4162708,"Liolaemus elongatus","IUCN",150565,-41.6673427825
"Liolaemus_elongatus_GBIF","acclimatized","cold","Terrestrial",36.37477,38.59903,47.71744,-1.216885,3.658388,-0.8350208,"tmax, tmin",-2.22426,0,0,11.34267,0,4.875273,37.2097908,0,"Liolaemus elongatus","GBIF",836422,-38.8911185436146
"Liolaemus_fitzingerii_IUCN","acclimatized","cold","Terrestrial",21.78618,38.60058,47.06744,1.810201,4.216544,-0.2750208,"tmax, tmin",-16.8144,0,0,25.28126,0,2.406343,0,-2.0852218,"Liolaemus fitzingerii","IUCN",792,-44.9019719375
"Liolaemus_irregularis_IUCN","acclimatized","cold","Terrestrial",36.52324,37.0945,47.59744,17.18118,2.686177,-1.555021,"tmax, tmin",-0.571259999999995,0,0,11.0742,-14.495003,0,0,-18.736201,"Liolaemus irregularis","IUCN",1867,-23.8911176029999
"Liolaemus_kingii_IUCN","acclimatized","cold","Terrestrial",28.2419,38.59989,47.11744,-7.031445,2.971653,-1.505021,"tmax, tmin",-10.35799,0,0,18.87554,0,10.003098,29.746921,0,"Liolaemus kingii","IUCN",210999,-46.3966257265
"Liolaemus_kingii_GBIF","acclimatized","cold","Terrestrial",29.68065,38.59989,47.11744,-7.031445,2.971653,-1.505021,"tmax, tmin",-8.91924,0,0,17.43679,0,10.003098,31.185671,0,"Liolaemus kingii","GBIF",432208,-46.4115282896415
"Liolaemus_koslowskyi_IUCN","acclimatized","cold","Terrestrial",36.12234,38.59803,48.71744,12.83348,10.1384,4.704979,"tmax, tmin",-2.47569,0,0,12.5951,-2.69508,0,0,-8.128501,"Liolaemus koslowskyi","IUCN",15792,-28.132707021
"Liolaemus_kriegi_IUCN","acclimatized","cold","Terrestrial",33.17321,38.60112,46.28744,-0.1663813,3.649373,-0.9150208,"tmax, tmin",-5.42791,0,0,13.11423,0,3.8157543,0,-0.7486395,"Liolaemus kriegi","IUCN",56163,-40.4757320209999
"Liolaemus_laurenti_IUCN","acclimatized","cold","Terrestrial",36.34693,38.59687,48.79744,10.35256,8.656987,3.684979,"tmax, tmin",-2.24994,0,0,12.45051,-1.695573,0,0,-6.667581,"Liolaemus laurenti","IUCN",8118,-30.4094503094999
"Liolaemus_laurenti_GBIF","acclimatized","cold","Terrestrial",36.25468,38.59687,48.79744,8.932475,8.656987,3.684979,"tmax, tmin",-2.34219,0,0,12.54276,-0.275487999999999,0,0,-5.247496,"Liolaemus laurenti","GBIF",229823,-30.7610738686825
"Liolaemus_melanops_IUCN","acclimatized","cold","Terrestrial",22.54416,38.5998,47.55744,-0.1885958,1.322515,-2.865021,"tmax, tmin",-16.05564,0,0,25.01328,0,1.5111108,0,-2.6764252,"Liolaemus melanops","IUCN",38331,-42.588626478
"Liolaemus_multicolor_IUCN","acclimatized","cold","Terrestrial",36.5232,37.09324,47.31744,17.18764,5.032434,-0.4550208,"tmax, tmin",-0.570039999999999,0,0,10.79424,-12.155206,0,0,-17.6426608,"Liolaemus multicolor","IUCN",28576,-23.012822127
"Liolaemus_multimaculatus_IUCN","acclimatized","cold","Terrestrial",28.05369,38.59678,46.44744,6.246655,5.711051,0.4149792,"tmax, tmin",-10.54309,0,0,18.39375,-0.535603999999999,0,0,-5.8316758,"Liolaemus multimaculatus","IUCN",3649,-38.728022549
"Liolaemus_olongasta_IUCN","acclimatized","cold","Terrestrial",36.34642,38.59599,47.19744,10.35685,8.102858,3.334979,"tmax, tmin",-2.24957,0,0,10.85102,-2.253992,0,0,-7.021871,"Liolaemus olongasta","IUCN",24810,-30.7457156905
"Liolaemus_petrophilus_IUCN","acclimatized","cold","Terrestrial",31.36446,38.59989,47.84744,-0.4235364,3.431426,-1.205021,"tmax, tmin",-7.23543,0,0,16.48298,0,3.8549624,0,-0.7814846,"Liolaemus petrophilus","IUCN",96396,-42.934182997
"Liolaemus_poecilochromus_GBIF","acclimatized","cold","Terrestrial",35.20534,37.09259,46.77744,-4.385014,5.44097,0.8349792,"tmax, tmin",-1.88725,0,0,11.5721,0,9.825984,34.3703608,0,"Liolaemus poecilochromus","GBIF",539905,-19.3358345281776
"Liolaemus_poecilochromus_IUCN","acclimatized","cold","Terrestrial",36.15753,37.09259,46.77744,13.65466,5.44097,0.8349792,"tmax, tmin",-0.93506,0,0,10.61991,-8.21369,0,0,-12.8196808,"Liolaemus poecilochromus","IUCN",10167,-26.3318233595
"Liolaemus_pseudoanomalus_IUCN","acclimatized","cold","Terrestrial",36.12148,37.88419,48.54744,12.84192,8.574399,3.674979,"tmax, tmin",-1.76271,0,0,12.42596,-4.267521,0,0,-9.166941,"Liolaemus pseudoanomalus","IUCN",27880,-28.2579329684999
"Liolaemus_quilmes_IUCN","acclimatized","cold","Terrestrial",36.25537,37.88876,47.30744,15.89891,5.027518,-0.05502083,"tmax, tmin",-1.63339,0,0,11.05207,-10.871392,0,0,-15.95393083,"Liolaemus quilmes","IUCN",7935,-26.3643173055
"Liolaemus_quilmes_GBIF","acclimatized","cold","Terrestrial",36.25537,37.88876,47.30744,15.04893,5.027518,-0.05502083,"tmax, tmin",-1.63339,0,0,11.05207,-10.021412,0,0,-15.10395083,"Liolaemus quilmes","GBIF",12069,-26.6851712712983
"Liolaemus_riojanus_IUCN","acclimatized","cold","Terrestrial",35.73527,38.59521,47.81744,10.36061,6.85319,2.184979,"tmax, tmin",-2.85994,0,0,12.08217,-3.50742,0,0,-8.175631,"Liolaemus riojanus","IUCN",14046,-31.139950122
"Liolaemus_robertmertensi_IUCN","acclimatized","cold","Terrestrial",36.1571,38.59534,45.61744,14.25384,10.87313,5.554979,"tmax, tmin",-2.43824,0,0,9.46034,-3.38071,0,0,-8.698861,"Liolaemus robertmertensi","IUCN",19952,-27.6282195804999
"Liolaemus_rothi_IUCN","acclimatized","cold","Terrestrial",35.02812,38.59989,46.41744,1.011908,1.196257,-3.015021,"tmax, tmin",-3.57177,0,0,11.38932,0,0.184349,0,-4.026929,"Liolaemus rothi","IUCN",77654,-39.75285205
"Liolaemus_rothi_GBIF","acclimatized","cold","Terrestrial",35.02812,38.59989,46.41744,-0.1620573,1.196257,-3.015021,"tmax, tmin",-3.57177,0,0,11.38932,0,1.3583143,0,-2.8529637,"Liolaemus rothi","GBIF",253021,-39.9016243781565
"Liolaemus_salinicola_IUCN","acclimatized","cold","Terrestrial",36.12206,37.88635,50.82744,14.2442,11.19985,5.684979,"tmax, tmin",-1.76429,0,0,14.70538,-3.04435,0,0,-8.559221,"Liolaemus salinicola","IUCN",6749,-27.8639966784999
"Liolaemus_scapularis_IUCN","acclimatized","cold","Terrestrial",36.25488,37.88635,48.18744,15.0555,5.720658,0.8749792,"tmax, tmin",-1.63147,0,0,11.93256,-9.334842,0,0,-14.1805208,"Liolaemus scapularis","IUCN",6550,-26.6782646765
"Liolaemus_telsen_IUCN","acclimatized","cold","Terrestrial",30.9176,38.59715,47.21744,4.064988,5.032863,0.4649792,"tmax, tmin",-7.67955,0,0,16.29984,0,0.967875,0,-3.6000088,"Liolaemus telsen","IUCN",21208,-41.733879623
"Liolaemus_xanthoviridis_IUCN","acclimatized","cold","Terrestrial",22.09035,38.59961,47.09744,-0.4220103,3.77712,-0.6550208,"tmax, tmin",-16.50926,0,0,25.00709,0,4.1991303,0,-0.2330105,"Liolaemus xanthoviridis","IUCN",5726,-44.331013589
"Oedothorax_apicatus_GBIF","acclimatized","cold","Terrestrial",26.08109,44.14495,46.48762,-7.773238,-11.02551,-11.78923,"tmax, tmin",-18.06386,0,0,20.40653,-3.252272,0,0,-4.015992,"Oedothorax apicatus","GBIF",1500931,56.9490760621602
"Pardosa_nigriceps_GBIF","acclimatized","cold","Terrestrial",25.7322,44.15057,45.38762,-12.62315,-10.61727,-11.48923,"tmax, tmin",-18.41837,0,0,19.65542,0,2.00588,37.22143,0,"Pardosa nigriceps","GBIF",1413322,58.7839663596746
"Philodromus_aureolus_GBIF","acclimatized","cold","Terrestrial",31.00949,44.15243,47.78762,-11.57734,-14.58524,-15.08923,"tmax, tmin",-13.14294,0,0,16.77813,-3.0079,0,0,-3.51189,"Philodromus aureolus","GBIF",2432361,55.7352148693996
"Phrynosoma_cornutum_IUCN","acclimatized","cold","Terrestrial",40.26522,43.42311,50.17177,1.040206,4.762606,-0.5738862,"tmax, tmin",-3.15789,0,0,9.90655,0,3.7224,0,-1.6140922,"Phrynosoma cornutum","IUCN",1801830,31.469849648
"Platysaurus_intermedius_IUCN","acclimatized","none","Terrestrial",40.24552,46.15938,48.46075,4.69863,5.214395,0.300952,"tmax, tmin",-5.91386,0,0,8.21523,0,0.515765,0,-4.397678,"Platysaurus intermedius","IUCN",391376,-21.9959567625
"Plestiodon_chinensis_IUCN","acclimatized","cold","Terrestrial",37.82938,45.39617,45.6789,-8.664104,0.6939774,-2.783128,"tmax, tmin",-7.56679,0,0,7.84952,0,9.3580814,40.612508,0,"Plestiodon chinensis","IUCN",2247769,28.0595633365
"Plestiodon_elegans_IUCN","acclimatized","cold","Terrestrial",37.82911,44.9143,45.2789,-8.656481,3.026577,-1.473338,"tmax, tmin",-7.08519,0,0,7.44979,0,11.683058,39.302448,0,"Plestiodon elegans","IUCN",3092054,30.7924871925001
"Plestiodon_gilberti_IUCN","acclimatized","cold","Terrestrial",43.42179,43.42179,45.55511,-4.050776,4.166049,-1.073886,"tmax, tmin",0,0,0,2.13332,0,8.216825,44.495676,0,"Plestiodon gilberti","IUCN",216396,35.2476718035001
"Podarcis_muralis_IUCN","acclimatized","cold","Terrestrial",34.86735,44.16751,46.13578,-10.73981,5.92299,5.9,"tmax, tmin",-9.30016,0,0,11.26843,0,16.6628,28.96735,0,"Podarcis muralis","IUCN",1831067,44.084485593
"Prinerigone_vagans_GBIF","acclimatized","none","Terrestrial",24.35755,41.27067,41.58762,-2.414157,-10.05694,-13.57396,"tmax, tmin",-16.91312,0,0,17.23007,-7.642783,0,0,-11.159803,"Prinerigone vagans","GBIF",193078,51.8532944361072
"Protobothrops_mucrosquamatus_IUCN","acclimatized","cold","Terrestrial",42.95127,41.91209,42.36557,-8.694986,-0.1594172,-4.433338,"tmax, tmin",0,1.03918,0.585700000000003,0,0,8.5355688,47.384608,0,"Protobothrops mucrosquamatus","IUCN",3572457,28.422616895
"Psammodromus_algirus_IUCN","acclimatized","both","Terrestrial",29.32693,40.91193,45.78097,1.881167,7.043979,7,"tmax, tmin",-11.585,0,0,16.45404,0,5.162812,22.32693,0,"Psammodromus algirus","IUCN",585059,33.129005226
"Psammodromus_hispanicus_IUCN","acclimatized","both","Terrestrial",24.05729,37.74478,46.74913,-10.13243,8.807301,8.8,"tmax, tmin",-13.68749,0,0,22.69184,0,18.939731,15.25729,0,"Psammodromus hispanicus","IUCN",488894,40.273635593
"Pseudacris_cadaverina_IUCN","acclimatized","cold","Terrestrial",38.31966,38.31966,40.4057,2.628173,-4.584714,-6.535804,"tmax, tmin",0,0,0,2.08604,-7.212887,0,0,-9.163977,"Pseudacris cadaverina","IUCN",63751,32.8212265295
"Pseudacris_regilla_IUCN","acclimatized","cold","Terrestrial",38.28764,38.28764,40.2057,-6.743757,-4.317374,-6.135804,"tmax, tmin",0,0,0,1.91806,0,2.426383,44.423444,0,"Pseudacris regilla","IUCN",1543994,39.4166402815
"Rana_cascadae_IUCN","acclimatized","cold","Terrestrial",33.91111,37.07066,37.2057,-5.945904,-4.350654,-6.135804,"tmax, tmin",-3.15955,0,0,3.29459,0,1.59525,0,-0.189900000000001,"Rana cascadae","IUCN",113889,44.4384598915001
"Rana_pretiosa_IUCN","acclimatized","cold","Terrestrial",28.81797,37.70504,38.4057,-5.964837,-4.363797,-6.135804,"tmax, tmin",-8.88707,0,0,9.58773,0,1.60104,0,-0.170967,"Rana pretiosa","IUCN",62528,45.0841598285
"Sceloporus_undulatus_IUCN","acclimatized","cold","Terrestrial",40.26368,42.06814,42.37677,-10.00431,8.635652,2.626114,"tmax, tmin",-1.80446,0,0,2.11309,0,18.639962,37.637566,0,"Sceloporus undulatus","IUCN",4098308,33.6857207805
"Scotina_gracilipes_GBIF","acclimatized","none","Terrestrial",25.76152,44.14565,47.08762,-17.51664,-7.850911,-11.57253,"tmax, tmin",-18.38413,0,0,21.3261,0,9.665729,37.33405,0,"Scotina gracilipes","GBIF",1013433,56.1790486938401
"Spea_hammondii_IUCN","acclimatized","hot","Terrestrial",29.88039,32.22249,43.07024,-9.140553,-1.948844,-5.241406,"tmax, tmin",-2.3421,0,0,13.18985,0,7.191709,35.121796,0,"Spea hammondii","IUCN",122001,35.2312285305001
"Sphenomorphus_incognitus_IUCN","acclimatized","cold","Terrestrial",37.82922,43.20928,43.46557,-8.659811,9.460005,3.956872,"tmax, tmin",-5.38006,0,0,5.63635,0,18.119816,33.872348,0,"Sphenomorphus incognitus","IUCN",1538455,25.0030408015
"Sphenomorphus_indicus_GBIF","acclimatized","cold","Terrestrial",41.08351,40.56849,40.9789,-8.669243,-4.392883,-7.673338,"tmax, tmin",0,0.51502,0.104609999999994,0,0,4.27636,48.756848,0,"Sphenomorphus indicus","GBIF",5015540,19.1033525343431
"Sphenomorphus_indicus_GARD","acclimatized","cold","Terrestrial",41.08351,40.56849,40.9789,-12.16238,-4.392883,-7.673338,"tmax, tmin",0,0.51502,0.104609999999994,0,0,7.769497,48.756848,0,"Sphenomorphus indicus","GARD",5904450,19.7723983527519
"Sphenomorphus_taiwanensis_GARD","acclimatized","cold","Terrestrial",33.34755,41.07648,41.56557,9.59729,2.588021,-1.442463,"tmax, tmin",-7.72893,0,0,8.21802,-7.009269,0,0,-11.039753,"Sphenomorphus taiwanensis","GARD",25224,23.6924210402988
"Stemonyphantes_lineatus_GBIF","acclimatized","none","Terrestrial",26.04696,44.15139,46.18762,-17.58307,-15.06042,-17.97253,"tmax, tmin",-18.10443,0,0,20.14066,0,2.52265,0,-0.38946,"Stemonyphantes lineatus","GBIF",1841582,55.4341617529814
"Takydromus_hsuehshanensis_IUCN","acclimatized","cold","Terrestrial",33.00656,46.39433,47.66557,19.97953,1.73888,-4.842463,"tmax, tmin",-13.38777,0,0,14.65901,-18.24065,0,0,-24.821993,"Takydromus hsuehshanensis","IUCN",2460,24.2243269205
"Takydromus_septentrionalis_IUCN","acclimatized","cold","Terrestrial",37.82894,46.39794,48.66557,-17.00267,-0.4740827,-4.833338,"tmax, tmin",-8.569,0,0,10.83663,0,16.5285873,42.662278,0,"Takydromus septentrionalis","IUCN",2789522,31.7394890015001
