"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","cold_acc_temp","cold_acc_temp_dormancy"
-173.5,-88.5,-67.1082591021966,-62.7679363468928,-67.1082591021966,-66.5803357512053,-62.86615266305
-173.5,-87.5,-63.626741055346,-59.1001371396972,-63.626741055346,-63.0730200827774,-59.1864974492795
-173.5,-86.5,-59.7520281570298,-54.8877509320421,-59.7520281570298,-59.1618398840516,-54.966962047421
-173.5,-85.5,-57.2401600605675,-51.8880867511034,-57.2401600605675,-56.6158443570246,-51.9747358329727
-173.5,-84.5,-42.4402981672968,-36.4486577318715,-42.4402981672968,-41.7907555557399,-36.5560071943315
-173.5,-83.5,-42.2353826935802,-35.699461299181,-42.2353826935802,-41.5986215814338,-35.8586618793995
-173.5,-82.5,-45.4974920594266,-38.5196498498054,-45.4974920594266,-44.8380720153743,-38.7274711016499
-173.5,-81.5,-46.9479639234553,-39.5174649867628,-46.9479639234553,-46.2331284251422,-39.7774474660999
-173.5,-80.5,-47.4065693405058,-39.7345976178135,-47.4065693405058,-46.6422348006153,-40.032422482994
-173.5,-79.5,-46.2387374176511,-38.6765726464135,-46.2387374176511,-45.4700219200513,-38.9916614923826
-173.5,-78.5,-46.26549645649,-38.262375355299,-46.26549645649,-44.7333017220266,-38.6134057752056
-173.5,64.5,-24.0177864663303,-13.0754328570196,-24.0177864663303,-23.1712204117105,-12.7948552983414
-173.5,65.5,-27.5270063455616,-15.7513303223199,-27.5270063455616,-25.3773988416069,-15.3761181253873
-173.5,66.5,-30.2582664370537,-16.7333110788039,-30.2582664370537,-29.8211078089484,-16.3430326039304
-173.5,67.5,-30.7918021362807,-19.4974272280399,-30.7918021362807,-29.831105296401,-19.8656848055377
-172.5,-89.5,-67.2940704077482,-63.0408899905426,-67.2940704077482,-66.7751600937764,-63.1562564835551
-172.5,-88.5,-67.0966554388138,-62.7550450015813,-67.0966554388138,-66.5702001925401,-62.8532777847855
-172.5,-87.5,-63.475467227559,-58.9488585120865,-63.475467227559,-62.9241404889139,-59.035182013815
