"genus_species","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes"
"Liolaemus_nigromaculatus","Terrestrial","Ignacio","Liolaemus","nigromaculatus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9.3,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,250,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_nigroviridis","Terrestrial","Ignacio","Liolaemus","nigroviridis","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.705,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3370,1550,"IUCN",NA,"terrestrial",NA
"Liolaemus_nitidus","Terrestrial","Ignacio","Liolaemus","nitidus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",8.885,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",NA,"No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3153,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_olongasta","Terrestrial","Ignacio","Liolaemus","olongasta","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1770,900,"IUCN",NA,"terrestrial",NA
"Liolaemus_ornatus","Terrestrial","Ignacio","Liolaemus","ornatus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.46,"Abdala 2005",NA,"omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","No","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","activity period marked as ""all""","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,4800,2000,"IUCN",NA,"terrestrial",NA
"Liolaemus_petrophilus","Terrestrial","Ignacio","Liolaemus","petrophilus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",10,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1400,350,"IUCN",NA,"terrestrial",NA
"Liolaemus_pictus","Terrestrial","Ignacio","Liolaemus","pictus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",10.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",NA,"No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,1600,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_platei","Terrestrial","Ignacio","Liolaemus","platei","Iguanidae","Animalia","Chordata","Reptilia","Squamata",5.44,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,1050,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_poecilochromus","Terrestrial","Ignacio","Liolaemus","poecilochromus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7,"Valdecantos, M. S., Arias, F., & Espinoza, R. E. (2012). Herbivory in Liolaemus poecilochromus, a Small, Cold-Climate Lizard from the Andes of Argentina. Copeia, (2), 203.","mean adult SVL","herbivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,4500,3600,"IUCN",NA,"terrestrial",NA
"Liolaemus_pseudoanomalus","Terrestrial","Ignacio","Liolaemus","pseudoanomalus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.8,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1500,1500,"IUCN",NA,"terrestrial","Endemic northwest Argentian province, recorded at 1500 only. Used as upper and lower on IUCN."
"Liolaemus_pseudolemniscatus","Terrestrial","Ignacio","Liolaemus","pseudolemniscatus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",5.27,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2100,25,"IUCN",NA,"terrestrial",NA
"Liolaemus_quilmes","Terrestrial","Ignacio","Liolaemus","quilmes","Iguanidae","Animalia","Chordata","Reptilia","Squamata",8.9,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Robles, C., & Halloy, M. (2009). Home ranges and reproductive strategies in a neotropical lizard, Liolaemus quilmes (Iguania: Liolaemidae). South American Journal of Herpetology, 4(3), 253-258.","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,2200,1600,"IUCN",NA,"terrestrial",NA
"Liolaemus_riojanus","Terrestrial","Ignacio","Liolaemus","riojanus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.23,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1200,550,"IUCN",NA,"terrestrial",NA
