"longitude","latitude","mean_temp"
-84.5,-84.5,-31.7835405578854
-84.5,-83.5,-31.1866651273723
-84.5,-82.5,-30.4508460735841
-84.5,-81.5,-29.3619165133613
-84.5,-80.5,-29.3654095274244
-84.5,-79.5,-28.2058130311042
-84.5,-78.5,-25.2972811996859
-84.5,-77.5,-22.6889952253934
-84.5,-76.5,-24.3344632622236
-84.5,-75.5,-23.9631375301114
-84.5,-74.5,-23.2667116786415
-84.5,-73.5,-15.1573070610917
-84.5,-72.5,-11.842825987561
-84.5,-71.5,NA
-84.5,-70.5,NA
-84.5,-69.5,NA
-84.5,-68.5,NA
-84.5,-67.5,NA
-84.5,-66.5,NA
-84.5,-65.5,NA
-84.5,-64.5,NA
-84.5,-63.5,NA
-84.5,-62.5,NA
-84.5,-61.5,NA
-84.5,-60.5,NA
-84.5,-59.5,NA
-84.5,-58.5,NA
-84.5,-57.5,NA
-84.5,-56.5,NA
-84.5,-55.5,NA
-84.5,-54.5,NA
-84.5,-53.5,NA
-84.5,-52.5,NA
-84.5,-51.5,NA
-84.5,-50.5,NA
-84.5,-49.5,NA
-84.5,-48.5,NA
-84.5,-47.5,NA
-84.5,-46.5,NA
-84.5,-45.5,NA
-84.5,-44.5,NA
-84.5,-43.5,NA
-84.5,-42.5,NA
-84.5,-41.5,NA
-84.5,-40.5,NA
-84.5,-39.5,NA
-84.5,-38.5,NA
-84.5,-37.5,NA
-84.5,-36.5,NA
-84.5,-35.5,NA
-84.5,-34.5,NA
-84.5,-33.5,NA
-84.5,-32.5,NA
-84.5,-31.5,NA
-84.5,-30.5,NA
-84.5,-29.5,NA
-84.5,-28.5,NA
-84.5,-27.5,NA
-84.5,-26.5,NA
-84.5,-25.5,NA
-84.5,-24.5,NA
-84.5,-23.5,NA
-84.5,-22.5,NA
-84.5,-21.5,NA
-84.5,-20.5,NA
-84.5,-19.5,NA
-84.5,-18.5,NA
-84.5,-17.5,NA
-84.5,-16.5,NA
-84.5,-15.5,NA
-84.5,-14.5,NA
-84.5,-13.5,NA
-84.5,-12.5,NA
-84.5,-11.5,NA
-84.5,-10.5,NA
-84.5,-9.5,NA
-84.5,-8.5,NA
-84.5,-7.5,NA
-84.5,-6.5,NA
-84.5,-5.5,NA
-84.5,-4.5,NA
-84.5,-3.5,NA
-84.5,-2.5,NA
-84.5,-1.5,NA
-84.5,-0.5,NA
-84.5,0.5,NA
-84.5,1.5,NA
-84.5,2.5,NA
-84.5,3.5,NA
-84.5,4.5,NA
-84.5,5.5,NA
-84.5,6.5,NA
-84.5,7.5,NA
-84.5,8.5,NA
-84.5,9.5,26.3206651497066
-84.5,10.5,25.3109951090905
-84.5,11.5,26.8458624246496
-84.5,12.5,26.829086137023
-84.5,13.5,26.5754390464656
-84.5,14.5,26.4784257876304
-84.5,15.5,27.0263481071657
-84.5,16.5,NA
-84.5,17.5,NA
-84.5,18.5,NA
-84.5,19.5,NA
-84.5,20.5,NA
-84.5,21.5,25.8095136513876
-84.5,22.5,25.3531973619148
-84.5,23.5,NA
-84.5,24.5,NA
-84.5,25.5,NA
-84.5,26.5,NA
-84.5,27.5,NA
-84.5,28.5,NA
-84.5,29.5,20.4793164862732
-84.5,30.5,19.3820237987914
-84.5,31.5,18.5153982991288
-84.5,32.5,17.3588878966596
-84.5,33.5,16.0974424590298
-84.5,34.5,14.6570990405909
-84.5,35.5,13.7592617063271
-84.5,36.5,12.8999340247207
-84.5,37.5,12.4840926991623
-84.5,38.5,11.8675004093206
-84.5,39.5,10.9094360928156
-84.5,40.5,9.95443614176084
-84.5,41.5,9.38315957917213
-84.5,42.5,8.7623206146585
-84.5,43.5,8.04234536449405
-84.5,44.5,6.45843946514001
-84.5,45.5,5.80764111208286
-84.5,46.5,4.63288784564841
-84.5,47.5,2.71425755862182
-84.5,48.5,1.03463214482944
-84.5,49.5,0.136803640519884
-84.5,50.5,-0.070729101289667
-84.5,51.5,-1.12469649150781
-84.5,52.5,-2.26505894766796
-84.5,53.5,-3.061074292195
-84.5,54.5,-4.12149583117118
-84.5,55.5,-4.47370113854126
-84.5,56.5,NA
-84.5,57.5,NA
-84.5,58.5,NA
-84.5,59.5,NA
-84.5,60.5,NA
-84.5,61.5,NA
-84.5,62.5,NA
-84.5,63.5,-9.73030039852873
-84.5,64.5,-11.4475699647299
-84.5,65.5,-11.1411341904305
-84.5,66.5,-11.555948164812
-84.5,67.5,-12.8433346358261
-84.5,68.5,-12.7560620198415
-84.5,69.5,-12.525442876962
-84.5,70.5,-12.3973804236926
-84.5,71.5,-11.7653032765719
-84.5,72.5,-12.8299313235638
-84.5,73.5,-11.915788961583
-84.5,74.5,-13.221568090916
-84.5,75.5,-15.553594010634
-84.5,76.5,-15.9632722368236
-84.5,77.5,-16.358675185586
-84.5,78.5,-17.5252104324273
-84.5,79.5,-17.9137989210062
-84.5,80.5,-19.12789440117
-84.5,81.5,-20.5782979052417
-84.5,82.5,-18.7571659918266
-84.5,83.5,NA
-84.5,84.5,NA
-84.5,85.5,NA
-84.5,86.5,NA
-84.5,87.5,NA
-84.5,88.5,NA
-84.5,89.5,NA
-83.5,-89.5,-47.984961534876
-83.5,-88.5,-45.995534108902
-83.5,-87.5,-41.6970949722773
-83.5,-86.5,-35.7030888386443
-83.5,-85.5,-31.7984458271029
-83.5,-84.5,-31.6933173084294
-83.5,-83.5,-30.9519513211888
-83.5,-82.5,-30.1144852500687
-83.5,-81.5,-28.7119491181022
-83.5,-80.5,-29.3507528834562
-83.5,-79.5,-26.0475183252458
-83.5,-78.5,-21.3218287340156
-83.5,-77.5,-22.7689196786616
-83.5,-76.5,-24.2577197989072
-83.5,-75.5,-23.4839725169505
-83.5,-74.5,-22.5931363310686
-83.5,-73.5,-14.5600645646272
-83.5,-72.5,-11.8235022890675
-83.5,-71.5,NA
-83.5,-70.5,NA
-83.5,-69.5,NA
-83.5,-68.5,NA
-83.5,-67.5,NA
-83.5,-66.5,NA
-83.5,-65.5,NA
-83.5,-64.5,NA
-83.5,-63.5,NA
-83.5,-62.5,NA
-83.5,-61.5,NA
-83.5,-60.5,NA
-83.5,-59.5,NA
-83.5,-58.5,NA
-83.5,-57.5,NA
-83.5,-56.5,NA
-83.5,-55.5,NA
-83.5,-54.5,NA
-83.5,-53.5,NA
-83.5,-52.5,NA
-83.5,-51.5,NA
-83.5,-50.5,NA
-83.5,-49.5,NA
-83.5,-48.5,NA
-83.5,-47.5,NA
-83.5,-46.5,NA
-83.5,-45.5,NA
-83.5,-44.5,NA
-83.5,-43.5,NA
-83.5,-42.5,NA
-83.5,-41.5,NA
-83.5,-40.5,NA
-83.5,-39.5,NA
-83.5,-38.5,NA
-83.5,-37.5,NA
-83.5,-36.5,NA
-83.5,-35.5,NA
-83.5,-34.5,NA
-83.5,-33.5,NA
-83.5,-32.5,NA
-83.5,-31.5,NA
-83.5,-30.5,NA
-83.5,-29.5,NA
-83.5,-28.5,NA
-83.5,-27.5,NA
-83.5,-26.5,NA
-83.5,-25.5,NA
-83.5,-24.5,NA
-83.5,-23.5,NA
-83.5,-22.5,NA
-83.5,-21.5,NA
-83.5,-20.5,NA
-83.5,-19.5,NA
-83.5,-18.5,NA
-83.5,-17.5,NA
-83.5,-16.5,NA
-83.5,-15.5,NA
-83.5,-14.5,NA
-83.5,-13.5,NA
-83.5,-12.5,NA
-83.5,-11.5,NA
-83.5,-10.5,NA
-83.5,-9.5,NA
-83.5,-8.5,NA
-83.5,-7.5,NA
-83.5,-6.5,NA
-83.5,-5.5,NA
-83.5,-4.5,NA
-83.5,-3.5,NA
-83.5,-2.5,NA
-83.5,-1.5,NA
-83.5,-0.5,NA
-83.5,0.5,NA
-83.5,1.5,NA
-83.5,2.5,NA
-83.5,3.5,NA
-83.5,4.5,NA
-83.5,5.5,NA
-83.5,6.5,NA
-83.5,7.5,NA
-83.5,8.5,26.6842218077282
-83.5,9.5,22.1740978356191
-83.5,10.5,26.5551333743424
-83.5,11.5,27.2920390806827
-83.5,12.5,27.4389169024722
-83.5,13.5,27.2910751530943
-83.5,14.5,27.2591424982599
-83.5,15.5,27.406371621774
-83.5,16.5,NA
-83.5,17.5,NA
-83.5,18.5,NA
-83.5,19.5,NA
-83.5,20.5,NA
-83.5,21.5,NA
-83.5,22.5,25.288789386353
-83.5,23.5,NA
-83.5,24.5,NA
-83.5,25.5,NA
-83.5,26.5,NA
-83.5,27.5,NA
-83.5,28.5,NA
-83.5,29.5,20.5187733483173
-83.5,30.5,19.434253010101
-83.5,31.5,18.5071056589234
-83.5,32.5,17.6156597519841
-83.5,33.5,16.3991810555298
-83.5,34.5,14.5908279645036
-83.5,35.5,12.7238550889199
-83.5,36.5,12.8331655882968
-83.5,37.5,12.2310262469456
-83.5,38.5,11.7836489268506
-83.5,39.5,11.0944571118773
-83.5,40.5,10.129255776249
-83.5,41.5,9.67042339129619
-83.5,42.5,8.93918323774716
-83.5,43.5,8.34988845015744
-83.5,44.5,7.37889167957935
-83.5,45.5,6.08488261115193
-83.5,46.5,4.19009333555621
-83.5,47.5,2.08577099167871
-83.5,48.5,0.980748120843824
-83.5,49.5,0.262116779644868
-83.5,50.5,-0.278589545088608
-83.5,51.5,-1.03840119420423
-83.5,52.5,-2.07564203270882
-83.5,53.5,-3.0123569305848
-83.5,54.5,-3.8861282549151
-83.5,55.5,-4.24583854510655
-83.5,56.5,NA
-83.5,57.5,NA
-83.5,58.5,NA
-83.5,59.5,NA
-83.5,60.5,NA
-83.5,61.5,NA
-83.5,62.5,-8.75185453676548
-83.5,63.5,-9.45321139742283
-83.5,64.5,-11.424628582039
-83.5,65.5,-10.7960432981069
-83.5,66.5,-11.4576029738089
-83.5,67.5,-12.8435643563153
-83.5,68.5,-12.8103385612256
-83.5,69.5,-12.0735040956539
-83.5,70.5,-12.4938213894101
-83.5,71.5,-12.2701795305883
-83.5,72.5,-13.1971558399195
-83.5,73.5,-12.6183903487211
-83.5,74.5,-12.2292742765041
-83.5,75.5,-17.1224843236684
-83.5,76.5,-15.2537017183458
-83.5,77.5,-16.0634093011126
-83.5,78.5,-17.4076605508626
-83.5,79.5,-18.6760657525399
-83.5,80.5,-18.4294562117806
-83.5,81.5,-21.9102051700843
-83.5,82.5,-18.5680276014847
-83.5,83.5,NA
-83.5,84.5,NA
-83.5,85.5,NA
-83.5,86.5,NA
-83.5,87.5,NA
-83.5,88.5,NA
-83.5,89.5,NA
-82.5,-89.5,-47.9805125335974
-82.5,-88.5,-45.9913796878871
-82.5,-87.5,-41.7731652922189
-82.5,-86.5,-35.8951443116657
-82.5,-85.5,-31.9383637537583
-82.5,-84.5,-31.6793172780438
-82.5,-83.5,-30.8652078555063
-82.5,-82.5,-29.5945079474409
-82.5,-81.5,-28.1923078503291
-82.5,-80.5,-28.8464163992278
-82.5,-79.5,-24.2006274220865
-82.5,-78.5,-21.4240074558871
-82.5,-77.5,-22.5415007288049
-82.5,-76.5,-23.9820338688545
-82.5,-75.5,-23.023854526396
-82.5,-74.5,-21.8500489070676
-82.5,-73.5,-13.998199626682
-82.5,-72.5,-11.7810276056734
-82.5,-71.5,NA
-82.5,-70.5,NA
-82.5,-69.5,NA
-82.5,-68.5,NA
-82.5,-67.5,NA
-82.5,-66.5,NA
-82.5,-65.5,NA
-82.5,-64.5,NA
-82.5,-63.5,NA
-82.5,-62.5,NA
-82.5,-61.5,NA
-82.5,-60.5,NA
-82.5,-59.5,NA
-82.5,-58.5,NA
-82.5,-57.5,NA
-82.5,-56.5,NA
-82.5,-55.5,NA
-82.5,-54.5,NA
-82.5,-53.5,NA
-82.5,-52.5,NA
-82.5,-51.5,NA
-82.5,-50.5,NA
-82.5,-49.5,NA
-82.5,-48.5,NA
-82.5,-47.5,NA
-82.5,-46.5,NA
-82.5,-45.5,NA
-82.5,-44.5,NA
-82.5,-43.5,NA
-82.5,-42.5,NA
-82.5,-41.5,NA
-82.5,-40.5,NA
-82.5,-39.5,NA
-82.5,-38.5,NA
-82.5,-37.5,NA
-82.5,-36.5,NA
-82.5,-35.5,NA
-82.5,-34.5,NA
-82.5,-33.5,NA
-82.5,-32.5,NA
-82.5,-31.5,NA
-82.5,-30.5,NA
-82.5,-29.5,NA
-82.5,-28.5,NA
-82.5,-27.5,NA
-82.5,-26.5,NA
-82.5,-25.5,NA
-82.5,-24.5,NA
-82.5,-23.5,NA
-82.5,-22.5,NA
-82.5,-21.5,NA
-82.5,-20.5,NA
-82.5,-19.5,NA
-82.5,-18.5,NA
-82.5,-17.5,NA
-82.5,-16.5,NA
-82.5,-15.5,NA
-82.5,-14.5,NA
-82.5,-13.5,NA
-82.5,-12.5,NA
-82.5,-11.5,NA
-82.5,-10.5,NA
-82.5,-9.5,NA
-82.5,-8.5,NA
-82.5,-7.5,NA
-82.5,-6.5,NA
-82.5,-5.5,NA
-82.5,-4.5,NA
-82.5,-3.5,NA
-82.5,-2.5,NA
-82.5,-1.5,NA
-82.5,-0.5,NA
-82.5,0.5,NA
-82.5,1.5,NA
-82.5,2.5,NA
-82.5,3.5,NA
-82.5,4.5,NA
-82.5,5.5,NA
-82.5,6.5,NA
-82.5,7.5,NA
-82.5,8.5,25.1899598631767
-82.5,9.5,25.7388319780452
-82.5,10.5,NA
-82.5,11.5,NA
-82.5,12.5,NA
-82.5,13.5,NA
-82.5,14.5,NA
-82.5,15.5,NA
-82.5,16.5,NA
-82.5,17.5,NA
-82.5,18.5,NA
-82.5,19.5,NA
-82.5,20.5,NA
-82.5,21.5,26.0119684151017
-82.5,22.5,25.3760079491244
-82.5,23.5,25.0180929620623
-82.5,24.5,NA
-82.5,25.5,NA
-82.5,26.5,23.5052759752381
-82.5,27.5,22.7678958819236
-82.5,28.5,21.866404407326
-82.5,29.5,20.6541436549752
-82.5,30.5,19.6279212064177
-82.5,31.5,18.7554880351253
-82.5,32.5,17.9198302749524
-82.5,33.5,16.8282665811765
-82.5,34.5,15.4348639401068
-82.5,35.5,12.6864553131908
-82.5,36.5,11.9028794529423
-82.5,37.5,11.8048163556854
-82.5,38.5,11.798562467753
-82.5,39.5,11.1589995803857
-82.5,40.5,10.1246048447864
-82.5,41.5,9.72378055122399
-82.5,42.5,9.09763589941552
-82.5,43.5,8.4055372208723
-82.5,44.5,NA
-82.5,45.5,NA
-82.5,46.5,3.94947545139852
-82.5,47.5,2.0784702204381
-82.5,48.5,1.04278042332153
-82.5,49.5,0.440038395122401
-82.5,50.5,-0.198944246378143
-82.5,51.5,-0.976171113743701
-82.5,52.5,-1.74304883125951
-82.5,53.5,-2.66179828719755
-82.5,54.5,-3.42256320408872
-82.5,55.5,-3.96184688278317
-82.5,56.5,NA
-82.5,57.5,NA
-82.5,58.5,NA
-82.5,59.5,NA
-82.5,60.5,NA
-82.5,61.5,NA
-82.5,62.5,-8.51348002042436
-82.5,63.5,-9.25322243739473
-82.5,64.5,-10.7067187658684
-82.5,65.5,NA
-82.5,66.5,-10.9881241654291
-82.5,67.5,-12.3374794952592
-82.5,68.5,-11.7320383131104
-82.5,69.5,-11.4921611659703
-82.5,70.5,-12.29628515428
-82.5,71.5,-12.4580874994211
-82.5,72.5,-13.9094782368095
-82.5,73.5,-13.1519177464754
-82.5,74.5,-13.2471949146967
-82.5,75.5,-18.126172607395
-82.5,76.5,-15.0486914415477
-82.5,77.5,-15.9000709225257
-82.5,78.5,-16.6637521529677
-82.5,79.5,-19.0060501343463
-82.5,80.5,-18.3687511526859
-82.5,81.5,-22.36348213481
-82.5,82.5,-18.4319962346404
-82.5,83.5,NA
-82.5,84.5,NA
-82.5,85.5,NA
-82.5,86.5,NA
-82.5,87.5,NA
-82.5,88.5,NA
-82.5,89.5,NA
-81.5,-89.5,-47.976718889898
-81.5,-88.5,-45.990562503684
-81.5,-87.5,-41.8462481973685
-81.5,-86.5,-36.0807281274819
-81.5,-85.5,-32.000145608259
-81.5,-84.5,-31.5342198479037
-81.5,-83.5,-30.8409836058424
-81.5,-82.5,-29.2515534060654
-81.5,-81.5,-27.7143439478157
-81.5,-80.5,-27.8636597721404
-81.5,-79.5,-23.3064815732217
-81.5,-78.5,-22.38467343708
-81.5,-77.5,-21.7783930503539
-81.5,-76.5,-23.8142280810227
-81.5,-75.5,-22.6077093676743
-81.5,-74.5,-22.0828196561025
-81.5,-73.5,-13.8966498860536
-81.5,-72.5,-11.71568150182
-81.5,-71.5,NA
-81.5,-70.5,NA
-81.5,-69.5,NA
-81.5,-68.5,NA
-81.5,-67.5,NA
-81.5,-66.5,NA
-81.5,-65.5,NA
-81.5,-64.5,NA
-81.5,-63.5,NA
-81.5,-62.5,NA
-81.5,-61.5,NA
-81.5,-60.5,NA
-81.5,-59.5,NA
-81.5,-58.5,NA
-81.5,-57.5,NA
-81.5,-56.5,NA
-81.5,-55.5,NA
-81.5,-54.5,NA
-81.5,-53.5,NA
-81.5,-52.5,NA
-81.5,-51.5,NA
-81.5,-50.5,NA
-81.5,-49.5,NA
-81.5,-48.5,NA
-81.5,-47.5,NA
-81.5,-46.5,NA
-81.5,-45.5,NA
-81.5,-44.5,NA
-81.5,-43.5,NA
-81.5,-42.5,NA
-81.5,-41.5,NA
-81.5,-40.5,NA
-81.5,-39.5,NA
-81.5,-38.5,NA
-81.5,-37.5,NA
-81.5,-36.5,NA
-81.5,-35.5,NA
-81.5,-34.5,NA
-81.5,-33.5,NA
-81.5,-32.5,NA
-81.5,-31.5,NA
-81.5,-30.5,NA
-81.5,-29.5,NA
-81.5,-28.5,NA
-81.5,-27.5,NA
-81.5,-26.5,NA
-81.5,-25.5,NA
-81.5,-24.5,NA
-81.5,-23.5,NA
-81.5,-22.5,NA
-81.5,-21.5,NA
-81.5,-20.5,NA
-81.5,-19.5,NA
-81.5,-18.5,NA
-81.5,-17.5,NA
-81.5,-16.5,NA
-81.5,-15.5,NA
-81.5,-14.5,NA
-81.5,-13.5,NA
-81.5,-12.5,NA
-81.5,-11.5,NA
-81.5,-10.5,NA
-81.5,-9.5,NA
-81.5,-8.5,NA
-81.5,-7.5,NA
-81.5,-6.5,NA
-81.5,-5.5,22.5976521867747
-81.5,-4.5,22.9012069118046
-81.5,-3.5,NA
-81.5,-2.5,NA
-81.5,-1.5,NA
-81.5,-0.5,NA
-81.5,0.5,NA
-81.5,1.5,NA
-81.5,2.5,NA
-81.5,3.5,NA
-81.5,4.5,NA
-81.5,5.5,NA
-81.5,6.5,NA
-81.5,7.5,26.8246938393584
-81.5,8.5,25.5366335009735
-81.5,9.5,NA
-81.5,10.5,NA
-81.5,11.5,NA
-81.5,12.5,NA
-81.5,13.5,NA
-81.5,14.5,NA
-81.5,15.5,NA
-81.5,16.5,NA
-81.5,17.5,NA
-81.5,18.5,NA
-81.5,19.5,NA
-81.5,20.5,NA
-81.5,21.5,NA
-81.5,22.5,25.1632004151018
-81.5,23.5,24.7497946018431
-81.5,24.5,NA
-81.5,25.5,24.1684837333131
-81.5,26.5,23.3154146043726
-81.5,27.5,22.5453441541766
-81.5,28.5,21.8223366499676
-81.5,29.5,21.0097806607798
-81.5,30.5,20.0900039760721
-81.5,31.5,19.1297125724908
-81.5,32.5,18.3128157358576
-81.5,33.5,17.2254386919892
-81.5,34.5,15.9933090640563
-81.5,35.5,13.7304280186777
-81.5,36.5,11.0083664402564
-81.5,37.5,11.0795360755394
-81.5,38.5,11.5279357789027
-81.5,39.5,11.0109960945684
-81.5,40.5,10.1391410988708
-81.5,41.5,9.49264185943403
-81.5,42.5,8.78101217485733
-81.5,43.5,7.70668862831685
-81.5,44.5,6.9698342623506
-81.5,45.5,5.9223909298122
-81.5,46.5,3.91282417980113
-81.5,47.5,2.11603446907512
-81.5,48.5,1.1475770262649
-81.5,49.5,0.524779458191909
-81.5,50.5,0.0160475856069492
-81.5,51.5,-0.653525229437807
-81.5,52.5,-1.49320520090945
-81.5,53.5,-2.46151243975036
-81.5,54.5,NA
-81.5,55.5,NA
-81.5,56.5,NA
-81.5,57.5,NA
-81.5,58.5,NA
-81.5,59.5,NA
-81.5,60.5,NA
-81.5,61.5,NA
-81.5,62.5,NA
-81.5,63.5,-9.10866131276517
-81.5,64.5,-9.68639131934328
-81.5,65.5,NA
-81.5,66.5,NA
-81.5,67.5,-11.2879307618343
-81.5,68.5,-11.1933238760492
-81.5,69.5,-11.30073042407
-81.5,70.5,-11.8654228266357
-81.5,71.5,-12.5428870697685
-81.5,72.5,-13.0949874283108
-81.5,73.5,-12.4961853317723
-81.5,74.5,-13.2018127823672
-81.5,75.5,-16.3458385286841
-81.5,76.5,-14.6714398485908
-81.5,77.5,-15.8435703742252
-81.5,78.5,-18.0923504141632
-81.5,79.5,-17.8745294225223
-81.5,80.5,-18.8622896937198
-81.5,81.5,-22.7533378802811
-81.5,82.5,-19.0824583303633
-81.5,83.5,NA
-81.5,84.5,NA
-81.5,85.5,NA
-81.5,86.5,NA
-81.5,87.5,NA
-81.5,88.5,NA
-81.5,89.5,NA
-80.5,-89.5,-47.9732790997274
-80.5,-88.5,-45.9915143555791
-80.5,-87.5,-41.9208425548315
-80.5,-86.5,-36.2408045359881
-80.5,-85.5,-32.0087681681183
-80.5,-84.5,-31.3632542282019
-80.5,-83.5,-30.7872708844383
-80.5,-82.5,-29.0046228947948
-80.5,-81.5,-27.2977867228775
-80.5,-80.5,-26.8766306868168
-80.5,-79.5,-22.4798441100575
-80.5,-78.5,-22.6003412336991
-80.5,-77.5,-22.4043911839204
-80.5,-76.5,-23.6759806574627
-80.5,-75.5,-22.1217289557519
-80.5,-74.5,-22.4473260234851
-80.5,-73.5,-15.3912861065437
-80.5,-72.5,NA
-80.5,-71.5,NA
-80.5,-70.5,NA
-80.5,-69.5,NA
-80.5,-68.5,NA
-80.5,-67.5,NA
-80.5,-66.5,NA
-80.5,-65.5,NA
-80.5,-64.5,NA
-80.5,-63.5,NA
-80.5,-62.5,NA
-80.5,-61.5,NA
-80.5,-60.5,NA
-80.5,-59.5,NA
-80.5,-58.5,NA
-80.5,-57.5,NA
-80.5,-56.5,NA
-80.5,-55.5,NA
-80.5,-54.5,NA
-80.5,-53.5,NA
-80.5,-52.5,NA
-80.5,-51.5,NA
-80.5,-50.5,NA
-80.5,-49.5,NA
-80.5,-48.5,NA
-80.5,-47.5,NA
-80.5,-46.5,NA
-80.5,-45.5,NA
-80.5,-44.5,NA
-80.5,-43.5,NA
-80.5,-42.5,NA
-80.5,-41.5,NA
-80.5,-40.5,NA
-80.5,-39.5,NA
-80.5,-38.5,NA
-80.5,-37.5,NA
-80.5,-36.5,NA
-80.5,-35.5,NA
-80.5,-34.5,NA
-80.5,-33.5,NA
-80.5,-32.5,NA
-80.5,-31.5,NA
-80.5,-30.5,NA
-80.5,-29.5,NA
-80.5,-28.5,NA
-80.5,-27.5,NA
-80.5,-26.5,NA
-80.5,-25.5,NA
-80.5,-24.5,NA
-80.5,-23.5,NA
-80.5,-22.5,NA
-80.5,-21.5,NA
-80.5,-20.5,NA
-80.5,-19.5,NA
-80.5,-18.5,NA
-80.5,-17.5,NA
-80.5,-16.5,NA
-80.5,-15.5,NA
-80.5,-14.5,NA
-80.5,-13.5,NA
-80.5,-12.5,NA
-80.5,-11.5,NA
-80.5,-10.5,NA
-80.5,-9.5,NA
-80.5,-8.5,NA
-80.5,-7.5,NA
-80.5,-6.5,22.5568237363545
-80.5,-5.5,23.8864733050415
-80.5,-4.5,23.5243354769378
-80.5,-3.5,24.7446111319306
-80.5,-2.5,24.5726002372528
-80.5,-1.5,23.9971728566654
-80.5,-0.5,24.4728376154893
-80.5,0.5,24.9624483346543
-80.5,1.5,NA
-80.5,2.5,NA
-80.5,3.5,NA
-80.5,4.5,NA
-80.5,5.5,NA
-80.5,6.5,NA
-80.5,7.5,26.7071373451504
-80.5,8.5,26.5852390430544
-80.5,9.5,27.3274575414578
-80.5,10.5,NA
-80.5,11.5,NA
-80.5,12.5,NA
-80.5,13.5,NA
-80.5,14.5,NA
-80.5,15.5,NA
-80.5,16.5,NA
-80.5,17.5,NA
-80.5,18.5,NA
-80.5,19.5,NA
-80.5,20.5,NA
-80.5,21.5,25.4889378376465
-80.5,22.5,24.8587795264679
-80.5,23.5,NA
-80.5,24.5,NA
-80.5,25.5,24.0966294026804
-80.5,26.5,23.2213817254199
-80.5,27.5,22.715728920769
-80.5,28.5,22.1622527920291
-80.5,29.5,NA
-80.5,30.5,NA
-80.5,31.5,NA
-80.5,32.5,18.6454786721854
-80.5,33.5,17.5035091231689
-80.5,34.5,16.1667028643814
-80.5,35.5,14.5705597240929
-80.5,36.5,12.7547450086042
-80.5,37.5,11.2540121804733
-80.5,38.5,10.5311255402733
-80.5,39.5,10.6351112710087
-80.5,40.5,9.89468983863581
-80.5,41.5,9.06846332083492
-80.5,42.5,8.4778286087852
-80.5,43.5,6.94707437175288
-80.5,44.5,6.01359200259845
-80.5,45.5,5.50433940968744
-80.5,46.5,3.97492323781723
-80.5,47.5,2.20588843049932
-80.5,48.5,1.26591896529768
-80.5,49.5,0.336834654313834
-80.5,50.5,-0.0272638596499831
-80.5,51.5,-0.255928112297306
-80.5,52.5,-1.23672938785311
-80.5,53.5,NA
-80.5,54.5,NA
-80.5,55.5,NA
-80.5,56.5,NA
-80.5,57.5,NA
-80.5,58.5,NA
-80.5,59.5,NA
-80.5,60.5,NA
-80.5,61.5,NA
-80.5,62.5,-7.8674297044511
-80.5,63.5,-8.79972761565201
-80.5,64.5,NA
-80.5,65.5,NA
-80.5,66.5,NA
-80.5,67.5,NA
-80.5,68.5,NA
-80.5,69.5,-11.2085394902149
-80.5,70.5,-11.8102319614956
-80.5,71.5,-12.7722877596956
-80.5,72.5,-11.8230951619759
-80.5,73.5,-12.3719466597757
-80.5,74.5,-11.4976183614797
-80.5,75.5,-13.7427341020828
-80.5,76.5,-15.4498344025076
-80.5,77.5,-17.6057158913899
-80.5,78.5,-21.314369227003
-80.5,79.5,-19.2083402374747
-80.5,80.5,-19.2953904292142
-80.5,81.5,-23.0978218471842
-80.5,82.5,-19.6951029167091
-80.5,83.5,NA
-80.5,84.5,NA
-80.5,85.5,NA
-80.5,86.5,NA
-80.5,87.5,NA
-80.5,88.5,NA
-80.5,89.5,NA
-79.5,-89.5,-47.9693617396106
-79.5,-88.5,-45.9932506691246
-79.5,-87.5,-41.9931604649684
-79.5,-86.5,-36.359342741485
-79.5,-85.5,-31.923960207549
-79.5,-84.5,-31.1750558979871
-79.5,-83.5,-30.6438133158455
-79.5,-82.5,-28.7538221751164
-79.5,-81.5,-26.8102219198702
-79.5,-80.5,-26.0954033211639
-79.5,-79.5,-22.9593583208131
-79.5,-78.5,-22.2086935151073
-79.5,-77.5,-23.0660205210829
-79.5,-76.5,-23.1208266775224
-79.5,-75.5,-21.5123965946368
-79.5,-74.5,-22.4682364547456
-79.5,-73.5,-16.517317080834
-79.5,-72.5,NA
-79.5,-71.5,NA
-79.5,-70.5,NA
-79.5,-69.5,NA
-79.5,-68.5,NA
-79.5,-67.5,NA
-79.5,-66.5,NA
-79.5,-65.5,NA
-79.5,-64.5,NA
-79.5,-63.5,NA
-79.5,-62.5,NA
-79.5,-61.5,NA
-79.5,-60.5,NA
-79.5,-59.5,NA
-79.5,-58.5,NA
-79.5,-57.5,NA
-79.5,-56.5,NA
-79.5,-55.5,NA
-79.5,-54.5,NA
-79.5,-53.5,NA
-79.5,-52.5,NA
-79.5,-51.5,NA
-79.5,-50.5,NA
-79.5,-49.5,NA
-79.5,-48.5,NA
-79.5,-47.5,NA
-79.5,-46.5,NA
-79.5,-45.5,NA
-79.5,-44.5,NA
-79.5,-43.5,NA
-79.5,-42.5,NA
-79.5,-41.5,NA
-79.5,-40.5,NA
-79.5,-39.5,NA
-79.5,-38.5,NA
-79.5,-37.5,NA
-79.5,-36.5,NA
-79.5,-35.5,NA
-79.5,-34.5,NA
-79.5,-33.5,NA
