"Realm","Class","Order","Family","Genus","Species","Tmin","Tmax","Metric_Tmin","Metric_Tmax","RealizedRangeSource","AbsLatitude","RangeSize","LogBodySize","DispersalDistance","HotSeasonDormancy","ColdSeasonDormancy","NicheFilling_Warm","NicheFilling_Cool","LogRangeFilling","EquatorwardBiasInUnderfilling","NicheFilling_Warm_Behaviour","NicheFilling_Warm_Acclimation","NicheFilling_Cool_Acclimation","LogRangeFilling_Acclimation","EquatorwardBiasInUnderfilling_Acclimation"
"Terrestrial","Amphibia","Anura","Dendrobatidae","Dendrobates","auratus",9.5,34.8,"lt","ct","IUCN",13.5207421030001,17,1.43508452528932,1,"No","No",-0.807968139648395,-8.2570466995239,-4.22123631407672,0.0463194578896419,NA,-4.13363,-9.500628,-4.27992876465087,0.0370725648262589
"Terrestrial","Amphibia","Anura","Dicroglossidae","Limnonectes","woodworthi",NA,35.9,NA,"ct","IUCN",15.602261145,8,1.9387416595767,1,"No",NA,-1.6177673339844,NA,NA,NA,NA,-5.64217,NA,NA,NA
"Terrestrial","Amphibia","Anura","Dicroglossidae","Occidozyga","laevis",NA,35.3,NA,"ct","IUCN",9.46836624900004,60,1.56861591791385,1,"No",NA,-0.886238098144503,NA,NA,NA,NA,-5.71011,NA,NA,NA
"Terrestrial","Amphibia","Anura","Eleutherodactylidae","Craugastor","fitzingeri",8,NA,"lt",NA,"IUCN",9.82639719900004,29,1.65822807660353,1,NA,"No",NA,-4.62898349761968,NA,NA,NA,NA,-6.07435,NA,NA
"Terrestrial","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","coqui",7.5,37.2,"ct","ct","IUCN",21.954099141,3,1.64865862558738,1,"No","Yes",-4.0744934082031,-6.91748094558712,-4.87264955112235,0.000116550116550096,-4.0744934082031,-4.07449,-8.80622,-5.07308830874281,-0.00166558511788883
"Terrestrial","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","coqui",7.5,37.2,"ct","ct","IUCN",21.954099141,3,1.64865862558738,1,"No","Yes",-4.0744934082031,-6.91748094558712,-4.87264955112235,0.000116550116550096,-4.0744934082031,-4.07449,-8.80622,-5.07308830874281,-0.00166558511788883
"Terrestrial","Amphibia","Anura","Hylidae","Acris","crepitans",-1,NA,"lt",NA,"IUCN",35.612487486,398,1.25276296849537,10,NA,"Yes",NA,9.24490255117415,NA,NA,NA,NA,5.927698,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Cyclorana","alboguttatus",NA,33.8,NA,"ct","IUCN",20.8974047975,128,2.04122032885964,1,"Yes",NA,-1.5248432159424,NA,NA,NA,NA,-1.52484,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Cyclorana","brevipes",NA,40,NA,"ct","IUCN",25.3588555745,92,1.6094379124341,1,"Yes",NA,-3.5587825775146,NA,NA,NA,NA,-3.55878,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Hyla","aurea",NA,36.2,NA,"ct","IUCN",33.8870393509999,28,2.37954613413017,10,"No",NA,-4.1650390625,NA,NA,NA,NA,-4.28717,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Hyla","caerulea",NA,39.3,NA,"ct","IUCN",18.0399255314999,392,2.484906649788,1,"No",NA,-0.0816726684570028,NA,NA,NA,-0.0816726684570028,-0.0816699999999955,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Hyla","chloris",NA,38.9,NA,"ct","IUCN",26.683161245,27,1.91692261218206,1,"No",NA,-4.3650932312012,NA,NA,NA,NA,-4.36509,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Hyla","citropa",NA,30.7,NA,"ct","IUCN",35.4045620575,14,1.7227665977411,1,"No",NA,-2.7655506134033,NA,NA,NA,NA,-8.69313,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Hyla","lesueuri",NA,33.1,NA,"ct","IUCN",35.7645558885,16,1.94591014905531,1,"No",NA,-5.2526416778565,NA,NA,NA,NA,-8.63452,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Hyla","phyllochroa",NA,29.7,NA,"ct","IUCN",29.323091492,16,1.38629436111989,1,"No",NA,2.6604671478272,NA,NA,NA,NA,-4.46715,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Litoria","gracilenta",NA,39,NA,"ct","IUCN",21.154691273,43,1.6094379124341,10,"No",NA,-6.2414817810058,NA,NA,NA,NA,-6.24148,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Pseudacris","cadaverina",-1.4,36.8,"lt","ct","IUCN",32.8212265295,14,1.28093384546206,1,"No","Yes",1.6027450561523,-4.02731621265411,-4.46475803227135,-0.00107188316473494,NA,0,-7.212887,-4.48380932898382,-0.0135327608130349
"Terrestrial","Amphibia","Anura","Hylidae","Pseudacris","cadaverina",-1.4,36.8,"lt","ct","IUCN",32.8212265295,14,1.28093384546206,1,"No","Yes",1.6027450561523,-4.02731621265411,-4.46475803227135,-0.00107188316473494,NA,0,-7.212887,-4.48380932898382,-0.0135327608130349
"Terrestrial","Amphibia","Anura","Hylidae","Pseudacris","regilla",-1,36.6,"lt","ct","IUCN",39.4166402815,210,1.3297240096315,1,"No","Yes",1.8286781311035,5.75483757257461,-2.24145162080498,0.0622399056881819,1.8286781311035,0,2.426383,-1.95788634010203,0.0676797829036639
"Terrestrial","Amphibia","Anura","Hylidae","Pseudacris","regilla",-1,36.6,"lt","ct","IUCN",39.4166402815,210,1.3297240096315,1,"No","Yes",1.8286781311035,5.75483757257461,-2.24145162080498,0.0622399056881819,1.8286781311035,0,2.426383,-1.95788634010203,0.0676797829036639
"Terrestrial","Amphibia","Anura","Hylidae","Pseudacris","triseriata",NA,38.1,NA,"ct","IUCN",41.0366390790001,56,1.38629436111989,1,"No",NA,-6.9877128601074,NA,NA,NA,NA,-7.50121,NA,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Scinax","staufferi",7.5,NA,"lt",NA,"IUCN",15.5497126385,67,1.06471073699243,1,NA,"No",NA,3.23396921157837,NA,NA,NA,NA,2.099587,NA,NA
"Terrestrial","Amphibia","Anura","Hylidae","Tlalocohyla","smithii",5,42.5,"lt","ct","IUCN",20.7333486045001,32,1.12492959698548,1,"No","No",-2.0359306335449,7.52062559127808,-2.41906008399041,-0.0650675489385165,-2.0359306335449,-2.03593,5.757404,-2.47166142303798,-0.0862411347517728
"Terrestrial","Amphibia","Anura","Hylidae","Tlalocohyla","smithii",5,42.5,"lt","ct","IUCN",20.7333486045001,32,1.12492959698548,1,"No","No",-2.0359306335449,7.52062559127808,-2.41906008399041,-0.0650675489385165,-2.0359306335449,-2.03593,5.757404,-2.47166142303798,-0.0862411347517728
"Terrestrial","Amphibia","Anura","Leptodactylidae","Engystomops","pustulosus",6,NA,"lt",NA,"IUCN",11.8839737550001,114,1.24126858906963,1,NA,"Yes",NA,2.10583448410034,NA,NA,NA,NA,-0.0307520000000001,NA,NA
"Terrestrial","Amphibia","Anura","Leptodactylidae","Leptodactylus","pentadactylus",6,NA,"lt",NA,"IUCN",4.83927585299995,414,2.58851563240702,1,NA,"No",NA,-8.29164838790893,NA,NA,NA,NA,-9.696241,NA,NA
"Terrestrial","Amphibia","Anura","Microhylidae","Cophixalus","bombiens",NA,32.04,NA,"ct","IUCN",16.0466580959999,1,0.53062825106217,1,"No",NA,-22.3479976654053,NA,NA,NA,-4.1431770324707,NA,NA,NA,NA
"Terrestrial","Amphibia","Anura","Microhylidae","Cophixalus","mcdonaldi",NA,32.77,NA,"ct","IUCN",19.5118984999999,2,0.955511445027436,1,"No",NA,-15.3162384033203,NA,NA,NA,-5.8056007385254,NA,NA,NA,NA
"Terrestrial","Amphibia","Anura","Microhylidae","Cophixalus","neglectus",NA,30.7,NA,"ct","IUCN",17.3275734999999,1,1.06471073699243,1,"No",NA,-12.5336341857911,NA,NA,NA,-5.9209293365479,NA,NA,NA,NA
"Terrestrial","Amphibia","Anura","Microhylidae","Kaloula","kalingensis",NA,34.3,NA,"ct","IUCN",15.9350529295,9,1.2947271675944,1,"No",NA,0.291847229003899,NA,NA,NA,NA,-5.7672,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Adelotus","brevis",NA,31.2,NA,"ct","IUCN",27.7921963864999,52,1.6094379124341,1,"No",NA,1.0349712371826,NA,NA,NA,NA,-4.42263,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Crinia","signifera",NA,35.7,NA,"ct","IUCN",33.5854220289999,101,1.09861228866811,10,"No",NA,-3.3298377990722,NA,NA,NA,NA,-4.52778,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Limnodynastes","dorsalis",NA,36.5,NA,"ct","IUCN",31.202936271,37,2.01490302054226,1,"No",NA,-1.80167770385739,NA,NA,NA,NA,-1.80168,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Limnodynastes","fletcheri",NA,28.3,NA,"ct","IUCN",29.75582816,155,1.6094379124341,10,"No",NA,6.7318878173828,NA,NA,NA,NA,-1.47806,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Limnodynastes","tasmaniensis",NA,34.9,NA,"ct","IUCN",30.540607745,243,1.50407739677627,1,"Yes",NA,-3.5774040222168,NA,NA,NA,-3.5774040222168,-3.5774,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Neobatrachus","pictus",NA,29.3,NA,"ct","IUCN",34.6030740445,42,1.75785791755237,1,"Yes",NA,-4.0652523040771,NA,NA,NA,NA,-8.33568,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Philoria","frosti",NA,28.8,NA,"ct","IUCN",37.8264241559999,1,1.64093657949347,1,"No",NA,-5.65549659729,NA,NA,NA,NA,-10.09965,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Philoria","loveridgei",NA,30.5,NA,"ct","IUCN",28.2873564645,2,1.09861228866811,1,"No",NA,-0.254295349121101,NA,NA,NA,-0.254295349121101,-6.68396,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Pseudophryne","corroboree",NA,35.2,NA,"ct","IUCN",36.1964145,2,0.982078472412158,1,"No",NA,-12.206579208374,NA,NA,NA,NA,-13.97016,NA,NA,NA
"Terrestrial","Amphibia","Anura","Myobatrachidae","Pseudophryne","dendyi",NA,34.8,NA,"ct","IUCN",36.962168968,13,1.16315080980568,1,"No",NA,-7.0099506378174,NA,NA,NA,NA,-9.06685,NA,NA,NA
"Terrestrial","Amphibia","Anura","Ranidae","Hylarana","erythraea",NA,34.8,NA,"ct","IUCN",8.35114219500002,238,2.01490302054226,1,"No",NA,2.1212158203125,NA,NA,NA,NA,-2.95844,NA,NA,NA
"Terrestrial","Amphibia","Anura","Ranidae","Rana","cascadae",-1,33.6,"lt","ct","IUCN",44.4384598915001,31,2.01490302054226,10,"No","Yes",0.344696044921896,4.95230495929718,-3.93004151093082,0.0595238095238095,0.344696044921896,-3.15955,1.59525,-3.72726369712225,0.0162113732430287
"Terrestrial","Amphibia","Anura","Ranidae","Rana","cascadae",-1,33.6,"lt","ct","IUCN",44.4384598915001,31,2.01490302054226,10,"No","Yes",0.344696044921896,4.95230495929718,-3.93004151093082,0.0595238095238095,0.344696044921896,-3.15955,1.59525,-3.72726369712225,0.0162113732430287
"Terrestrial","Amphibia","Anura","Ranidae","Rana","pretiosa",-1,34.8,"lt","ct","IUCN",45.0841598285,22,2.35137525716348,10,"No","Yes",-5.9675579071045,4.96854907274246,-4.55256023571579,0.0853146853146853,NA,-8.88707,1.60104,-4.20029314023148,0.0114590979528586
"Terrestrial","Amphibia","Anura","Ranidae","Rana","pretiosa",-1,34.8,"lt","ct","IUCN",45.0841598285,22,2.35137525716348,10,"No","Yes",-5.9675579071045,4.96854907274246,-4.55256023571579,0.0853146853146853,NA,-8.88707,1.60104,-4.20029314023148,0.0114590979528586
"Terrestrial","Amphibia","Anura","Scaphiopodidae","Spea","hammondii",0,40.3,"lt","ct","IUCN",35.2312285305001,25,1.87180217690159,1,"Yes","No",-2.3421001434326,9.14777859346941,-2.79466467393898,0.20078431372549,NA,-2.3421,7.191709,-2.85036642328247,0.164566929133858
"Terrestrial","Amphibia","Anura","Scaphiopodidae","Spea","hammondii",0,40.3,"lt","ct","IUCN",35.2312285305001,25,1.87180217690159,1,"Yes","No",-2.3421001434326,9.14777859346941,-2.79466467393898,0.20078431372549,NA,-2.3421,7.191709,-2.85036642328247,0.164566929133858
"Terrestrial","Amphibia","Caudata","Ambystomatidae","Ambystoma","jeffersonianum",NA,34,NA,"ct","IUCN",40.7999245830001,82,2.34180580614733,10,"No",NA,-3.9938163757324,NA,NA,NA,NA,-7.73535,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Ambystomatidae","Ambystoma","macrodactylum",NA,35,NA,"ct","IUCN",47.8267179435001,221,1.70474809223843,10,"No",NA,-0.9657783508301,NA,NA,NA,-0.9657783508301,-4.02412,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Ambystomatidae","Ambystoma","maculatum",NA,38.4,NA,"ct","IUCN",41.229475585,406,3.2188758248682,1,"No",NA,-4.8380966186523,NA,NA,NA,NA,-4.83808999999999,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Desmognathus","fuscus",-2.3,34.9,"ct","ct","IUCN",38.5751565195,199,1.91250108692418,1,"No","No",-2.628059387207,18.6200048923493,-1.36801231628244,-0.0250364608653381,NA,-5.6754,17.882136,-1.48589507769308,-0.024601524601525
"Terrestrial","Amphibia","Caudata","Plethodontidae","Desmognathus","fuscus",-2.3,34.9,"ct","ct","IUCN",38.5751565195,199,1.91250108692418,1,"No","No",-2.628059387207,18.6200048923493,-1.36801231628244,-0.0250364608653381,NA,-5.6754,17.882136,-1.48589507769308,-0.024601524601525
"Terrestrial","Amphibia","Caudata","Plethodontidae","Desmognathus","ochrophaeus",NA,31.5,NA,"ct","IUCN",40.5409443395,49,1.98787434815435,1,"No",NA,-1.4404602050781,NA,NA,NA,-1.4404602050781,-5.97402,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Desmognathus","quadramaculatus",NA,31.9,NA,"ct","IUCN",36.0416709820001,18,2.484906649788,1,"No",NA,-0.680845260620099,NA,NA,NA,-0.680845260620099,-5.18934,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Eurycea","bislineata",-2,35,"ct","ct","IUCN",44.3903927350001,166,2.50959926237837,1,"No","Yes",-5.1633358001709,8.64858329296114,-2.13952635241704,0.115786080743506,NA,-7.81798,6.809654,-2.12115203026121,0.110463956056593
"Terrestrial","Amphibia","Caudata","Plethodontidae","Eurycea","bislineata",-2,35,"ct","ct","IUCN",44.3903927350001,166,2.50959926237837,1,"No","Yes",-5.1633358001709,8.64858329296114,-2.13952635241704,0.115786080743506,NA,-7.81798,6.809654,-2.12115203026121,0.110463956056593
"Terrestrial","Amphibia","Caudata","Plethodontidae","Eurycea","longicauda",NA,37.6,NA,"ct","IUCN",38.2685400540001,126,1.52605630349505,1,"No",NA,-5.0841217041015,NA,NA,NA,-5.0841217041015,-5.73833,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Eurycea","lucifuga",NA,37.2,NA,"ct","IUCN",36.7496354580001,80,2.89591193827178,1,"No",NA,-5.0911655426025,NA,NA,NA,-5.0911655426025,-5.5566,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Eurycea","multiplicata",NA,37.5,NA,"ct","IUCN",35.950012838,29,2.77258872223978,10,"No",NA,-4.832218170166,NA,NA,NA,-4.832218170166,-5.30301,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Eurycea","nana",NA,35.8,NA,"ct","IUCN",29.8522428615001,1,0.854415328156068,10,"No",NA,-2.1147003173828,NA,NA,NA,NA,NA,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Notophthalmus","viridescens",NA,37.3,NA,"ct","IUCN",38.0308696245,450,2.39789527279837,1,"No",NA,-3.3200569152832,NA,NA,NA,-3.3200569152832,-3.80864,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Plethodon","glutinosus",NA,34.3,NA,"ct","IUCN",35.8684768855001,174,2.84170658591488,1,"No",NA,-1.958625793457,NA,NA,NA,-1.958625793457,-5.39023,NA,NA,NA
"Terrestrial","Amphibia","Caudata","Plethodontidae","Pseudotriton","ruber",NA,35.3,NA,"ct","IUCN",37.3340034450001,145,2.89037175789616,1,"No",NA,-2.9391746520996,NA,NA,NA,NA,-5.37755,NA,NA,NA
"Terrestrial","Arachnida","Araneae","Clubionidae","Clubiona","diversa",-10.2,41.4,"lt","ct","GBIF",54.1010577453007,216,-0.693147180559945,10,"No","Yes",-15.0821304321289,1.3340101242065,-2.70928974263061,-0.0115289776936918,NA,-17.9556459216309,-2.48729,-2.81313290039487,-0.0172662654299499
"Terrestrial","Arachnida","Araneae","Clubionidae","Clubiona","diversa",-10.2,41.4,"lt","ct","GBIF",54.1010577453007,216,-0.693147180559945,10,"No","Yes",-15.0821304321289,1.3340101242065,-2.70928974263061,-0.0115289776936918,NA,-17.9556459216309,-2.48729,-2.81313290039487,-0.0172662654299499
"Terrestrial","Arachnida","Araneae","Clubionidae","Clubiona","trivialis",-7.4,42.1,"lt","ct","GBIF",54.5491274584246,1447,-0.891598119283784,1,"No","No",-4.254337310791,22.5911393165588,-1.64009521350453,0.795153981318783,-4.254337310791,-6.37705,21.536453,-1.61434389120295,0.746637866395173
"Terrestrial","Arachnida","Araneae","Clubionidae","Clubiona","trivialis",-7.4,42.1,"lt","ct","GBIF",54.5491274584246,1447,-0.891598119283784,1,"No","No",-4.254337310791,22.5911393165588,-1.64009521350453,0.795153981318783,-4.254337310791,-6.37705,21.536453,-1.61434389120295,0.746637866395173
"Terrestrial","Arachnida","Araneae","Corinnidae","Phrurolithus","festivus",NA,45.6,NA,"ct","GBIF",53.9540674435911,463,-1.13943428318836,10,"No",NA,-13.1187915802002,NA,NA,NA,NA,-13.11879,NA,NA,NA
"Terrestrial","Arachnida","Araneae","Linyphiidae","Oedothorax","apicatus",-7.5,40.8,"lt","ct","GBIF",56.9490760621602,230,-1.04982212449868,10,"No","Yes",-14.1359901428222,0.282688617706301,-2.5202990837238,0.0691103001098393,NA,-18.06386,-3.252272,-2.61548986021135,0.0589460067111539
"Terrestrial","Arachnida","Araneae","Linyphiidae","Oedothorax","apicatus",-7.5,40.8,"lt","ct","GBIF",56.9490760621602,230,-1.04982212449868,10,"No","Yes",-14.1359901428222,0.282688617706301,-2.5202990837238,0.0691103001098393,NA,-18.06386,-3.252272,-2.61548986021135,0.0589460067111539
"Terrestrial","Arachnida","Araneae","Linyphiidae","Prinerigone","vagans",-8.1,35.9,"ct","ct","GBIF",51.8532944361072,29,-1.20397280432594,1,"No","No",-11.5238857269287,-5.68218636512756,-2.91870226452239,0.0692782627208857,NA,-16.91312,-7.642783,-3.30852739164837,0.0571391884951207
"Terrestrial","Arachnida","Araneae","Linyphiidae","Prinerigone","vagans",-8.1,35.9,"ct","ct","GBIF",51.8532944361072,29,-1.20397280432594,1,"No","No",-11.5238857269287,-5.68218636512756,-2.91870226452239,0.0692782627208857,NA,-16.91312,-7.642783,-3.30852739164837,0.0571391884951207
"Terrestrial","Arachnida","Araneae","Linyphiidae","Stemonyphantes","lineatus",-13.3,40.5,"lt","ct","GBIF",55.4341617529814,284,-0.287682072451781,1,"No","No",-14.175121307373,4.3065853118896,-1.43642770883579,0.495663512857836,NA,-18.10443,2.52265,-1.49014430247235,0.458974084386378
"Terrestrial","Arachnida","Araneae","Linyphiidae","Stemonyphantes","lineatus",-13.3,40.5,"lt","ct","GBIF",55.4341617529814,284,-0.287682072451781,1,"No","No",-14.175121307373,4.3065853118896,-1.43642770883579,0.495663512857836,NA,-18.10443,2.52265,-1.49014430247235,0.458974084386378
"Terrestrial","Arachnida","Araneae","Liocranidae","Agroeca","proxima",-6.7,37.4,"lt","ct","GBIF",58.2217643426921,328,-1.04982212449868,10,"No","Yes",-11.6223316192627,5.86633968353274,-2.15706155132426,0.20484232777805,NA,-15.5060438830566,2.70352842529297,-2.24303411336751,0.19485465849761
"Terrestrial","Arachnida","Araneae","Liocranidae","Agroeca","proxima",-6.7,37.4,"lt","ct","GBIF",58.2217643426921,328,-1.04982212449868,10,"No","Yes",-11.6223316192627,5.86633968353274,-2.15706155132426,0.20484232777805,NA,-15.5060438830566,2.70352842529297,-2.24303411336751,0.19485465849761
"Terrestrial","Arachnida","Araneae","Liocranidae","Scotina","gracilipes",-6.9,41.4,"lt","ct","GBIF",56.1790486938401,164,-0.967584026261706,1,"No","No",-15.5109138488769,10.6187310218811,-1.62612041239404,0.561155913978494,NA,-18.38413,9.665729,-1.68155632909444,0.489272322309623
"Terrestrial","Arachnida","Araneae","Liocranidae","Scotina","gracilipes",-6.9,41.4,"lt","ct","GBIF",56.1790486938401,164,-0.967584026261706,1,"No","No",-15.5109138488769,10.6187310218811,-1.62612041239404,0.561155913978494,NA,-18.38413,9.665729,-1.68155632909444,0.489272322309623
"Terrestrial","Arachnida","Araneae","Lycosidae","Pardosa","nigriceps",-7.2,39.7,"lt","ct","GBIF",58.7839663596746,234,-0.385662480811985,10,"No","Yes",-13.9607887268067,5.43047857284547,-2.50715004634349,0.182146763817046,-13.9607887268067,-18.41837,2.00588,-2.59447906216328,0.159695038980355
"Terrestrial","Arachnida","Araneae","Lycosidae","Pardosa","nigriceps",-7.2,39.7,"lt","ct","GBIF",58.7839663596746,234,-0.385662480811985,10,"No","Yes",-13.9607887268067,5.43047857284547,-2.50715004634349,0.182146763817046,-13.9607887268067,-18.41837,2.00588,-2.59447906216328,0.159695038980355
"Terrestrial","Arachnida","Araneae","Philodromidae","Philodromus","aureolus",-10.8,42.1,"lt","ct","GBIF",55.7352148693996,346,-0.162518929497775,10,"No","Yes",-10.2687168121338,0.778780937194801,-2.25873920744871,0.00591988578472691,NA,-13.14294,-3.0079,-2.36856765770385,-0.0113283612174964
"Terrestrial","Arachnida","Araneae","Philodromidae","Philodromus","aureolus",-10.8,42.1,"lt","ct","GBIF",55.7352148693996,346,-0.162518929497775,10,"No","Yes",-10.2687168121338,0.778780937194801,-2.25873920744871,0.00591988578472691,NA,-13.14294,-3.0079,-2.36856765770385,-0.0113283612174964
"Terrestrial","Arachnida","Araneae","Theridiidae","Crustulina","guttata",-8,41.8,"lt","ct","GBIF",56.0548917330794,334,-1.20397280432594,1,"Yes","No",-18.6845111846924,15.0081062316895,-1.23237010493223,0.465533119585237,NA,-18.68451,13.091839,-1.27332924607685,0.474687650419606
"Terrestrial","Arachnida","Araneae","Theridiidae","Crustulina","guttata",-8,41.8,"lt","ct","GBIF",56.0548917330794,334,-1.20397280432594,1,"Yes","No",-18.6845111846924,15.0081062316895,-1.23237010493223,0.465533119585237,NA,-18.68451,13.091839,-1.27332924607685,0.474687650419606
"Terrestrial","Archelosauria","Testudines","Emydidae","Gopherus","agassizii",NA,39.5,NA,"ct","GARD",34.9606379911027,29,3.58351893845611,10,"No",NA,4.0269050598145,NA,NA,NA,4.0269050598145,NA,NA,NA,NA
"Terrestrial","Archelosauria","Testudines","Testudinidae","Testudo","hermanni",6,42,"ct","ct","GARD",40.7251326547012,82,3.13549421592915,1,"No","Yes",-6.56427383422849,16.7779307365417,-1.75505810237763,0.141731507928691,-6.56427383422849,NA,NA,NA,NA
"Terrestrial","Archelosauria","Testudines","Testudinidae","Testudo","hermanni",6,42,"ct","ct","GARD",40.7251326547012,82,3.13549421592915,1,"No","Yes",-6.56427383422849,16.7779307365417,-1.75505810237763,0.141731507928691,-6.56427383422849,NA,NA,NA,NA
"Terrestrial","Insecta","Coleoptera","Carabidae","Calathus","melanocephalus",-3.8,NA,"ct",NA,"GBIF",55.9987250927998,290,-0.301105092783922,1,NA,"No",NA,20.079167842865,NA,NA,NA,NA,19.018467,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Aphaenogaster","fulva",NA,41.8,NA,"ct","GBIF",36.7823473675037,326,-0.867500567704723,1,"No",NA,-5.6784591674804,NA,NA,NA,NA,-7.29575,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Camponotus","americanus",NA,42.8,NA,"ct","GBIF",37.6724839315284,260,0,1,"No",NA,-6.0700302124024,NA,NA,NA,NA,-6.92619,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Camponotus","castaneus",NA,40.5,NA,"ct","GBIF",34.5889605467564,243,0.0953101798043249,1,"No",NA,-4.7656135559082,NA,NA,NA,NA,-7.89581,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Camponotus","chromaiodes",NA,44,NA,"ct","GBIF",38.7569126921941,180,0,1,"No",NA,-8.7714004516601,NA,NA,NA,NA,-8.7714,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Camponotus","novaeboracensis",NA,40,NA,"ct","GBIF",45.0565535519507,871,-0.22314355131421,1,"No",NA,-3.800521850586,NA,NA,NA,NA,-7.315,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Camponotus","pennsylvanicus",NA,40,NA,"ct","GBIF",38.103998607173,614,-0.127833371509885,1,"No",NA,-2.0305442810058,NA,NA,NA,NA,-5.54562,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Formica","neogagates",NA,40,NA,"ct","GBIF",47.1510487270031,1439,-1.04982212449868,1,"No",NA,3.42626953125,NA,NA,NA,NA,-0.776800000000001,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Formica","obscuripes",NA,40.93,NA,"ct","GBIF",41.9109390806925,686,-0.510825623765991,1,"No",NA,2.2379417419433,NA,NA,NA,NA,-0.354469999999999,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Linepithema","humile",-0.1,37.7,"ct","ct","GBIF",29.7497418597388,437,-1.20397280432594,1,"No","No",0.412960052490199,6.30436139181257,-1.20469717958398,0.732583308164704,NA,-1.1252,5.105571,-1.20115192798429,0.647757361790901
"Terrestrial","Insecta","Hymenoptera","Formicidae","Linepithema","humile",-0.1,37.7,"ct","ct","GBIF",29.7497418597388,437,-1.20397280432594,1,"No","No",0.412960052490199,6.30436139181257,-1.20469717958398,0.732583308164704,NA,-1.1252,5.105571,-1.20115192798429,0.647757361790901
"Terrestrial","Insecta","Hymenoptera","Formicidae","Pogonomyrmex","barbatus",NA,46.5,NA,"ct","GBIF",28.622692723514,328,0,1,"No",NA,-0.348030090332102,NA,NA,NA,NA,-0.348029999999994,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Pogonomyrmex","rugosus",NA,51.59,NA,"ct","GBIF",31.6345381279728,256,-0.105360515657826,1,"No",NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Proceratium","silaceum",NA,40,NA,"ct","GBIF",37.3579113225325,218,-0.903868211875598,1,"No",NA,-5.17594909667969,NA,NA,NA,NA,-8.68614,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Tetramorium","caespitum",NA,40,NA,"ct","GBIF",47.4790981348943,648,-1.6094379124341,1,"No",NA,5.1765251159668,NA,NA,NA,NA,-0.391970000000001,NA,NA,NA
"Terrestrial","Insecta","Hymenoptera","Formicidae","Trachymyrmex","septentrionalis",NA,41.2,NA,"ct","GBIF",32.9424422251469,324,-0.798507696217772,1,"No",NA,-2.826904296875,NA,NA,NA,NA,-5.05663,NA,NA,NA
