"log_prop_occupied","log_pol_equ_diff","abs_lat_mp","realm","dispersal_distance_continuous","log_maximum_body_size","rr_cells","metric","Class","Order","Family","Genus","Species","range","bias_in_uf"
-3.50104271663187,3.53897898857537,0.356987829442407,"Terrestrial",-0.251287888771884,-0.179651827666746,24,"ct","Reptilia","Squamata","Scincidae","Pseudemoia","spenceri","Pseudemoia_spenceri_IUCN",0.471607702642186
-0.817016662272731,0.12457447856528,-0.418115242344997,"Terrestrial",-0.251287888771884,2.66076278475375,115,"ct","Reptilia","Squamata","Elapidae","Pseudonaja","textilis","Pseudonaja_textilis_IUCN",0.054207766817738
-3.93004151093082,2.60268968544438,0.976163630047984,"Terrestrial",-0.207876027588701,-0.0610281809498612,31,"mixed","Amphibia","Anura","Ranidae","Rana","cascadae","Rana_cascadae_IUCN",0.0595238095238095
-4.55256023571579,2.78809290877575,1.02414196252286,"Terrestrial",-0.207876027588701,0.217890955454532,22,"mixed","Amphibia","Anura","Ranidae","Rana","pretiosa","Rana_pretiosa_IUCN",0.0853146853146853
-2.9041650800285,2.95869100187364,0.424141872203627,"Terrestrial",-0.251287888771884,-0.177741066741769,47,"ct","Reptilia","Squamata","Agamidae","Rankinia","diemensis","Rankinia_diemensis_IUCN",0.632075471698114
-3.13549421592915,2.36712361413162,0.103586006560882,"Terrestrial",-0.251287888771884,-0.192504045022589,88,"ct","Reptilia","Squamata","Scincidae","Saproscincus","mustelina","Saproscincus_mustelina_GBIF",0.302083333333333
-3.72810016726722,1.0887599922251,0.690088124576207,"Terrestrial",-0.251287888771884,-0.281283195956017,222,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","graciosus","Sceloporus_graciosus_IUCN",0.0390215492137449
-1.69938614909704,-0.449916870679001,-1.41850389227944,"Terrestrial",-0.251287888771884,0.162389230724309,17,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","malachiticus","Sceloporus_malachiticus_IUCN",-0.0905797101449279
-2.30258509299405,0.597837000755624,-0.196754863355087,"Terrestrial",-0.251287888771884,-0.166995835051843,26,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","merriami","Sceloporus_merriami_IUCN",0.0681818181818188
-2.79028829933918,0.785396914211162,0.528260951552846,"Terrestrial",-0.251287888771884,-0.165113992213569,140,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","occidentalis","Sceloporus_occidentalis_IUCN",0.0582922824302132
-0.438617315425065,0.525102310122673,0.177188033921828,"Terrestrial",-0.251287888771884,-0.212163893303211,481,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","undulatus","Sceloporus_undulatus_IUCN",0.3631156930126
-1.17373291913622,-0.673334793309832,-0.849272673446926,"Terrestrial",-0.251287888771884,-0.273106227236707,96,"ct","Reptilia","Squamata","Phrynosomatidae","Sceloporus","variabilis","Sceloporus_variabilis_IUCN",-0.220272991720743
-1.62612041239404,1.5712759992848,1.84854078347724,"Terrestrial",-0.251287888771884,-2.53336503639247,164,"mixed","Arachnida","Araneae","Liocranidae","Scotina","gracilipes","Scotina_gracilipes_GBIF",0.561155913978494
-2.79466467393898,1.81156209652423,0.292026026653437,"Terrestrial",-0.251287888771884,-0.179651827666746,25,"mixed","Amphibia","Anura","Scaphiopodidae","Spea","hammondii","Spea_hammondii_IUCN",0.20078431372549
-1.417546904624,1.18308923588046,-0.467973105075521,"Terrestrial",-0.251287888771884,0.254189923127986,169,"ct","Reptilia","Squamata","Scincidae","Sphenomorphus","incognitus","Sphenomorphus_incognitus_IUCN",0.361407405855111
-1.04505390354401,0.00219263987610874,-0.856632741050135,"Terrestrial",-0.251287888771884,0.215519132908663,565,"ct","Reptilia","Squamata","Scincidae","Sphenomorphus","indicus","Sphenomorphus_indicus_GARD",0.000770601068834087
-4.95347688025631,1.36431545440111,-0.565357891797372,"Terrestrial",-0.251287888771884,-0.251548189580979,3,"ct","Reptilia","Squamata","Scincidae","Sphenomorphus","taiwanensis","Sphenomorphus_taiwanensis_GARD",0.0161835748792271
-7.07496319796604,1.43875054292149,0.734012834775994,"Marine",-0.207876027588701,1.23927820262628,47,"lt","Actinopterygii","Tetraodontiformes","Tetradontidae","Sphoeroides","maculatus","Sphoeroides_maculatus_IUCN",0.00202865964158661
-1.43642770883579,1.33116384279475,1.79319242233172,"Terrestrial",-0.251287888771884,-1.96975935022763,284,"mixed","Arachnida","Araneae","Linyphiidae","Stemonyphantes","lineatus","Stemonyphantes_lineatus_GBIF",0.495663512857836
-5.4553211153577,1.3166144404819,-0.525834955982627,"Terrestrial",-0.251287888771884,-0.118219919342418,1,"ct","Reptilia","Squamata","Lacertidae","Takydromus","hsuehshanensis","Takydromus_hsuehshanensis_IUCN",0.0140761300555114
-1.73741040470103,0.151373103302837,0.032574491291062,"Terrestrial",-0.251287888771884,-0.00752888257899726,294,"ct","Reptilia","Squamata","Lacertidae","Takydromus","septentrionalis","Takydromus_septentrionalis_IUCN",0.0269154573343721
-0.937318099066231,-0.840226621221773,-1.61449083013986,"Terrestrial",-0.251287888771884,-0.246003343393452,337,"ct","Reptilia","Squamata","Lacertidae","Takydromus","sexlineatus","Takydromus_sexlineatus_IUCN",-0.40952128465384
-1.75505810237763,0.754231974488867,0.700247157788577,"Terrestrial",-0.251287888771884,0.867887475266768,82,"ct","Archelosauria","Testudines","Testudinidae","Testudo","hermanni","Testudo_hermanni_GARD",0.141731507928691
-4.82576503757929,1.0615264109704,-1.68455246683382,"Marine",4.56742870256138,0.513557154661536,46,"ct","Actinopterygii","Perciformes","Labridae","Thalassoma","lucasanum","Thalassoma_lucasanum_IUCN",0.0102053884005318
-2.48142838541168,0.224118685472417,0.93224264149444,"Terrestrial",-0.207876027588701,2.14226318148125,374,"ct","Reptilia","Squamata","Colubridae","Thamnophis","elegans","Thamnophis_elegans_IUCN",0.0200779727095517
-5.36129216570943,6.05208916892442,1.08971346884884,"Terrestrial",-0.207876027588701,1.784568920444,31,"ct","Reptilia","Squamata","Colubridae","Thamnophis","ordinoides","Thamnophis_ordinoides_IUCN",0.99764705882353
-0.474538784411127,0.596154914572635,0.870197111984043,"Terrestrial",0.226242584243125,2.34714025715513,1096,"ct","Reptilia","Squamata","Colubridae","Thamnophis","sirtalis","Thamnophis_sirtalis_IUCN",0.434269434269434
-3.16093278956783,3.1378629497647,0.460053845740773,"Terrestrial",-0.251287888771884,1.25749764843457,46,"ct","Reptilia","Squamata","Scincidae","Tiliqua","nigrolutea","Tiliqua_nigrolutea_IUCN",0.869658732434758
-0.793951879681911,0.966629997828683,-0.0946745116895434,"Terrestrial",-0.251287888771884,1.21592591432396,307,"ct","Reptilia","Squamata","Scincidae","Tiliqua","rugosa","Tiliqua_rugosa_IUCN",0.550404078754678
-2.41906008399041,-0.566046678265712,-0.785229929886172,"Terrestrial",-0.251287888771884,-0.798772909055796,32,"mixed","Amphibia","Anura","Hylidae","Tlalocohyla","smithii","Tlalocohyla_smithii_IUCN",-0.0650675489385165
-1.100244942092,0.940368275249853,-1.640589590247,"Terrestrial",-0.251287888771884,0.278758759358146,738,"ct","Reptilia","Squamata","Scincidae","Trachylepis","striata","Trachylepis_striata_GARD",0.412319644839068
-5.27811465923052,2.32238772029023,-0.554230476238689,"Terrestrial",-0.251287888771884,1.26199062102863,3,"ct","Reptilia","Squamata","Viperidae","Trimeresurus","gracilis","Trimeresurus_gracilis_GARD",0.0257703081232493
-1.16017018166754,1.20127413071879,-0.734470132583102,"Terrestrial",-0.251287888771884,1.84770298832791,321,"ct","Reptilia","Squamata","Viperidae","Trimeresurus","stejnegeri","Trimeresurus_stejnegeri_GARD",0.409155222638369
-1.21800433513019,-0.152062996396776,0.291723730472573,"Terrestrial",-0.251287888771884,-0.463200489239948,274,"ct","Reptilia","Squamata","Phrynosomatidae","Uta","stansburiana","Uta_stansburiana_IUCN",-0.045305814246162
-3.04452243772342,1.7730673362159,-0.33053324540964,"Terrestrial",-0.207876027588701,1.62020817696001,144,"ct","Reptilia","Squamata","Varanidae","Varanus","varius","Varanus_varius_IUCN",0.184486373165618
-2.66921036778595,0.966014167226581,-0.0484791754881293,"Terrestrial",-0.251287888771884,-0.562656775334847,50,"ct","Reptilia","Squamata","Xantusiidae","Xantusia","vigilis","Xantusia_vigilis_IUCN",0.0728709394205439
-1.32650644274092,1.71985426243443,1.85769410941361,"Terrestrial",-0.251287888771884,-0.179651827666746,2220,"ct","Reptilia","Squamata","Lacertidae","Zootoca","vivipara","Zootoca_vivipara_IUCN",0.770129954335362
