Record,Order,Family1,Genus1,Species1,Family2,Genus2,Species2,Family3,Genus3,Species3,Stage,N numb,N cat,N comment,Raw CTM1,Raw CTM2,Acclim,Acclim time,Acclim time (Life=120),log Acclim time,Acclim temp,Safety,Heating rate,Photoperiod,EP1,EP1 descrip,EP2,Elevation,Log Elevation,Locality,Geog cat,Abs lat,Log Abs Lat,Latitude,Longitude,Source,Comments,Year,Citation,Reference,Range,Log Range,Introduced,Elev min,Elev max,SVL,log SVL,Habitat,tmxslope,BIOCLIM5,IUCN 2014,IUCN 2104risk
622,Anura,Hyperoliidae,Hyperolius,tuberilinguis,Hyperoliidae,Hyperolius,tuberilinguis,Hyperoliidae,Hyperolius,tuberilinguis,Adult,5,A,Given,40.5,NA,Y,NA,,,30,6.6,NA,NA,E,Sharp increase in EWL,NA,372,2.57,Commercial supplier in Mozambique,Tropical,16.020,1.205,-16.019649,37.705078,Supplier,Location estimated,1988,Geise and Lindenmair 1988,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",1138933,6.06,Not introduced,NA,1000,33,1.52,Aquatic & terrestrial,0.017560624,33.7,Not threatened,0
616,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Adult,9,A,Given,42.3,NA,Y,NA,,,27,7.8,NA,NA,E,Sharp increase in EWL,NA,235,2.37,"Ivory Coast, West Africa",Tropical,7.540,0.877,7.540,-5.547,Field,NA,1988,Geise and Lindenmair 1988,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",1953493,6.29,Not introduced,NA,2400,33,1.52,Aquatic & terrestrial,0.012967187,35,Not threatened,0
617,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Adult,7,A,Given,43.9,NA,Y,NA,,,35,8.1,NA,NA,E,Sharp increase in EWL,NA,235,2.37,"Ivory Coast, West Africa",Tropical,7.540,0.877,7.540,-5.547,Field,NA,1988,Geise and Lindenmair 1988,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",1953493,6.29,Not introduced,NA,2400,33,1.52,Aquatic & terrestrial,0.012967187,35,Not threatened,0
618,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Adult,9,A,Given,40.5,NA,Y,NA,,,25,6.2,NA,NA,E,Sharp increase in EWL,NA,722,2.86,Commercial supplier in Mozambique,Tropical,4.782,0.680,4.7816485,30.3826905,Supplier,Location estimated,1988,Geise and Lindenmair 1988,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",1953493,6.29,Not introduced,NA,2400,33,1.52,Aquatic & terrestrial,0.043529812,35,Not threatened,0
619,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Adult,4,A,Given,42.0,NA,Y,NA,,,30,7.0,NA,NA,E,Sharp increase in EWL,NA,722,2.86,Commercial supplier in Mozambique,Tropical,4.782,0.680,4.7816485,30.3826905,Supplier,Location estimated,1988,Geise and Lindenmair 1988,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",1953493,6.29,Not introduced,NA,2400,33,1.52,Aquatic & terrestrial,0.043529812,35,Not threatened,0
620,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Adult,8,A,Given,42.3,NA,Y,NA,,,35,6.6,NA,NA,E,Sharp increase in EWL,NA,722,2.86,Commercial supplier in Mozambique,Tropical,4.782,0.680,4.7816485,30.3826905,Supplier,Location estimated,1988,Geise and Lindenmair 1988,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",1953493,6.29,Not introduced,NA,2400,33,1.52,Aquatic & terrestrial,0.043529812,35,Not threatened,0
621,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Hyperoliidae,Hyperolius,viridiflavus,Adult,9,A,Given,42.9,NA,Y,NA,,,40,6.3,NA,NA,E,Sharp increase in EWL,NA,722,2.86,Commercial supplier in Mozambique,Tropical,4.782,0.680,4.7816485,30.3826905,Supplier,Location estimated,1988,Geise and Lindenmair 1988,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",1953493,6.29,Not introduced,NA,2400,33,1.52,Aquatic & terrestrial,0.043529812,35,Not threatened,0
181,Anura,Ranidae,Rana,clamitans,Ranidae,Rana,clamitans,Ranidae,Lithobates,clamitans,Adult,10,NA,Missing,36.3,NA,N,NA,,,21,7.9,NA,NA,L,Loss of righting response,NA,267,2.43,"Ramsey County, Minnesota",Temperate,44.996,1.653,44.996399,-93.061598,Field,NA,1963,Brattstrom 1963,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.",3826484,6.58,Introduced,NA,NA,87,1.94,Aquatic,0.034739496,28.8,Not threatened,0
853,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates,pipiens,Adult,13,B,Given,35.9,NA,Y,NA,,,20,8.3,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.640,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
879,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates,sylvaticus,larva,10,B,N given,37.2,NA,Y,NA,,,20,,0.5,NA,L,Loss of righting response,NA,202,2.31,"Yale-Myers Forest, Connecticut",Temperate,41.902,1.622,41.902,-72.080,Field,Forested pond,2000,Skelly and Freidenburg 2000,"Skelly, D. K., and L. K. Freidenburg. 2000. Effects of beaver on the thermal biology of an amphibian. Ecology Letters 3:483-486.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.033238896,27.2,Not threatened,0
878,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates,sylvaticus,larva,10,B,N given,37.5,NA,Y,NA,,,20,,0.5,NA,L,Loss of righting response,NA,202,2.31,"Yale-Myers Forest, Connecticut",Temperate,41.902,1.622,41.902,-72.080,Field,Beaver pond,2000,Skelly and Freidenburg 2000,"Skelly, D. K., and L. K. Freidenburg. 2000. Effects of beaver on the thermal biology of an amphibian. Ecology Letters 3:483-486.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.033238896,27.2,Not threatened,0
182,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates,sylvaticus,Adult,8,A,Given,34.8,NA,N,NA,,,18,9.2,NA,NA,L,Loss of righting response,NA,490,2.69,"Itasca State Park, Minnesota",Temperate,47.165,1.674,47.165,-95.197,Field,Location estimated,1963,Brattstrom 1963,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.032786715,26.1,Not threatened,0
1037,Anura,Hylidae,Cyclorana,australis,Hylidae,Cyclorana,australis,Hylidae,Litoria,australis,Adult,5,A,Given,39.2,NA,NA,NA,,,25,6.0,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",1148522,6.06,Not introduced,NA,500,75,1.88,Terrestrial,0.006472189,33.8,Not threatened,0
1038,Anura,Hylidae,Litoria,bicolor,Hylidae,Litoria,bicolor,Hylidae,Litoria,bicolor,Adult,8,A,Given,41.3,NA,NA,NA,,,25,8.1,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",935470,5.97,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1039,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Adult,8,A,Given,37.5,NA,NA,NA,,,25,4.3,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1040,Anura,Hylidae,Litoria,coplandi,Hylidae,Litoria,coplandi,Hylidae,Litoria,coplandi,Adult,8,A,Given,36.7,NA,NA,NA,,,25,3.5,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",643920,5.81,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1041,Anura,Hylidae,Litoria,dahlii,Hylidae,Litoria,dahlii,Hylidae,Litoria,dahlii,Adult,6,A,Given,38.2,NA,NA,NA,,,25,5.0,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",310207,5.49,Not introduced,NA,NA,75,1.88,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1042,Anura,Hylidae,Litoria,inermis,Hylidae,Litoria,inermis,Hylidae,Litoria,inermis,Adult,10,B,Given,35.4,NA,NA,NA,,,25,2.2,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",1755932,6.24,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1043,Anura,Hylidae,Litoria,nasuta,Hylidae,Litoria,nasuta,Hylidae,Litoria,nasuta,Adult,7,A,Given,38.6,NA,NA,NA,,,25,5.4,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",1125068,6.05,Not introduced,NA,50,55,1.74,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1044,Anura,Hylidae,Litoria,rothii,Hylidae,Litoria,rothii,Hylidae,Litoria,rothii,Adult,9,A,Given,39.1,NA,NA,NA,,,25,5.9,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",1302850,6.11,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1045,Anura,Hylidae,Litoria,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria,rubella,Adult,7,A,Given,40.8,NA,NA,NA,,,25,7.6,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1046,Anura,Hylidae,Litoria,tornieri,Hylidae,Litoria,tornieri,Hylidae,Litoria,tornieri,Adult,8,A,Given,37.8,NA,NA,NA,,,25,4.6,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",573801,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
1047,Anura,Hylidae,Litoria,wotjulumensis,Hylidae,Litoria,wotjulumensis,Hylidae,Litoria,watjulumensis,Adult,9,A,Given,36.3,NA,NA,NA,,,25,3.1,0.5,NA,L,Loss of righting response,NA,10,1.00,NA,Tropical,12.372,1.092,-12.372179,130.868867,Field,Location estimated,2008,Tracy et al. 2008,"Tracy, C. R., K. A. Christian, G. Betts, and C. R. Tracy. 2008. Body temperature and resistance to evaporative water loss in tropical Australian frogs. Comparative Biochemistry and Physiology part A 150:102-108.",618489,5.79,Not introduced,NA,500,55,1.74,Aquatic & terrestrial,0.006472189,33.8,Not threatened,0
877,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Adult,10,B,Given,39.5,36.4,Y,NA,,,24,13.5,1.0,14:10,S,Onset of spasms,L,521,2.72,"Taconic Mountains, Vermont",Temperate,42.690,1.630,42.690,-73.290,Field,NA,2008,Sherman 2008,"Sherman, E. 2008. Thermal biology of newts (Notophthalmus viridescens) chronically infected with a naturally occurring pathogen. Journal of Thermal Biology 33:27-31.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022845538,25.4,Not threatened,0
96,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Adult,10,B,Given,37.3,NA,N,NA,,,25,11.6,NA,NA,L,Swimming movements became spasmodic,NA,1158,3.06,"Mountain Lake Biological Station, University of Virginia",Subtropical,37.375,1.573,37.375,-80.523,Field,NA,1957,Zweifel 1957,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.017852341,24.9,Not threatened,0
97,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Adult,5,A,Given,38.1,NA,N,NA,,,32,11.3,NA,NA,L,Swimming movements became spasmodic,NA,1158,3.06,"Mountain Lake Biological Station, University of Virginia",Subtropical,37.375,1.573,37.375,-80.523,Field,NA,1957,Zweifel 1957,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.017852341,24.9,Not threatened,0
812,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,10,B,Given,37.1,39.3,N,NA,,,22,11.7,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Sunny day am,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
808,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,10,B,Given,37.2,38.9,N,NA,,,22,11.8,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,19C,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
810,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,13,B,Given,37.6,39.1,N,NA,,,22,12.2,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Partly sunny am,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
807,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,12,B,Given,37.7,38.7,N,NA,,,22,12.3,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Cloudy day 2 am,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
809,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,10,B,Given,38.0,39.1,N,NA,,,22,12.6,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Cloudy day 2 pm,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
815,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,9,A,Given,38.2,39.3,N,NA,,,22,12.8,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Rehydrated,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
814,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,7,A,Given,38.3,40.3,N,NA,,,22,12.9,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Dehydrated,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
806,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,9,A,Given,38.9,39.4,N,NA,,,22,13.5,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Cloudy day 1 pm,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
805,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Juvenile,9,A,Given,39.1,39.7,N,NA,,,22,13.7,1.0,NA,L,Animals took longer than 5 sec to right themselves,HR,561,2.75,"Weston, Vermont",Temperate,43.300,1.636,43.300,-72.783,Field,Cloudy day 1 am,1974,Pough 1974,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022473389,25.1,Not threatened,0
