Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Pleuronectidae,Parophrys vetulus,NA,48.00,-127.00,Marine,NA,13.00,NA,NA,static,death,NA,NA,NA,NA,NA,26.10,NA,NA,yes,Marine,Pörtner & Peck 2010,157
Pleuronectidae,Platichthys flesus,NA,52.39,24.92,Marine,NA,14.00,NA,NA,static,death,NA,NA,NA,NA,NA,29.00,NA,NA,yes,Freshwater,Pörtner & Peck 2010,157
Pleuronectidae,Pleuronectes platessa,NA,57.60,15.16,Marine,NA,14.00,NA,NA,static,death,NA,NA,NA,NA,NA,26.50,NA,NA,yes,Freshwater,Pörtner & Peck 2010,157
Pleuronectidae,Pseudopleuronectes americanus,NA,42.00,NA,Marine,NA,28.00,NA,NA,static,death,NA,NA,NA,NA,NA,25.60,NA,NA,yes,Marine,Pörtner & Peck 2010,157
Plotosidae,Plotosus lineatus,Coastal area Bang Pra Cholburi Province Thailand,13.21,100.93,Marine,experimental,25.00,10,NA,dynamic,LOE,0.2500,NA,NA,NA,NA,37.80,NA,NA,yes,Marine,Menasveta 1981,133
Plotosidae,Plotosus lineatus,Coastal area Bang Pra Cholburi Province Thailand,13.21,100.93,Marine,experimental,28.00,10,NA,dynamic,LOE,0.2500,NA,NA,NA,NA,38.50,NA,NA,yes,Marine,Menasveta 1981,133
Plotosidae,Plotosus lineatus,Coastal area Bang Pra Cholburi Province Thailand,13.21,100.93,Marine,experimental,25.00,10,NA,static,death,NA,1440.00,NA,NA,NA,34.00,NA,NA,yes,Marine,Menasveta 1981,133
Plotosidae,Plotosus lineatus,Coastal area Bang Pra Cholburi Province Thailand,13.21,100.93,Marine,experimental,28.00,10,NA,static,death,NA,1440.00,NA,NA,NA,35.00,NA,NA,yes,Marine,Menasveta 1981,133
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,20.00,14,1,dynamic,death,0.0007,NA,NA,NA,embryos,38.00,0.00,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,25.00,14,1,dynamic,death,0.0007,NA,NA,NA,embryos,38.80,1.10,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,30.00,14,1,dynamic,death,0.0007,NA,NA,NA,embryos,38.00,0.00,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,20.00,14,1,dynamic,death,0.0007,NA,NA,NA,juveniles,38.40,0.54,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,25.00,14,1,dynamic,death,0.0007,NA,NA,NA,juveniles,38.00,0.72,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,30.00,14,1,dynamic,death,0.0007,NA,NA,NA,juveniles,38.20,0.45,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,20.00,14,1,dynamic,death,0.0007,NA,NA,NA,adults,37.40,0.54,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,25.00,14,1,dynamic,death,0.0007,NA,NA,NA,adults,38.40,0.54,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Belonesox belizanus,Everglades National Park Florida US,25.28,-80.90,Freshwater,experimental,30.00,14,1,dynamic,death,0.0007,NA,NA,NA,adults,37.60,0.54,5,yes,Freshwater,Kerfoot 2012,103
Poeciliidae,Cnesterodon decemmaculatus,NA,-32.30,-55.70,Freshwater,experimental,20.70,NA,NA,dynamic,death,0.3000,NA,20.20,NA,NA,37.91,NA,5,yes,Freshwater,Ortubay et al. 1997,145
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,39.50,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,41.70,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,40.50,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,42.10,0.71,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,40.70,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,42.10,0.71,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,38.00,0.40,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,41.00,0.30,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,35.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,42.30,0.40,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,30.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,37.30,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.68,Freshwater,experimental,15.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,35.40,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.68,Freshwater,experimental,20.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,37.30,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.68,Freshwater,experimental,35.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,37.30,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,20.00,NA,NA,static,death,NA,5760.00,NA,NA,NA,37.30,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10.00,14,NA,dynamic,OS,1.0000,NA,NA,NA,NA,38.47,0.74,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Poeciliidae,Gambusia affinis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10.00,14,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,36.88,0.72,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Poeciliidae,Gambusia affinis,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,12.00,7,2,dynamic,LOE,0.5000,NA,16-23,NA,NA,34.20,1.53,6,yes,Freshwater,Simons 1984,180
Poeciliidae,Gambusia affinis,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,20.00,7,2,dynamic,LOE,0.5000,NA,16-27,NA,NA,38.50,1.53,15,yes,Freshwater,Simons 1984,180
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,5.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,32.49,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,10.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,33.55,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,15.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,34.64,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,20.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,37.25,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,25.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,38.61,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,30.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,41.55,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,35.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,42.07,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,5.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,33.80,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,10.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,35.04,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,15.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,35.54,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,20.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,37.07,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,25.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,39.74,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,30.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,42.08,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,35.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,43.17,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,5.00,30,NA,static,death,NA,10080.00,NA,NA,NA,29.48,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,10.00,30,NA,static,death,NA,10080.00,NA,NA,NA,30.52,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,15.00,30,NA,static,death,NA,10080.00,NA,NA,NA,34.58,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,20.00,30,NA,static,death,NA,10080.00,NA,NA,NA,35.51,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,25.00,30,NA,static,death,NA,10080.00,NA,NA,NA,35.50,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,30.00,30,NA,static,death,NA,10080.00,NA,NA,NA,37.04,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,35.00,30,NA,static,death,NA,10080.00,NA,NA,NA,36.48,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,5.00,30,NA,static,death,NA,10080.00,NA,NA,NA,32.04,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,10.00,30,NA,static,death,NA,10080.00,NA,NA,NA,32.56,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,15.00,30,NA,static,death,NA,10080.00,NA,NA,NA,33.02,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,20.00,30,NA,static,death,NA,10080.00,NA,NA,NA,36.55,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,25.00,30,NA,static,death,NA,10080.00,NA,NA,NA,37.52,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,30.00,30,NA,static,death,NA,10080.00,NA,NA,NA,37.51,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33.00,-109.90,Freshwater,experimental,35.00,30,NA,static,death,NA,10080.00,NA,NA,NA,38.00,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia holbrooki,NA,32.98,-81.43,Freshwater,collection,25.00,NA,NA,dynamic,LOE,0.4000,NA,NA,NA,NA,39.80,0.39,41,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia holbrooki,NA,32.98,-81.43,Freshwater,collection,25.00,NA,NA,dynamic,LOE,0.4000,NA,NA,NA,NA,40.10,0.38,39,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia nobilis,NA,NA,NA,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,39.30,0.48,8,no,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia nobilis,NA,NA,NA,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,38.10,0.42,8,no,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia yucatana,Mangrove ponds off the coast of Belize near Carrie Bow Cay Belize,17.22,-88.30,Freshwater,experimental,30.00,NA,NA,dynamic,LOE,0.3000,NA,24.00,0.19,NA,42.14,0.31,8,yes,Freshwater,Heath et al. 1993,89
Poeciliidae,Gambusia yucatana,Mangrove ponds off the coast of Belize near Carrie Bow Cay Belize,17.22,-88.30,Freshwater,experimental,30.00,NA,NA,dynamic,death,0.3000,NA,24.00,0.19,NA,42.49,0.23,9,yes,Freshwater,Heath et al. 1993,89
Poeciliidae,Heterandria formosa,Lacassine Cameroun Parish Louisiana US,29.97,-92.87,Freshwater,experimental,28.00,7,NA,dynamic,death,0.0014,NA,NA,NA,NA,38.27,0.33,39,yes,Freshwater,Doyle et al. 2011,61
Poeciliidae,Heterandria formosa,Atchafalaya Basin Saint Martin Parish Louisiana US,29.87,-91.43,Freshwater,experimental,29.00,7,NA,dynamic,death,0.0014,NA,NA,NA,NA,38.29,0.22,19,yes,Freshwater,Doyle et al. 2011,61
Poeciliidae,Heterandria formosa,Lacassine Cameroun Parish Louisiana US,29.97,-92.87,Freshwater,experimental,28.00,7,NA,dynamic,death,0.0014,NA,NA,NA,NA,38.77,0.21,39,yes,Freshwater,Doyle et al. 2011,61
