"Data for CTMax analyses (Fig. 6 & 7, S10, Table S16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,Family,Genus3,Species3,Average of Safety,Average of Elevation,Log Average of Elevation,Average of Abs lat,Log Range,log SVL,Average of tmxslope,IUCN 2014risk,Average of Abs lat/10,log SVLx10,Average of tmxslope/100,Average of Safety/10,Average of ARR,LogARR,Log(ARR+1),Exclude Negative ARRs,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastes,fletcheri,-1.6132316,304.7851265,2.48399377,31.563029,6.128907264,1.740362689,0.028439376,0,3.1563029,17.40362689,2.843937575,-0.16132316,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastes,peronii,8.336175838,136.7944224,2.13606839,29.111587,5.821664817,1.740362689,0.008497849,0,2.9111587,17.40362689,0.849784914,0.833617584,0.21725,-0.663040215,0.085379783,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastes,salmini,7.94811045,184.3925632,2.265743401,30.488929,5.781244689,1.875061263,0.003883353,0,3.0488929,18.75061263,0.388335334,0.794811045,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastes,tasmaniensis,6.93229912,436.6991771,2.640182374,33.9564698,6.385788889,1.51851394,0.017645938,0,3.39564698,15.1851394,1.764593838,0.693229912,0.12,-0.920818754,0.049218023,,,,,,,,,,,,,,,,,,,
Anura,Alsodidae,Limnomedusa,macroglossa,,312,2.494154594,27.087367,5.670902366,1.697229343,0.00282473,0,2.7087367,16.97229343,0.282472989,,,,,,,,,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Limnonectes,woodworthi,10.9250744,1100,3.041392685,14.0675,4.168585866,2.053078443,-0.006659064,0,1.40675,20.53078443,-0.665906363,1.09250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,berlandieri,8.0018997,209.5,2.321184027,29.02564175,6.172998811,2.053078443,0.030460984,0,2.902564175,20.53078443,3.046098439,0.80018997,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,catesbeiana,8.301036818,286.9444444,2.457797821,40.21439978,6.839770579,2.164352856,0.011972545,0,4.021439978,21.64352856,1.197254457,0.830103682,0.086699824,-1.061981786,0.036109597,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,clamitans,7.9374132,267,2.426511261,44.996399,6.582799902,1.939519253,0.034739496,0,4.4996399,19.39519253,3.47394958,0.79374132,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,palmipes,7.1001488,579,2.762678564,9.913056,6.844955134,2.053078443,0.020870348,0,0.9913056,20.53078443,2.087034814,0.71001488,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,palustris,5.378163633,383,2.583198774,42,6.393946344,1.740362689,0.026780712,0,4.2,17.40362689,2.678071228,0.537816363,0.080287407,-1.095352566,0.033539314,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,pipiens,8.097647876,464.0344828,2.666550255,38.59105187,6.77900503,2.053078443,0.017391929,0,3.859105187,20.53078443,1.739192919,0.809764788,0.180750698,-0.742920017,0.072158211,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,sphenocephalus,5.7106486,340,2.531478917,35.254964,6.302107012,2.053078443,0.030460984,0,3.5254964,20.53078443,3.046098439,0.57106486,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,sylvaticus,8.419286838,745.7017544,2.872565165,38.78509867,6.95887504,1.740362689,0.012002289,0,3.878509867,17.40362689,1.200228863,0.841928684,0.779579756,-0.108139447,0.250317457,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,virgatipes,9.2657974,32,1.505149978,39.855849,5.221547245,1.740362689,0.022967987,0,3.9855849,17.40362689,2.296798719,0.92657974,0.165,-0.782516056,0.066325925,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Lithobates,warszewitschii,14.7942274,1555,3.191730393,10.01571,5.196681784,1.740362689,0.0207511,0,1.001571,17.40362689,2.075110044,1.47942274,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,alboguttata,8.4905475,309,2.489958479,26.739435,6.097105922,1.875061263,0.018118047,0,2.6739435,18.75061263,1.811804722,0.84905475,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,aurea,9.1758877,262.3209387,2.418832958,36.72914533,5.251022229,2.053078443,0.014319728,1,3.672914533,20.53078443,1.431972789,0.91758877,0.085,-1.070581074,0.035429738,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,australis,7.24208985,159.5,2.202760687,19.555807,6.060139319,1.875061263,0.012295118,0,1.9555807,18.75061263,1.229511805,0.724208985,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,bicolor,8.266501333,206.5234177,2.314969303,16.07930567,5.971029864,1.51851394,0.007186608,0,1.607930567,15.1851394,0.718660798,0.826650133,0.29,-0.537602002,0.11058971,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,brevipes,7.6157211,304.7851265,2.48399377,20.012195,5.930583316,1.51851394,0.011652661,0,2.0012195,15.1851394,1.165266106,0.76157211,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,caerulea,8.576059974,83.58634242,1.922135322,25.39500111,6.613683608,2.164352856,0.002091784,0,2.539500111,21.64352856,0.209178408,0.857605997,0.19,-0.721246399,0.075546961,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,chloris,8.411409767,589.2512445,2.770300508,17.15132133,5.328758681,1.875061263,0.003205816,0,1.715132133,18.75061263,0.320581566,0.841140977,0.065,-1.187086643,0.027349608,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,citropa,5.2465681,1371.533069,3.137206283,30.631667,4.802260476,1.875061263,0.022547419,0,3.0631667,18.75061263,2.254741897,0.52465681,0.053333333,-1.273001272,0.022565828,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,coplandi,3.4936322,10,1,12.372179,5.808831914,1.51851394,0.006472189,0,1.2372179,15.1851394,0.647218888,0.34936322,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,dahlii,4.9936322,10,1,12.372179,5.491651594,1.875061263,0.006472189,0,1.2372179,18.75061263,0.647218888,0.49936322,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,eucnemis,4.8094029,790,2.897627091,17.266815,5.618110882,1.875061263,0.002578631,0,1.7266815,18.75061263,0.257863145,0.48094029,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,ewingii,6.983383989,474.1101968,2.675879296,35.44744478,5.681523437,1.51851394,0.017457427,0,3.544744478,15.1851394,1.745742742,0.698338399,0.109444444,-0.960806279,0.04510556,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,fallax,9.138684978,220.798808,2.343996724,25.52908089,5.760546873,1.51851394,0.006546485,0,2.552908089,15.1851394,0.654648526,0.913868498,0.0775,-1.110698297,0.032417279,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,freycineti,8.21069725,174.8925632,2.242771343,30.141342,4.767704883,1.51851394,0.007720088,1,3.0141342,15.1851394,0.772008804,0.821069725,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,gracilenta,8.873018224,51.66742688,1.713216834,26.40910014,5.503595956,1.51851394,-0.001254598,0,2.640910014,15.1851394,-0.125459839,0.887301822,0.085295781,-1.069072451,0.035548115,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,inermis,2.1936322,10,1,12.372179,6.244507693,1.51851394,0.006472189,0,1.2372179,15.1851394,0.647218888,0.21936322,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,lesueuri,6.489701925,257.8388449,2.411348347,29.80017825,5.884378989,1.740362689,0.012804122,0,2.980017825,17.40362689,1.280412165,0.648970193,0.15625,-0.806179974,0.063051746,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,nasuta,5.85776135,37,1.568201724,19.9625085,6.051178772,1.740362689,0.003594238,0,1.99625085,17.40362689,0.35942377,0.585776135,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,nigrofrenata,6.9811942,14,1.146128036,20.401418,5.21674106,1.51851394,0.007494598,0,2.0401418,15.1851394,0.749459784,0.69811942,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,pearsoniana,6.449752,412,2.614897216,27.33427,4.563836919,1.51851394,0.008514606,1,2.733427,15.1851394,0.851460584,0.6449752,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,peronii,8.820327571,392.3013019,2.593619749,32.33610843,6.011567061,1.740362689,0.010708969,0,3.233610843,17.40362689,1.07089693,0.882032757,0.2125,-0.672641066,0.083681747,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,phyllochroa,6.564528325,304.7851265,2.48399377,36.43627325,5.244850852,1.51851394,0.016103241,0,3.643627325,15.1851394,1.61032413,0.656452833,0.113333333,-0.945642338,0.046625212,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,rothii,6.07106524,245.8281012,2.390631527,17.6524614,6.114894417,1.51851394,0.008973029,0,1.76524614,15.1851394,0.897302921,0.607106524,0.255,-0.59345982,0.098643726,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,rubella,7.729729533,297.9105625,2.474085902,19.06701633,6.679085141,1.51851394,0.009682673,0,1.906701633,15.1851394,0.968267307,0.772972953,0.168333333,-0.773829877,0.067566768,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,tornieri,4.5936322,10,1,12.372179,5.758761301,1.51851394,0.006472189,0,1.2372179,15.1851394,0.647218888,0.45936322,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,verreauxii,11.28227203,1315.655796,3.119142283,37.06470683,5.373232085,1.51851394,0.019115113,0,3.706470683,15.1851394,1.911511271,1.128227203,0.1625,-0.789146635,0.065392962,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Litoria,watjulumensis,3.0936322,10,1,12.372179,5.79133198,1.740362689,0.006472189,0,1.2372179,17.40362689,0.647218888,0.30936322,,,,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Melanophryniscus,devincenzii,,312,2.494154594,27.087367,4.107345665,1.51851394,0.00282473,1,2.7087367,15.1851394,0.282472989,,,,,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Melanophryniscus,rubriventris,6.82353205,1694,3.228913406,23.84545,4.536091072,1.51851394,0.006164066,0,2.384545,15.1851394,0.616406563,0.682353205,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Mixophyes,fasciolatus,3.6687562,358.3925632,2.554358989,30.379645,5.329987387,2.053078443,0.007782513,0,3.0379645,20.53078443,0.778251301,0.36687562,,,,,,,,,,,,,,,,,,,,,,
Caudata,Proteidae,Necturus,maculosus,7.483534386,400.2857143,2.602370091,42.56497614,6.274563079,2.423245874,0.013934031,0,4.256497614,24.23245874,1.393403076,0.748353439,0.171,-0.76700389,0.068556895,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Neobatrachus,pictus,3.4840805,329.7851265,2.518231065,33.0174685,5.491673993,1.740362689,0.022569628,0,3.30174685,17.40362689,2.256962785,0.34840805,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Neobatrachus,sudelli,-1.3596013,44,1.643452676,29.646376,5.994506318,1.51851394,0.028795118,0,2.9646376,15.1851394,2.879511805,-0.13596013,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Notophthalmus,viridescens,11.31450332,512.5625,2.709746829,40.08582761,6.536217312,1.892094603,0.020534039,0,4.008582761,18.92094603,2.053403862,1.131450332,,,,,,,,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Occidozyga,laevis,10.3250744,1100,3.041392685,14.0675,5.707419424,1.51851394,-0.006659064,0,1.40675,15.1851394,-0.665906363,1.03250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophrynus,occidentalis,3.8309462,721.2,2.858055718,31.5966798,5.829710211,1.689130325,0.004589516,0,3.15966798,16.89130325,0.458951581,0.38309462,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Osteopilus,septentrionalis,8.4498512,11,1.041392685,25.76168,5.131278537,1.939519253,0.020770308,0,2.576168,19.39519253,2.077030812,0.84498512,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Pachytriton,labiatus,4.3338325,500,2.698970004,24.6,5.361518191,2.423245874,0.012480992,0,2.46,24.23245874,1.24809924,0.43338325,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Paramesotriton,chinensis,5.9338325,500,2.698970004,24.6,5.359476899,2.06069784,0.012480992,0,2.46,20.6069784,1.24809924,0.59338325,,,,,,,,,,,,,,,,,,,,,,
Anura,Pelobatidae,Pelobates,cultripes,,1756,3.244524512,37.378831,5.693944042,1.875061263,0.030292917,1,3.7378831,18.75061263,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Pelodytidae,Pelodytes,ibericus,,1756,3.244524512,37.378831,5.041597939,1.51851394,0.030292917,0,3.7378831,15.1851394,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Pelophylax,lessonae,,1756,3.244524512,37.378831,6.503585332,1.759667845,0.030292917,0,3.7378831,17.59667845,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Pelophylax,perezi,,1756,3.244524512,37.378831,5.84685956,1.769377326,0.030292917,0,3.7378831,17.69377326,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Rhacophoridae,Philautus,surdus,8.6250744,1100,3.041392685,14.0675,5.318582925,1.51851394,-0.006659064,0,1.40675,15.1851394,-0.665906363,0.86250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Philoria,frosti,7.984411167,929.5946358,2.968293609,37.833306,2.012837225,1.740362689,0.011807923,1,3.7833306,17.40362689,1.180792317,0.798441117,0.085,-1.070581074,0.035429738,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Philoria,loveridgei,3.5183098,761.9628162,2.881933778,28.241961,2.654176542,1.51851394,0.013794318,1,2.8241961,15.1851394,1.379431773,0.35183098,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Philoria,sphagnicolus,1.1182106,1447.729351,3.160687379,30.631667,3.981456167,1.51851394,0.022547419,1,3.0631667,15.1851394,2.254741897,0.11182106,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Phyllomedusa,sauvagii,,102,2.008600172,25.316761,6.044426076,1.875061263,0.012514206,0,2.5316761,18.75061263,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Phyllomedusa,tetraploidea,,312,2.494154594,27.087367,5.576188111,1.51851394,0.00282473,0,2.7087367,15.1851394,0.282472989,,,,,,,,,,,,,,,,,,,,,,,
Anura,Leptodactylidae,Physalaemus,albonotatus,,102,2.008600172,25.316761,6.250051916,1.51851394,0.012514206,0,2.5316761,15.1851394,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Anura,Leptodactylidae,Physalaemus,cuvieri,,785,2.894869657,23.55052,6.863869667,1.51851394,0.035503802,0,2.355052,15.1851394,3.550380152,,0.175,-0.756961951,0.070037867,,,,,,,,,,,,,,,,,,,
Anura,Ceratobatrachidae,Platymantis,banahao,8.8250744,1100,3.041392685,14.0675,2.071882007,1.51851394,-0.006659064,1,1.40675,15.1851394,-0.665906363,0.88250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Ceratobatrachidae,Platymantis,corrugatus,8.7250744,1100,3.041392685,14.0675,5.419152469,1.51851394,-0.006659064,0,1.40675,15.1851394,-0.665906363,0.87250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Ceratobatrachidae,Platymantis,dorsalis,7.9250744,1100,3.041392685,14.0675,4.798146323,1.51851394,-0.006659064,0,1.40675,15.1851394,-0.665906363,0.79250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Ceratobatrachidae,Platymantis,luzonensis,9.7250744,1100,3.041392685,14.0675,3.273464273,1.51851394,-0.006659064,1,1.40675,15.1851394,-0.665906363,0.97250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Ceratobatrachidae,Platymantis,montanus,,1100,3.041392685,14.0675,2.093421685,1.51851394,-0.006659064,1,1.40675,15.1851394,-0.665906363,,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Platyplectrum,ornatum,,342,2.534026106,27.183286,6.350996531,1.740362689,0.017613445,0,2.7183286,17.40362689,1.761344538,,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,cinereus,8.0390693,616.5,2.789933081,38.663851,6.26171953,1.892094603,0.019886555,0,3.8663851,18.92094603,1.988655462,0.80390693,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,dunni,10.2999008,390,2.591064607,46.5926635,4.865897185,2.187520721,,0,4.65926635,21.87520721,0,1.02999008,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,glutinosus,10.1547581,1128,3.0523091,37.375136,6.127385055,2.187520721,0.017852341,0,3.7375136,21.87520721,1.785234094,1.01547581,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,jordani,7.527685217,762.3333333,2.88214491,35.41487233,3.288472801,1.892094603,0.005442844,1,3.541487233,18.92094603,0.54428438,0.752768522,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,ouachitae,1.9606486,340,2.531478917,35.254964,4.077186154,2.06069784,0.030460984,1,3.5254964,20.6069784,3.046098439,0.19606486,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,richmondi,2.1106486,340,2.531478917,35.254964,5.003227812,1.892094603,0.030460984,0,3.5254964,18.92094603,3.046098439,0.21106486,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,vehiculum,9.5999008,390,2.591064607,46.5926635,5.2192229,1.892094603,,0,4.65926635,18.92094603,0,0.95999008,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Plethodon,wehrlei,6.7444441,594,2.773786445,37.246712,5.058308324,2.187520721,0.012297319,0,3.7246712,21.87520721,1.229731893,0.67444441,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Pleurodeles,waltl,,1756,3.244524512,37.378831,5.602857275,2.278753601,0.030292917,1,3.7378831,22.78753601,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Leptodactylidae,Pleurodema,bufoninum,,899,2.953759692,41.181389,5.812514959,1.301029996,0.023605042,0,4.1181389,13.01029996,2.360504202,,,,,,,,,,,,,,,,,,,,,,,
Anura,Leptodactylidae,Pleurodema,diplolister,,785,2.894869657,23.55052,6.144341588,1.5289167,0.035503802,0,2.355052,15.289167,3.550380152,,0.116,-0.935542011,0.047664195,,,,,,,,,,,,,,,,,,,
Anura,Leptodactylidae,Pleurodema,nebulosum,9.5092541,547,2.737987326,32.13664,5.614940433,1.176091259,0.00627411,0,3.213664,11.76091259,0.627410964,0.95092541,,,,,,,,,,,,,,,,,,,,,,
Anura,Strabomantidae,Pristimantis,danae,-1.2690538,1682.5,3.225955073,11.1833,4.680734265,1.505149978,0.007073629,0,1.11833,15.05149978,0.707362945,-0.12690538,,,,,,,,,,,,,,,,,,,,,,
Anura,Strabomantidae,Pristimantis,rhabdolaemus,-3.4690538,2407.5,3.381566296,11.1833,5.020493871,1.51851394,0.007073629,0,1.11833,15.1851394,0.707362945,-0.34690538,,,,,,,,,,,,,,,,,,,,,,
Anura,Strabomantidae,Pristimantis,salaputium,-1.1690538,1777.5,3.249809609,11.1833,1.447158031,1.51851394,0.007073629,,1.11833,15.1851394,0.707362945,-0.11690538,,,,,,,,,,,,,,,,,,,,,,
Anura,Strabomantidae,Pristimantis,toftae,-0.4690538,1498.5,3.175656747,11.1833,5.322248247,1.51851394,0.007073629,0,1.11833,15.1851394,0.707362945,-0.04690538,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Pseudacris,cadaverina,0.3777623,610,2.785329835,33.953297,4.804670896,1.51851394,-0.013086034,0,3.3953297,15.1851394,-1.308603441,0.03777623,0.324,-0.48945499,0.121887985,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Pseudacris,crucifer,8.26084605,257,2.409933123,43.565114,6.605686476,1.51851394,0.027794318,0,4.3565114,15.1851394,2.779431773,0.826084605,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Pseudacris,regilla,8.397058371,1371,3.137037455,40.89384543,6.187798129,1.51851394,0.009223689,0,4.089384543,15.1851394,0.922368948,0.839705837,0.140333375,-0.85283903,0.057031835,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Pseudacris,triseriata,13.2812323,1309.31746,3.117044959,38.53106848,6.534703179,1.51851394,0.017976499,0,3.853106848,15.1851394,1.797649854,1.32812323,0.122817138,-0.910741028,0.050309033,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Pseudis,limellum,,102,2.008600172,25.316761,5.910627073,1.51851394,0.012514206,0,2.5316761,15.1851394,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Pseudis,paradoxa,,102,2.008600172,25.316761,6.890709726,1.875061263,0.012514206,0,2.5316761,18.75061263,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Pseudophryne,bibronii,,,,,,,,,,,,,,,,,,,,7.082246957,379.2390822,2.578913087,33.570341,5.825146885,1.51851394,0.010862459,1,3.3570341,15.1851394,1.086245927,0.708224696,0.2375,-0.624336386,0.092545208
Anura,Myobatrachidae,Pseudophryne,corroboree,10.4500496,1752.514477,3.243661614,36.391785,3.033021445,1.51851394,0.025041216,1,3.6391785,15.1851394,2.504121649,1.04500496,0.61,-0.214670165,0.206825876,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Pseudophryne,dendyi,11.2151259,1066.747943,3.028061814,30.514343,3.822756333,1.51851394,0.016987195,0,3.0514343,15.1851394,1.698719488,1.12151259,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Pseudophryne,major,4.9840805,64,1.806179974,27.552838,5.103119254,1.51851394,0.000716287,0,2.7552838,15.1851394,0.071628651,0.49840805,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Pseudophryne,semimarmorata,6.4434834,50,1.698970004,34.928621,5.036029731,1.51851394,0.015214086,0,3.4928621,15.1851394,1.521408563,0.64434834,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Pseudotriton,montanus,5.1472573,111,2.045322979,35.994033,5.88032588,2.06069784,0.024533814,0,3.5994033,20.6069784,2.453381353,0.51472573,,,,,,,,,,,,,,,,,,,,,,
Caudata,Plethodontidae,Pseudotriton,ruber,10.0719401,1158,3.063708559,37.375136,6.028809886,2.187520721,0.017852341,0,3.7375136,21.87520721,1.785234094,1.00719401,,,,,,,,,,,,,,,,,,,,,,
Anura,Strabomantidae,Psychrophrynella,usurpator,-2.0690538,3135.5,3.496306805,11.1833,3.405175546,1.342422681,0.007073629,1,1.11833,13.42422681,0.707362945,-0.20690538,,,,,,,,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Quasipaa,spinosa,12.43049822,449.1666667,2.652407519,26.81666667,6.063704059,2.053078443,0.017124116,1,2.681666667,20.53078443,1.712411631,1.243049822,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,arvalis,,1756,3.244524512,37.378831,6.993513515,1.720159303,0.030292917,0,3.7378831,17.20159303,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,boylii,7.178076433,914,2.960946196,39.722933,5.318027838,1.740362689,-0.003083633,1,3.9722933,17.40362689,-0.308363345,0.717807643,0.12,-0.920818754,0.049218023,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,cascadae,6.5916088,2134,3.329194415,39.992683,5.055500651,1.875061263,0.018295318,1,3.9992683,18.75061263,1.829531813,0.65916088,0.112,-0.950781977,0.046104787,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,chensinensis,,420,2.62324929,36.1,6.452294248,1.643452676,0.030003601,0,3.61,16.43452676,3.000360144,,0.286666667,-0.542622803,0.10946605,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,clamitans,7.302713729,326.375,2.513716885,39.53697844,6.582799902,1.939519253,0.024128476,0,3.953697844,19.39519253,2.412847639,0.730271373,0.176666667,-0.752845385,0.070653451,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,iberica,,1756,3.244524512,37.378831,5.004553509,1.875061263,0.030292917,1,3.7378831,18.75061263,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,pretiosa,10.7292204,610,2.785329835,51.091389,4.977408056,1.939519253,0.021657063,1,5.1091389,19.39519253,2.165706283,1.07292204,0.12,-0.920818754,0.049218023,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,temporaria,,1756,3.244524512,37.378831,6.89040548,1.875061263,0.030292917,0,3.7378831,18.75061263,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Rana,virgatipes,8.3375124,32,1.505149978,39.855849,5.221547245,1.740362689,0.022967987,0,3.9855849,17.40362689,2.296798719,0.83375124,,,,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhaebo,haematiticus,8.0501488,579,2.762678564,9.913056,5.496861871,1.740362689,0.020870348,0,0.9913056,17.40362689,2.087034814,0.80501488,0.25,-0.602059991,0.096910013,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhinella,arenarum,5.1309462,849,2.92890769,31.70079,6.220920714,1.875061263,0.005107643,0,3.170079,18.75061263,0.510764306,0.51309462,,,,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhinella,crucifer,,312,2.494154594,27.087367,6.102568844,1.875061263,0.00282473,0,2.7087367,18.75061263,0.282472989,,,,,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhinella,granulosa,10.8562686,178,2.250420002,12.801333,7.042385255,1.51851394,0.012911431,0,1.2801333,15.1851394,1.291143124,1.08562686,,,,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhinella,icterica,,785,2.894869657,23.55052,6.190216245,1.51851394,0.035503802,0,2.355052,15.1851394,3.550380152,,0.09,-1.045757491,0.037426498,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhinella,marina,9.389164991,160.5957447,2.205734034,23.28726806,7.053866683,2.164352856,0.001965433,0,2.328726806,21.64352856,0.196543298,0.938916499,0.184853963,-0.733171235,0.073664825,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhinella,schneideri,,102,2.008600172,25.316761,6.815214489,1.875061263,0.012514206,0,2.5316761,18.75061263,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Anura,Bufonidae,Rhinella ,spinulosa,,899,2.953759692,41.181389,6.067983886,1.875061263,0.023605042,0,4.1181389,18.75061263,2.360504202,,,,,,,,,,,,,,,,,,,,,,,
Caudata,Rhyacotritonidae,Rhyacotriton,olympicus,8.1968161,661,2.820201459,47.590189,4.208306962,2.06069784,0.008917967,1,4.7590189,20.6069784,0.891796719,0.81968161,,,,,,,,,,,,,,,,,,,,,,
