intratherm_id,genus_species,phylum,class,order,family,extractor,ref,original_compilation,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,lifestage,notes,record_number,record,realm_general,acclim_time_original,acclim_time_units,genus,species
1,Abudefduf saxatilis,Chordata,Teleostei,Perciformes,Pomacentridae,NA,Graham 1971,Comte,Abudefduf saxatilis_9.66_NA,28,9.66,-79.34,,Abudefduf,saxatilis,Atlantic Panama,NA,39.3,tmax,0.26,SD,13,lethal,death,0.0383,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,Abudefduf,saxatilis
10,Acipenser brevirostrum,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,NA,Zhang & Kieffer 2014,Comte,Acipenser brevirostrum_45.3_NA,10,45.3,-66.13,,Acipenser,brevirostrum,Carter's Point Kingston New Brunswick Canada,NA,27.6,tmax,0.35,SD,8,critical,LOE,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Acipenser,brevirostrum
11,Acipenser brevirostrum,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,NA,Zhang & Kieffer 2014,Comte,Acipenser brevirostrum_45.3_NA,15,45.3,-66.13,,Acipenser,brevirostrum,Carter's Point Kingston New Brunswick Canada,NA,31.5,tmax,0.91,SD,8,critical,LOE,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Acipenser,brevirostrum
12,Acipenser brevirostrum,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,NA,Zhang & Kieffer 2014,Comte,Acipenser brevirostrum_45.3_NA,20,45.3,-66.13,,Acipenser,brevirostrum,Carter's Point Kingston New Brunswick Canada,NA,32.8,tmax,1.17,SD,8,critical,LOE,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Acipenser,brevirostrum
89,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Martin 1988,Comte,Ambassis ambassis_-30.86_NA,24,-30.86,25.14,,Ambassis,ambassis,South Africa,14,36.5,tmax,NA,SD,10,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Ambassis,ambassis
90,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru & Ramachandran 2001,Comte,Ambassis ambassis_11.49_NA,20,11.49,79.76,,Ambassis,ambassis,Vellar Brackish India,7,35.49,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Ambassis,ambassis
91,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru & Ramachandran 2001,Comte,Ambassis ambassis_11.49_NA,25,11.49,79.76,,Ambassis,ambassis,Vellar Brackish Tamil Nadu India,7,36.47,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Ambassis,ambassis
92,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru & Ramachandran 2001,Comte,Ambassis ambassis_11.49_NA,28,11.49,79.76,,Ambassis,ambassis,Vellar Brackish Tamil Nadu India,7,37.02,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Ambassis,ambassis
93,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru & Ramachandran 2001,Comte,Ambassis ambassis_11.49_NA,30,11.49,79.76,,Ambassis,ambassis,Vellar Brackish Tamil Nadu India,7,37.54,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Ambassis,ambassis
94,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru & Ramachandran 2001,Comte,Ambassis ambassis_11.49_NA,35,11.49,79.76,,Ambassis,ambassis,Vellar Brackish Tamil Nadu India,7,38.54,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Ambassis,ambassis
95,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru 2002,Comte,Ambassis ambassis_11.49_NA,28,11.49,79.76,,Ambassis,ambassis,Vellar Brackish Tamil Nadu India,NA,37.02,tmax,0.13,SD,10,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ambassis,ambassis
96,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru 2002,Comte,Ambassis ambassis_11.49_NA,28,11.49,79.76,,Ambassis,ambassis,Vellar Brackish Tamil Nadu India,NA,38.5,tmax,NA,SD,10,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ambassis,ambassis
97,Ambassis ambassis,Chordata,Teleostei,Perciformes,Chandidae,NA,Rajaguru 2002,Comte,Ambassis ambassis_11.49_NA,28,11.49,79.76,,Ambassis,ambassis,Vellar Brackish Tamil Nadu India,NA,40.5,tmax,NA,SD,10,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ambassis,ambassis
159,Ameiurus melas,Chordata,Teleostei,Siluriformes,Ictaluridae,NA,Spotila et al. 1979,Comte,Ameiurus melas_42.08_NA,23,42.08,-81.34,,Ameiurus,melas,Lake Erie,NA,35,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ameiurus,melas
160,Ameiurus melas,Chordata,Teleostei,Siluriformes,Ictaluridae,NA,Beitinger et al. 2000,Comte,Ameiurus melas_39.016739_NA,26,39.016739,-90.992256,inferred,Ameiurus,melas,"Cuivre River, Missouri, United States",NA,38.1,tmax,0.39,SD,7,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ameiurus,melas
163,Ameiurus natalis,Chordata,Teleostei,Siluriformes,Ictaluridae,NA,Spotila et al. 1979,Comte,Ameiurus natalis_42.08_NA,22.2,42.08,-81.34,,Ameiurus,natalis,Lake Erie,NA,36.4,tmax,NA,SD,NA,critical,LOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ameiurus,natalis
167,Ameiurus natalis,Chordata,Teleostei,Siluriformes,Ictaluridae,NA,Beitinger et al. 2000,Comte,Ameiurus natalis_39.201_NA,26,39.201,-92.177,inferred,Ameiurus,natalis,"centroid of Salt River, Lamine River, Missouri, United States",NA,37.9,tmax,0.44,SD,7,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ameiurus,natalis
277,Anguilla australis,Chordata,Teleostei,Anguilliformes,Anguillidae,NA,Simons 1984,Comte,Anguilla australis_-37.27_NA,12,-37.27,174.87,,Anguilla,australis,Lower Waikato River New Zealand,7,33.4,tmax,1,SD,13,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Anguilla,australis
278,Anguilla australis,Chordata,Teleostei,Anguilliformes,Anguillidae,NA,Simons 1984,Comte,Anguilla australis_-37.27_NA,20,-37.27,174.87,,Anguilla,australis,Lower Waikato River New Zealand,7,35.6,tmax,1.53,SD,16,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Anguilla,australis
279,Anguilla australis,Chordata,Teleostei,Anguilliformes,Anguillidae,NA,Simons 1984,Comte,Anguilla australis_-37.27_NA,21.5,-37.27,174.87,,Anguilla,australis,Lower Waikato River New Zealand,7,36,tmax,0.62,SD,12,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Anguilla,australis
297,Apogon dovii,Chordata,Teleostei,Perciformes,Apogonidae,NA,Mora & Ospína 2001,Comte,Apogon dovii_2.97_NA,26.5,2.97,7.18,,Apogon,dovii,Gorgona Island national park Columbia,1,37.04,tmax,0.34,SD,28,critical,LOE,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,1,days,Apogon,dovii
298,Apogon dovii,Chordata,Teleostei,Perciformes,Apogonidae,NA,Ospína & Mora 2004,Comte,Apogon dovii_2.99_NA,26.5,2.99,-78.2,,Apogon,dovii,Gorgona Island reefs Columbia,1,36.43,tmax,0.76,SD,27,lethal,death,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,1,days,Apogon,dovii
299,Apogon dovii,Chordata,Teleostei,Perciformes,Apogonidae,NA,Graham 1971,Comte,Apogon dovii_7.33_NA,28,7.33,-80.21,,Apogon,dovii,Pacific ocean Panama,NA,37.23,tmax,0.88,SD,12,lethal,death,0.0383,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,Apogon,dovii
322,Bathygobius ramosus,Chordata,Teleostei,Perciformes,Gobiidae,NA,Mora & Ospína 2001,Comte,Bathygobius ramosus_2.97_NA,26.5,2.97,7.18,,Bathygobius,ramosus,Gorgona Island national park Columbia,1,35.13,tmax,0.12,SD,15,critical,LOE,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,1,days,Bathygobius,ramosus
323,Bathygobius ramosus,Chordata,Teleostei,Perciformes,Gobiidae,NA,Graham 1971,Comte,Bathygobius ramosus_7.33_NA,28,7.33,-80.21,,Bathygobius,ramosus,Pacific ocean Panama,NA,40.7,tmax,0.09,SD,21,lethal,death,0.0383,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,Bathygobius,ramosus
370,Carpiodes cyprinus,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Mundahl 1990,Comte,Carpiodes cyprinus_39.97_NA,24,39.97,-82.81,,Carpiodes,cyprinus,Indian Creek Ohio US,NA,38.8,tmax,0.8,SD,6,critical,LOE,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Carpiodes,cyprinus
371,Carpiodes cyprinus,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Spotila et al. 1979,Comte,Carpiodes cyprinus_42.08_NA,23.3,42.08,-81.34,,Carpiodes,cyprinus,Lake Erie,NA,37.2,tmax,NA,SD,NA,critical,LOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Carpiodes,cyprinus
380,Catostomus clarkii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Deacon et al. 1987,Comte,Catostomus clarkii_34.048927_NA,10,34.048927,-111.093735,inferred,Catostomus,clarkii,Virgin River Utha US,14,32.2,tmax,0.64,SD,6,critical,LOE,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Catostomus,clarkii
381,Catostomus clarkii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Deacon et al. 1987,Comte,Catostomus clarkii_34.048927_NA,25,34.048927,-111.093735,inferred,Catostomus,clarkii,Virgin River Utha US,14,37.17,tmax,0.5,SD,6,critical,LOE,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Catostomus,clarkii
388,Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Spotila et al. 1979,Comte,Catostomus commersonii_42.08_NA,5,42.08,-81.34,,Catostomus,commersonii,Lake Erie,NA,26.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Catostomus,commersonii
389,Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Spotila et al. 1979,Comte,Catostomus commersonii_42.08_NA,10,42.08,-81.34,,Catostomus,commersonii,Lake Erie,NA,27.7,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Catostomus,commersonii
390,Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Spotila et al. 1979,Comte,Catostomus commersonii_42.08_NA,15,42.08,-81.34,,Catostomus,commersonii,Lake Erie,NA,29.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Catostomus,commersonii
391,Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Spotila et al. 1979,Comte,Catostomus commersonii_42.08_NA,20,42.08,-81.34,,Catostomus,commersonii,Lake Erie,NA,29.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Catostomus,commersonii
392,Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Spotila et al. 1979,Comte,Catostomus commersonii_42.08_NA,25,42.08,-81.34,,Catostomus,commersonii,Lake Erie,NA,29.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Catostomus,commersonii
393,Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Spotila et al. 1979,Comte,Catostomus commersonii_42.08_NA,19,42.08,-81.34,,Catostomus,commersonii,Lake Erie,NA,31.6,tmax,NA,SD,NA,critical,LOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Catostomus,commersonii
410,Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,NA,Beitinger et al. 2000,Comte,Catostomus commersonii_39.279_NA,26,39.279,-91.155,inferred,Catostomus,commersonii,"centroid of Salt River, Cuivre River, Missouri, United States",NA,34.9,tmax,0.25,SD,5,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Catostomus,commersonii
459,Chrosomus erythrogaster,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Scott 1987,Comte,Chrosomus erythrogaster_36.16_NA,21.5,36.16,-105.2,,Chrosomus,erythrogaster,Little Coyote Creek Colfax New Mexico US,NA,32.33,tmax,NA,SD,70,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Chrosomus,erythrogaster
460,Chrosomus erythrogaster,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Scott 1987,Comte,Chrosomus erythrogaster_36.16_NA,10,36.16,-105.2,,Chrosomus,erythrogaster,Little Coyote Creek Colfax New Mexico US,NA,29.27,tmax,NA,SD,70,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Chrosomus,erythrogaster
461,Chrosomus erythrogaster,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Scott 1987,Comte,Chrosomus erythrogaster_36.16_NA,0,36.16,-105.2,,Chrosomus,erythrogaster,Little Coyote Creek Colfax New Mexico US,NA,19.71,tmax,NA,SD,70,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Chrosomus,erythrogaster
462,Chrosomus erythrogaster,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Scott 1987,Comte,Chrosomus erythrogaster_36.16_NA,1,36.16,-105.2,,Chrosomus,erythrogaster,Little Coyote Creek Colfax New Mexico US,NA,18.17,tmax,NA,SD,70,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Chrosomus,erythrogaster
463,Chrosomus erythrogaster,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Scott 1987,Comte,Chrosomus erythrogaster_36.16_NA,0,36.16,-105.2,,Chrosomus,erythrogaster,Little Coyote Creek Colfax New Mexico US,NA,17.55,tmax,NA,SD,70,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Chrosomus,erythrogaster
464,Chrosomus erythrogaster,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Scott 1987,Comte,Chrosomus erythrogaster_36.16_NA,19,36.16,-105.2,,Chrosomus,erythrogaster,Little Coyote Creek Colfax New Mexico US,NA,25.36,tmax,NA,SD,70,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Chrosomus,erythrogaster
465,Chrosomus erythrogaster,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Chrosomus erythrogaster_38.189801_NA,26,38.189801,-91.908238,inferred,Chrosomus,erythrogaster,"Gasconade River, Missouri, United States",NA,35.9,tmax,0.42,SD,12,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Chrosomus,erythrogaster
466,Coregonus artedi,Chordata,Teleostei,Salmoniformes,Salmonidae,NA,Yoder et al. 2012,Comte,Coregonus artedi_42.41_NA,2,42.41,-83.98,,Coregonus,artedi,Pickerel Lake Michigan US,NA,19.8,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Coregonus,artedi
467,Coregonus artedi,Chordata,Teleostei,Salmoniformes,Salmonidae,NA,Yoder et al. 2012,Comte,Coregonus artedi_42.41_NA,5,42.41,-83.98,,Coregonus,artedi,Pickerel Lake Michigan US,NA,21.8,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Coregonus,artedi
468,Coregonus artedi,Chordata,Teleostei,Salmoniformes,Salmonidae,NA,Yoder et al. 2012,Comte,Coregonus artedi_42.41_NA,10,42.41,-83.98,,Coregonus,artedi,Pickerel Lake Michigan US,NA,24.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Coregonus,artedi
469,Coregonus artedi,Chordata,Teleostei,Salmoniformes,Salmonidae,NA,Yoder et al. 2012,Comte,Coregonus artedi_42.41_NA,20,42.41,-83.98,,Coregonus,artedi,Pickerel Lake Michigan US,NA,26.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Coregonus,artedi
470,Coregonus artedi,Chordata,Teleostei,Salmoniformes,Salmonidae,NA,Yoder et al. 2012,Comte,Coregonus artedi_42.41_NA,25,42.41,-83.98,,Coregonus,artedi,Pickerel Lake Michigan US,NA,25.8,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Coregonus,artedi
482,Cottus bairdii,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus bairdii_34.19_NA,10,34.19,-84.95,,Cottus,bairdii,Etowah River Georgia US,7,29.56,tmax,1.08,SD,10,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,bairdii
483,Cottus bairdii,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus bairdii_34.19_NA,15,34.19,-84.95,,Cottus,bairdii,Etowah River Georgia US,7,30.37,tmax,1.22,SD,10,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,bairdii
484,Cottus bairdii,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus bairdii_34.19_NA,20,34.19,-84.95,,Cottus,bairdii,Etowah River Georgia US,7,32.01,tmax,0.52,SD,10,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,bairdii
485,Cottus bairdii,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus bairdii_34.19_NA,25,34.19,-84.95,,Cottus,bairdii,Etowah River Georgia US,7,33.83,tmax,0.37,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,bairdii
486,Cottus bairdii,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Kowaski et al. 1978,Comte,Cottus bairdii_42.6_NA,15,42.6,-78.47,,Cottus,bairdii,"Buffalo Creek, Erie County, New York, United States",28,30.9,tmax,0.33,SD,10,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Cottus,bairdii
487,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_34.6_NA,10,34.6,-84.7,,Cottus,carolinae,Coosawattee River Georgia US,7,29.06,tmax,0.97,SD,15,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
488,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_34.6_NA,15,34.6,-84.7,,Cottus,carolinae,Coosawattee River Georgia US,7,31.56,tmax,0.74,SD,20,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
489,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_34.6_NA,20,34.6,-84.7,,Cottus,carolinae,Coosawattee River Georgia US,7,32.81,tmax,0.65,SD,16,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
490,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_34.6_NA,25,34.6,-84.7,,Cottus,carolinae,Coosawattee River Georgia US,7,34.24,tmax,0.42,SD,17,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
491,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_40.03_NA,10,40.03,-76.27,,Cottus,carolinae,Conasauga River Georgia US,7,28.69,tmax,1.33,SD,9,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
492,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_40.03_NA,15,40.03,-76.27,,Cottus,carolinae,Conasauga River Georgia US,7,31.14,tmax,0.41,SD,19,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
493,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_40.03_NA,20,40.03,-76.27,,Cottus,carolinae,Conasauga River Georgia US,7,32.43,tmax,0.87,SD,18,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
494,Cottus carolinae,Chordata,Teleostei,Scorpaeniformes,Cottidae,NA,Walsh et al. 1997,Comte,Cottus carolinae_40.03_NA,25,40.03,-76.27,,Cottus,carolinae,Conasauga River Georgia US,7,34.34,tmax,0.47,SD,21,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cottus,carolinae
523,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_51.38_NA,5,51.38,-121.26,,Couesius,plumbeus,Green Lake British Columbia Canada,60,26.23,tmax,NA,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
524,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_51.38_NA,10,51.38,-121.26,,Couesius,plumbeus,Green Lake British Columbia Canada,60,26.32,tmax,NA,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
525,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_51.38_NA,15,51.38,-121.26,,Couesius,plumbeus,Green Lake British Columbia Canada,60,32.16,tmax,NA,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
526,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_51.38_NA,20,51.38,-121.26,,Couesius,plumbeus,Green Lake British Columbia Canada,60,35.46,tmax,NA,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
527,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_59.4_NA,5,59.4,-133.58,,Couesius,plumbeus,Atlin Warm Spring British Columbia Canada,60,25.87,tmax,NA,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
528,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_59.4_NA,10,59.4,-133.58,,Couesius,plumbeus,Atlin Warm Spring British Columbia Canada,60,26.36,tmax,NA,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
529,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_59.43_NA,5,59.43,-126.09,,Couesius,plumbeus,Liard Hot Spring British Columbia Canada,60,26.73,tmax,0.59,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
530,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_59.43_NA,10,59.43,-126.09,,Couesius,plumbeus,Liard Hot Spring British Columbia Canada,60,27.49,tmax,0.89,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
531,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_59.43_NA,15,59.43,-126.09,,Couesius,plumbeus,Liard Hot Spring British Columbia Canada,60,32.27,tmax,0.89,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
532,Couesius plumbeus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Darveau et al. 2012,Comte,Couesius plumbeus_59.43_NA,20,59.43,-126.09,,Couesius,plumbeus,Liard Hot Spring British Columbia Canada,60,35.94,tmax,0.45,SD,11,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,60,days,Couesius,plumbeus
567,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,15,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,28.8,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
