intratherm_id,genus_species,phylum,class,order,family,extractor,ref,original_compilation,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,lifestage,notes,record_number,record,realm_general,acclim_time_original,acclim_time_units,genus,species
104,Ambystoma jeffersonianum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.",Rohr,Ambystoma jeffersonianum_47.165_NA,18,47.165,-95.197,,Ambystoma,jeffersonianum,"Itasca State Park, Minnesota",NA,36.2,tmax,NA,NA,6,critical,Loss of righting response,NA,NA,NA,NA,NA,488,Adult,NA,NA,NA,Terrestrial,NA,days,Ambystoma,jeffersonianum
117,Ambystoma maculatum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Ambystoma maculatum_35.994_NA,20,35.994,-78.899,,Ambystoma,maculatum,"Durham, North Carolina",30,37.2,tmax,NA,NA,4,critical,Onset of spasms,1,NA,NA,NA,NA,147,Adult,NA,NA,NA,Terrestrial,30,days,Ambystoma,maculatum
118,Ambystoma maculatum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Gatz, A. J. J. 1973. Intraspecific variations in critical thermal maxima of Ambystoma maculatum. Herpetologica 29:264-268.",Rohr,Ambystoma maculatum_36.022_NA,13,36.022,-78.903,,Ambystoma,maculatum,"Durham County, North Carolina",NA,35.4,tmax,NA,NA,52,critical,Onset of heat coma after spasms ended,0.7,NA,NA,NA,NA,109,Adult,NA,NA,NA,Terrestrial,NA,days,Ambystoma,maculatum
119,Ambystoma maculatum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Gatz, A. J. J. 1973. Intraspecific variations in critical thermal maxima of Ambystoma maculatum. Herpetologica 29:264-268.",Rohr,Ambystoma maculatum_36.026_NA,13,36.026,-79.11,,Ambystoma,maculatum,"Orange County, North Carolina",NA,35.8,tmax,NA,NA,31,critical,Onset of heat coma after spasms ended,0.7,NA,NA,NA,NA,223,Adult,NA,NA,NA,Terrestrial,NA,days,Ambystoma,maculatum
122,Ambystoma maculatum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Gatz, A. J. J. 1973. Intraspecific variations in critical thermal maxima of Ambystoma maculatum. Herpetologica 29:264-268.",Rohr,Ambystoma maculatum_40.203_NA,13,40.203,-77.195,,Ambystoma,maculatum,"Carlisle, Pennsylvania",NA,35.5,tmax,NA,NA,27,critical,Onset of heat coma after spasms ended,0.7,NA,NA,NA,NA,158,Adult,NA,NA,NA,Terrestrial,NA,days,Ambystoma,maculatum
123,Ambystoma maculatum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Gatz, A. J., Jr. 1971. Critical thermal maxima of Ambystoma maculatum (Shaw) and Ambystoma jeffersonianum (Green) in relation to time of breeding. Herpetologica 27:157-160.",Rohr,Ambystoma maculatum_40.203_NA,10,40.203,-77.195,,Ambystoma,maculatum,"Carlisle, Pennsylvania",7,34,tmax,NA,NA,12,critical,Onset of spasms,1,NA,NA,NA,NA,158,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,maculatum
127,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",Rohr,Ambystoma tigrinum_32.32_NA,20,32.32,-106.764,,Ambystoma,tigrinum,"Las Cruces, New Mexico",7,36.6,tmax,NA,NA,8,critical,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,1217,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,tigrinum
128,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",Rohr,Ambystoma tigrinum_32.32_NA,20,32.32,-106.764,,Ambystoma,tigrinum,"Las Cruces, New Mexico",7,36.8,tmax,NA,NA,8,critical,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,1217,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,tigrinum
129,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",Rohr,Ambystoma tigrinum_32.32_NA,20,32.32,-106.764,,Ambystoma,tigrinum,"Las Cruces, New Mexico",7,37.3,tmax,NA,NA,10,critical,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,1217,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,tigrinum
130,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",Rohr,Ambystoma tigrinum_32.32_NA,10,32.32,-106.764,,Ambystoma,tigrinum,"Las Cruces, New Mexico",7,37.5,tmax,NA,NA,10,critical,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,1217,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,tigrinum
131,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",Rohr,Ambystoma tigrinum_32.32_NA,20,32.32,-106.764,,Ambystoma,tigrinum,"Las Cruces, New Mexico",7,38.4,tmax,NA,NA,6,critical,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,1217,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,tigrinum
134,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",Rohr,Ambystoma tigrinum_33.126_NA,10,33.126,-105.752,,Ambystoma,tigrinum,"Sacramento Mountains, New Mexico",7,36.5,tmax,NA,NA,5,critical,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,2225,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,tigrinum
135,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",Rohr,Ambystoma tigrinum_33.126_NA,20,33.126,-105.752,,Ambystoma,tigrinum,"Sacramento Mountains, New Mexico",7,37.5,tmax,NA,NA,8,critical,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,2225,Adult,NA,NA,NA,Terrestrial,7,days,Ambystoma,tigrinum
136,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,NA,"Claussen, D. L. 1977. Thermal acclimation in ambystomatid salamanders. Comparative Biochemistry and Physiology Part A 58:333-340.",Rohr,Ambystoma tigrinum_37.722_NA,15,37.722,-89.323,,Ambystoma,tigrinum,"Jackson County, Illinois",10,35.7,tmax,NA,NA,10,critical,Loss of righting response,0.6,NA,NA,NA,NA,149,Adult,NA,NA,NA,Terrestrial,10,days,Ambystoma,tigrinum
301,Ascaphus truei,Chordata,Amphibia,Anura,Ascaphidae,NA,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",Rohr,Ascaphus truei_46.989_NA,0,46.989,-114.015,,Ascaphus,truei,"Missoula, Montana",7,27.5,tmax,NA,NA,8,critical,Loss of righting response,1,NA,NA,NA,NA,1396,Adult,NA,NA,NA,Terrestrial,7,days,Ascaphus,truei
302,Ascaphus truei,Chordata,Amphibia,Anura,Ascaphidae,NA,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",Rohr,Ascaphus truei_46.989_NA,20,46.989,-114.015,,Ascaphus,truei,"Missoula, Montana",7,29.5,tmax,NA,NA,6,critical,Loss of righting response,1,NA,NA,NA,NA,1396,Adult,NA,NA,NA,Terrestrial,7,days,Ascaphus,truei
303,Ascaphus truei,Chordata,Amphibia,Anura,Ascaphidae,NA,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",Rohr,Ascaphus truei_46.989_NA,10,46.989,-114.015,,Ascaphus,truei,"Missoula, Montana",7,29.6,tmax,NA,NA,8,critical,Loss of righting response,1,NA,NA,NA,NA,1396,Adult,NA,NA,NA,Terrestrial,7,days,Ascaphus,truei
566,Crinia signifera,Chordata,Amphibia,Anura,Myobatrachidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Crinia signifera_-27.559_NA,15,-27.559,152.276,,Crinia,signifera,"Gatton, Queensland",7,35.3,tmax,NA,NA,1,critical,Onset of spasms,0.3,NA,NA,NA,NA,107,Adult,NA,NA,NA,Terrestrial,7,days,Crinia,signifera
1162,Hyperolius viridiflavus,Chordata,Amphibia,Anura,Hyperoliidae,NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",Rohr,Hyperolius viridiflavus_7.54_NA,27,7.54,-5.547,,Hyperolius,viridiflavus,"Ivory Coast, West Africa",NA,42.3,tmax,NA,NA,9,critical,Sharp increase in EWL,NA,NA,NA,NA,NA,259,Adult,NA,NA,NA,Terrestrial,NA,days,Hyperolius,viridiflavus
1163,Hyperolius viridiflavus,Chordata,Amphibia,Anura,Hyperoliidae,NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.",Rohr,Hyperolius viridiflavus_7.54_NA,35,7.54,-5.547,,Hyperolius,viridiflavus,"Ivory Coast, West Africa",NA,43.9,tmax,NA,NA,7,critical,Sharp increase in EWL,NA,NA,NA,NA,NA,259,Adult,NA,NA,NA,Terrestrial,NA,days,Hyperolius,viridiflavus
1400,Limnodynastes dorsalis,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Limnodynastes dorsalis_-37.064_NA,15,-37.064,144.217,,Limnodynastes,dorsalis,"Castlemaine, Victoria",7,35.3,tmax,NA,NA,17,critical,Onset of spasms,0.3,NA,NA,NA,NA,299,Adult,NA,NA,NA,Terrestrial,7,days,Limnodynastes,dorsalis
1404,Limnodynastes dorsalis,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Limnodynastes dorsalis_-27.372_NA,15,-27.372,152.867,,Limnodynastes,dorsalis,"Samford, Queensland",7,35.3,tmax,NA,NA,3,critical,Onset of spasms,0.3,NA,NA,NA,NA,50,Adult,NA,NA,NA,Terrestrial,7,days,Limnodynastes,dorsalis
1405,Limnodynastes peronii,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.",Rohr,Limnodynastes peronii_-34.012_NA,15,-34.012,151.094,,Limnodynastes,peronii,"Sylvania, New South Wales",45,37.8,tmax,NA,NA,30,critical,Onset of spasms,1,NA,NA,NA,NA,40,Adult,NA,NA,NA,Terrestrial,45,days,Limnodynastes,peronii
1406,Limnodynastes peronii,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.",Rohr,Limnodynastes peronii_-34.012_NA,25,-34.012,151.094,,Limnodynastes,peronii,"Sylvania, New South Wales",45,39.3,tmax,NA,NA,30,critical,Onset of spasms,1,NA,NA,NA,NA,40,Adult,NA,NA,NA,Terrestrial,45,days,Limnodynastes,peronii
1407,Limnodynastes peronii,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.",Rohr,Limnodynastes peronii_-34.012_NA,15,-34.012,151.094,,Limnodynastes,peronii,"Sylvania, New South Wales",90,36.8,tmax,NA,NA,30,critical,Onset of spasms,1,NA,NA,NA,NA,40,Adult,NA,NA,NA,Terrestrial,90,days,Limnodynastes,peronii
1408,Limnodynastes peronii,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.",Rohr,Limnodynastes peronii_-34.012_NA,25,-34.012,151.094,,Limnodynastes,peronii,"Sylvania, New South Wales",90,39.3,tmax,NA,NA,30,critical,Onset of spasms,1,NA,NA,NA,NA,40,Adult,NA,NA,NA,Terrestrial,90,days,Limnodynastes,peronii
1411,Limnodynastes peronii,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Limnodynastes peronii_-27.553_NA,15,-27.553,153.056,,Limnodynastes,peronii,"Brisbane, Queensland",7,34.3,tmax,NA,NA,44,critical,Onset of spasms,0.3,NA,NA,NA,NA,79,Adult,NA,NA,NA,Terrestrial,7,days,Limnodynastes,peronii
1416,Limnodynastes salmini,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Limnodynastes salmini_-27.553_NA,15,-27.553,153.056,,Limnodynastes,salmini,"Brisbane, Queensland",7,34.2,tmax,NA,NA,44,critical,Onset of spasms,0.3,NA,NA,NA,NA,79,Adult,NA,NA,NA,Terrestrial,7,days,Limnodynastes,salmini
1421,Limnodynastes tasmaniensis,Chordata,Amphibia,Anura,Limnodynastidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Limnodynastes tasmaniensis_-34.929_NA,15,-34.929,138.6,,Limnodynastes,tasmaniensis,"Adelaide, South Australia",7,34.9,tmax,NA,NA,36,critical,Onset of spasms,0.3,NA,NA,NA,NA,39,Adult,NA,NA,NA,Terrestrial,7,days,Limnodynastes,tasmaniensis
1538,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Rohr,Lithobates sylvaticus_35.053_NA,10,35.053,-83.197,,Rana,sylvaticus,"Highlands, North Carolina",7,34.9,tmax,NA,NA,10,critical,Onset of spasms,0.7,NA,NA,NA,NA,1163,Adult,NA,NA,NA,Terrestrial,7,days,Lithobates,sylvaticus
1539,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Rohr,Lithobates sylvaticus_35.053_NA,20,35.053,-83.197,,Rana,sylvaticus,"Highlands, North Carolina",7,36.1,tmax,NA,NA,7,critical,Onset of spasms,0.7,NA,NA,NA,NA,1163,Adult,NA,NA,NA,Terrestrial,7,days,Lithobates,sylvaticus
1547,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.",Rohr,Lithobates sylvaticus_37.56_NA,15,37.56,-84.3,extracted,Rana,sylvaticus,"Kentucky, USA",10,36.4,tmax,NA,NA,20,critical,Onset of spasms,0.8,NA,NA,NA,NA,289,Adult,NA,NA,NA,Terrestrial,10,days,Lithobates,sylvaticus
1548,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.",Rohr,Lithobates sylvaticus_38.2_NA,15,38.2,-76.85,extracted,Rana,sylvaticus,"Maryland, USA",10,35.4,tmax,1,SD,10,critical,Onset of spasms,0.8,NA,NA,NA,NA,0,Adult,NA,NA,NA,Terrestrial,10,days,Lithobates,sylvaticus
1554,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.",Rohr,Lithobates sylvaticus_38.8_NA,15,38.8,-83.4,extracted,Rana,sylvaticus,"Ohio, USA",10,35.8,tmax,NA,NA,17,critical,Onset of spasms,0.8,NA,NA,NA,NA,269,Adult,NA,NA,NA,Terrestrial,10,days,Lithobates,sylvaticus
1558,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.",Rohr,Lithobates sylvaticus_39.435_NA,5,39.435,-84.203,,Rana,sylvaticus,"Lebanon, Ohio",4,33.2,tmax,NA,NA,4,critical,Loss of righting response,1,NA,NA,NA,NA,234,Adult,NA,NA,NA,Terrestrial,4,days,Lithobates,sylvaticus
1559,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.",Rohr,Lithobates sylvaticus_39.435_NA,25,39.435,-84.203,,Rana,sylvaticus,"Lebanon, Ohio",4,34.1,tmax,NA,NA,5,critical,Loss of righting response,1,NA,NA,NA,NA,234,Adult,NA,NA,NA,Terrestrial,4,days,Lithobates,sylvaticus
1564,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.",Rohr,Lithobates sylvaticus_42.8_NA,15,42.8,-73.85,extracted,Rana,sylvaticus,"New York, USA",10,34.9,tmax,NA,NA,11,critical,Onset of spasms,0.8,NA,NA,NA,NA,84,Adult,NA,NA,NA,Terrestrial,10,days,Lithobates,sylvaticus
1576,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.",Rohr,Lithobates sylvaticus_47.165_NA,18,47.165,-95.197,,Rana,sylvaticus,"Itasca State Park, Minnesota",NA,34.8,tmax,NA,NA,8,critical,Loss of righting response,NA,NA,NA,NA,NA,488,Adult,NA,NA,NA,Terrestrial,NA,days,Lithobates,sylvaticus
1577,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.",Rohr,Lithobates sylvaticus_47.165_NA,5,47.165,-95.197,,Rana,sylvaticus,"Lake Itasca State Park, Minnesota",4,34.2,tmax,NA,NA,8,critical,Loss of righting response,1,NA,NA,NA,NA,488,Adult,NA,NA,NA,Terrestrial,4,days,Lithobates,sylvaticus
1578,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.",Rohr,Lithobates sylvaticus_47.165_NA,15,47.165,-95.197,,Rana,sylvaticus,"Lake Itasca State Park, Minnesota",4,34.4,tmax,NA,NA,10,critical,Loss of righting response,1,NA,NA,NA,NA,488,Adult,NA,NA,NA,Terrestrial,4,days,Lithobates,sylvaticus
1579,Lithobates sylvaticus,Chordata,Amphibia,Anura,Ranidae,NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.",Rohr,Lithobates sylvaticus_47.165_NA,25,47.165,-95.197,,Rana,sylvaticus,"Lake Itasca State Park, Minnesota",4,35,tmax,NA,NA,9,critical,Loss of righting response,1,NA,NA,NA,NA,488,Adult,NA,NA,NA,Terrestrial,4,days,Lithobates,sylvaticus
1622,Litoria fallax,Chordata,Amphibia,Anura,Pelodryadidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Litoria fallax_-27.553_NA,15,-27.553,153.056,,Hyla,glauerti,"Brisbane, Queensland",7,35,tmax,NA,NA,75,critical,Onset of spasms,0.3,NA,NA,NA,NA,79,Adult,NA,NA,NA,Terrestrial,7,days,Litoria,fallax
1623,Litoria fallax,Chordata,Amphibia,Anura,Pelodryadidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Litoria fallax_-27.553_NA,25,-27.553,153.056,,Hyla,glauerti,"Brisbane, Queensland",7,35.3,tmax,NA,NA,8,critical,Onset of spasms,0.3,NA,NA,NA,NA,79,Adult,NA,NA,NA,Terrestrial,7,days,Litoria,fallax
1633,Litoria freycineti,Chordata,Amphibia,Anura,Pelodryadidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Litoria freycineti_-26.858_NA,25,-26.858,152.958,,Hyla,freycineti,"Beerwah, Queensland",7,38.2,tmax,NA,NA,9,critical,Onset of spasms,0.3,NA,NA,NA,NA,35,Adult,NA,NA,NA,Terrestrial,7,days,Litoria,freycineti
1655,Litoria rubella,Chordata,Amphibia,Anura,Pelodryadidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Litoria rubella_-27.559_NA,25,-27.559,152.276,,Hyla,rubella,"Gatton, Queensland",7,39.5,tmax,NA,NA,6,critical,Onset of spasms,0.3,NA,NA,NA,NA,107,Adult,NA,NA,NA,Terrestrial,7,days,Litoria,rubella
1771,Mixophyes fasciolatus,Chordata,Amphibia,Anura,Myobatrachidae,NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",Rohr,Mixophyes fasciolatus_-27.334_NA,15,-27.334,152.768,,Mixophyes,fasciolatus,"Mt. Glorious, Queensland",7,31.5,tmax,NA,NA,20,critical,Onset of spasms,0.3,NA,NA,NA,NA,629,Adult,NA,NA,NA,Terrestrial,7,days,Mixophyes,fasciolatus
1840,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Notophthalmus viridescens_34.028_NA,20,34.028,-78.202,,Diemictylus,viridescens,"Brunswick County, North Carolina",30,39.4,tmax,NA,NA,10,critical,Onset of spasms,1,NA,NA,NA,NA,11,Adult,NA,NA,NA,Terrestrial,30,days,Notophthalmus,viridescens
1841,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Lutterschmidt, W. I., and V. H. Hutchison. 1997. The critical thermal maximum: data to support the onset of spasms as the definitive end point. Canadian Journal of Zoology 75:1553-1560.",Rohr,Notophthalmus viridescens_35.255_NA,10,35.255,-97.352,,Notophthalmus,viridescens,"Cleveland County, Oklahoma",14,37.3,tmax,NA,NA,10,critical,Onset of spasms,1,NA,NA,NA,NA,328,Adult,NA,NA,NA,Terrestrial,14,days,Notophthalmus,viridescens
1842,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Notophthalmus viridescens_35.317_NA,20,35.317,-83.209,,Diemictylus,viridescens,"Jackson County, North Carolina",30,39.2,tmax,NA,NA,10,critical,Onset of spasms,1,NA,NA,NA,NA,845,Adult,NA,NA,NA,Terrestrial,30,days,Notophthalmus,viridescens
1843,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Notophthalmus viridescens_36.026_NA,20,36.026,-79.11,,Diemictylus,viridescens,"Orange County, North Carolina",30,37.2,tmax,NA,NA,13,critical,Onset of spasms,1,NA,NA,NA,NA,223,Adult,NA,NA,NA,Terrestrial,30,days,Notophthalmus,viridescens
1844,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Notophthalmus viridescens_36.026_NA,20,36.026,-79.11,,Diemictylus,viridescens,"Orange County, North Carolina",30,38.4,tmax,NA,NA,10,critical,Onset of spasms,1,NA,NA,NA,NA,223,Adult,NA,NA,NA,Terrestrial,30,days,Notophthalmus,viridescens
1845,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Notophthalmus viridescens_36.026_NA,20,36.026,-79.11,,Diemictylus,viridescens,"Orange County, North Carolina",30,39.2,tmax,NA,NA,9,critical,Onset of spasms,1,NA,NA,NA,NA,223,Adult,NA,NA,NA,Terrestrial,30,days,Notophthalmus,viridescens
1846,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Notophthalmus viridescens_36.026_NA,20,36.026,-79.11,,Diemictylus,viridescens,"Orange County, North Carolina",30,39.2,tmax,NA,NA,12,critical,Onset of spasms,1,NA,NA,NA,NA,223,Adult,NA,NA,NA,Terrestrial,30,days,Notophthalmus,viridescens
1847,Notophthalmus viridescens,Chordata,Amphibia,Caudata,Salamandridae,NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",Rohr,Notophthalmus viridescens_36.074_NA,20,36.074,-78.243,,Diemictylus,viridescens,"Franklin County, North Carolina",30,39,tmax,NA,NA,11,critical,Onset of spasms,1,NA,NA,NA,NA,70,Adult,NA,NA,NA,Terrestrial,30,days,Notophthalmus,viridescens
